W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.372570,0.016016
2.000000,2.148658,0.035456
3.000000,2.843290,0.057464
4.000000,3.466315,0.080893
5.000000,4.027925,0.105094
6.000000,4.534624,0.129607
7.000000,4.991039,0.154082
8.000000,5.403547,0.178335
9.000000,5.773215,0.202093
10.000000,6.104309,0.225241
11.000000,6.401530,0.247737
12.000000,6.668740,0.269554
13.000000,6.907949,0.290625
14.000000,7.122947,0.310982
15.000000,7.313990,0.330530
16.000000,7.483440,0.349279
17.000000,7.635495,0.367344
18.000000,7.770827,0.384694
19.000000,7.890416,0.401318
20.000000,7.992607,0.417076
21.000000,8.082569,0.432186
22.000000,8.164804,0.446857
23.000000,8.235856,0.460876
24.000000,8.298402,0.474364
25.000000,8.355597,0.487482
26.000000,8.407443,0.500221
27.000000,8.455529,0.512666
28.000000,8.498553,0.524729
29.000000,8.537606,0.536471
30.000000,8.572088,0.547846
31.000000,8.602939,0.558907
32.000000,8.629420,0.569598
33.000000,8.649971,0.579807
34.000000,8.665836,0.589605
35.000000,8.677889,0.599045
36.000000,8.687068,0.608185
37.000000,8.694224,0.617082
38.000000,8.701212,0.625868
39.000000,8.708205,0.634560
40.000000,8.714505,0.643108
41.000000,8.719137,0.651444
42.000000,8.721207,0.659497
43.000000,8.722399,0.667393
44.000000,8.721346,0.675027
45.000000,8.717963,0.682390
46.000000,8.711707,0.689436
47.000000,8.702432,0.696147
48.000000,8.688816,0.702413
49.000000,8.672012,0.708320
50.000000,8.652511,0.713902
51.000000,8.633268,0.719402
52.000000,8.612717,0.724692
53.000000,8.590893,0.729773
54.000000,8.568319,0.734690
55.000000,8.543556,0.739318
56.000000,8.517468,0.743731
57.000000,8.490581,0.747974
58.000000,8.464076,0.752151
59.000000,8.438941,0.756355
60.000000,8.413370,0.760426
61.000000,8.390144,0.764620
62.000000,8.368788,0.768900
63.000000,8.350694,0.773400
64.000000,8.333437,0.777903
65.000000,8.319068,0.782605
66.000000,8.308228,0.787575
67.000000,8.300208,0.792753
68.000000,8.295205,0.798166
69.000000,8.291274,0.803632
70.000000,8.290787,0.809387
71.000000,8.293176,0.815383
72.000000,8.298773,0.821659
73.000000,8.309253,0.828390
74.000000,8.323455,0.835470
75.000000,8.338877,0.842655
76.000000,8.351711,0.849559
77.000000,8.362095,0.856194
78.000000,8.370531,0.862605
79.000000,8.375109,0.868591
80.000000,8.376671,0.874234
81.000000,8.376148,0.879627
82.000000,8.371536,0.884552
83.000000,8.366170,0.889359
84.000000,8.358015,0.893829
85.000000,8.348362,0.898095
86.000000,8.336411,0.902069
87.000000,8.324715,0.906026
88.000000,8.312224,0.909851
89.000000,8.297351,0.913368
90.000000,8.281594,0.916741
91.000000,8.264927,0.919965
92.000000,8.247901,0.923100
93.000000,8.231535,0.926262
94.000000,8.215144,0.929374
95.000000,8.198839,0.932450
96.000000,8.183552,0.935597
97.000000,8.168916,0.938776
98.000000,8.157437,0.942276
99.000000,8.148383,0.946020
100.000000,8.142186,0.950063
101.000000,8.139433,0.954479
102.000000,8.142574,0.959563
103.000000,8.150074,0.965143
104.000000,8.157071,0.970649
105.000000,8.163968,0.976129
106.000000,8.169090,0.981382
107.000000,8.173639,0.986549
108.000000,8.177675,0.991638
109.000000,8.179064,0.996388
110.000000,8.181401,1.001234
111.000000,8.182711,1.005936
112.000000,8.184506,1.010678
113.000000,8.185143,1.015259
114.000000,8.185561,1.019794
115.000000,8.187079,1.024447
116.000000,8.189567,1.029204
117.000000,8.192358,1.033983
118.000000,8.194495,1.038663
