W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.220450,0.014241
2.000000,1.760454,0.029050
3.000000,2.179124,0.044041
4.000000,2.509654,0.058567
5.000000,2.786532,0.072704
6.000000,3.026498,0.086502
7.000000,3.231198,0.099753
8.000000,3.410224,0.112548
9.000000,3.565806,0.124822
10.000000,3.699723,0.136515
11.000000,3.820088,0.147836
12.000000,3.917487,0.158347
13.000000,4.004162,0.168459
14.000000,4.089378,0.178539
15.000000,4.163881,0.188172
16.000000,4.224418,0.197169
17.000000,4.271224,0.205489
18.000000,4.311705,0.213450
19.000000,4.350778,0.221287
20.000000,4.384505,0.228795
21.000000,4.413564,0.235999
22.000000,4.445966,0.243326
23.000000,4.479785,0.250687
24.000000,4.512430,0.257945
25.000000,4.541337,0.264951
26.000000,4.569344,0.271864
27.000000,4.593247,0.278492
28.000000,4.615656,0.284986
29.000000,4.632796,0.291108
30.000000,4.644377,0.296824
31.000000,4.654671,0.302400
32.000000,4.659394,0.307550
33.000000,4.661626,0.312468
34.000000,4.664689,0.317376
35.000000,4.664884,0.322023
36.000000,4.662958,0.326456
37.000000,4.660119,0.330757
38.000000,4.654160,0.334769
39.000000,4.646126,0.338559
40.000000,4.636307,0.342148
41.000000,4.634045,0.346229
42.000000,4.630280,0.350141
43.000000,4.622713,0.353706
44.000000,4.618072,0.357436
45.000000,4.620288,0.361649
46.000000,4.625011,0.366019
47.000000,4.631909,0.370527
48.000000,4.640441,0.375138
49.000000,4.648558,0.379689
50.000000,4.653046,0.383914
51.000000,4.657925,0.388141
52.000000,4.664800,0.392506
53.000000,4.665715,0.396340
54.000000,4.669069,0.400349
55.000000,4.672700,0.404353
56.000000,4.674946,0.408209
57.000000,4.678808,0.412177
58.000000,4.683327,0.416179
59.000000,4.691097,0.420448
60.000000,4.699473,0.424753
61.000000,4.707105,0.428973
62.000000,4.717261,0.433408
63.000000,4.727686,0.437855
64.000000,4.738511,0.442327
65.000000,4.742187,0.446115
66.000000,4.743172,0.449627
67.000000,4.739421,0.452662
68.000000,4.737778,0.455870
69.000000,4.736522,0.459088
70.000000,4.731371,0.461900
