tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.720450,0.004559
2.000000,0.540004,0.007179
3.000000,0.418671,0.008829
4.000000,0.330530,0.009874
5.000000,0.276877,0.010384
6.000000,0.239966,0.010652
7.000000,0.204700,0.010901
8.000000,0.179026,0.011019
9.000000,0.155582,0.011114
10.000000,0.133917,0.011224
11.000000,0.120365,0.011295
12.000000,0.097399,0.011421
13.000000,0.086676,0.011438
14.000000,0.085216,0.011382
15.000000,0.074503,0.011361
16.000000,0.060537,0.011354
17.000000,0.046806,0.011356
18.000000,0.040480,0.011329
19.000000,0.039073,0.011294
20.000000,0.033727,0.011294
21.000000,0.029059,0.011319
22.000000,0.032402,0.011333
23.000000,0.033819,0.011380
24.000000,0.032646,0.011418
25.000000,0.028906,0.011436
26.000000,0.028007,0.011443
27.000000,0.023903,0.011452
28.000000,0.022408,0.011463
29.000000,0.017140,0.011487
30.000000,0.011581,0.011510
31.000000,0.010294,0.011515
32.000000,0.004723,0.011501
33.000000,0.002232,0.011457
34.000000,0.003063,0.011425
35.000000,0.000195,0.011412
36.000000,-0.001926,0.011414
37.000000,-0.002840,0.011413
38.000000,-0.005958,0.011411
39.000000,-0.008034,0.011408
40.000000,-0.009819,0.011406
41.000000,-0.002262,0.011402
42.000000,-0.003765,0.011401
43.000000,-0.007567,0.011402
44.000000,-0.004641,0.011401
45.000000,0.002216,0.011398
46.000000,0.004723,0.011396
47.000000,0.006898,0.011394
48.000000,0.008532,0.011393
49.000000,0.008117,0.011393
50.000000,0.004489,0.011394
51.000000,0.004879,0.011394
52.000000,0.006875,0.011393
53.000000,0.000915,0.011395
54.000000,0.003353,0.011394
55.000000,0.003631,0.011394
56.000000,0.002246,0.011394
57.000000,0.003862,0.011394
58.000000,0.004519,0.011394
59.000000,0.007769,0.011393
60.000000,0.008377,0.011393
61.000000,0.007632,0.011393
62.000000,0.010156,0.011392
63.000000,0.010425,0.011392
64.000000,0.010825,0.011393
65.000000,0.003675,0.011394
66.000000,0.000986,0.011395
67.000000,-0.003751,0.011395
68.000000,-0.001643,0.011395
69.000000,-0.001256,0.011395
70.000000,-0.005151,0.011395
