likelihood_beta,beta
5.9355554209e-44,23.9639291157
7.8670769402e-23,5.5381486878
1.0456522470e-22,4.4196399184
1.0691176838e-22,4.1634399810
6.0537375372e-23,1.7659813804
8.8014347009e-23,2.6539798782
2.9766249350e-23,0.6918567874
5.7137864308e-23,1.6595087440
6.8732248221e-23,2.0205348457
7.0207856935e-23,2.0665056218
5.8683289209e-23,1.7080432789
6.3226141800e-23,1.8496158892
1.0665035900e-22,3.6692508158
5.0217474713e-23,1.4379974628
6.4185427037e-23,1.8793892996
1.0646374349e-22,3.6436427604
1.0052871770e-22,3.1910747598
5.2213341101e-23,1.5027438239
4.6595142195e-23,1.3181139427
5.6844692480e-23,1.6502720434
5.8538721090e-23,1.7035133542
6.9466582411e-23,2.0433946516
1.0395788587e-22,4.4667540282
5.5734739110e-23,1.6152052600
6.3773777934e-23,1.8666153934
6.1013006488e-23,1.7808034881
1.0265716113e-22,3.3168095635
3.0315875984e-32,17.3600097656
1.2947746923e-43,23.8037294626
5.1780972162e-23,6.3844957047
7.7618929672e-23,2.3010612120
5.0112896132e-23,1.4345815273
5.6197048153e-23,1.6298302365
6.4689350425e-23,1.8950231134
6.5035919617e-23,1.9057738233
7.7986910775e-23,2.3129519959
5.9252151202e-23,1.7258495497
5.7854198098e-23,1.6820365429
5.6959351331e-23,6.2193965076
1.0753813206e-22,3.8768818333
5.8856203266e-23,1.7134588387
6.3027007037e-23,1.8434323817
7.4779569956e-23,2.2102323244
1.0751561140e-22,3.8639268957
8.2729447673e-23,5.4038261307
5.2018282365e-23,1.4964516110
9.3465690345e-23,5.0103263075
6.4517897508e-23,1.8897042519
7.0513220359e-23,2.0760378399
5.8303739769e-23,1.6961461258
5.3289311336e-23,1.5373255186
6.4999970288e-23,1.9046586892
6.9420428236e-23,2.0419569207
9.6207383796e-23,2.9796169736
6.7926044454e-23,1.9954701018
5.5686102438e-23,1.6136649896
6.8726439482e-25,10.3714910741
5.9150350974e-23,1.7226651484
6.9745405466e-23,2.0520831238
7.2824361817e-23,2.1484624973
5.6818296021e-23,1.6494398936
6.7399752350e-23,1.9791222751
7.4477409313e-23,2.2006503079
7.9820288898e-25,10.2754975613
3.0854794005e-24,9.3312576824
6.1036300361e-23,1.7815290320
5.6737939540e-23,1.6469061341
6.6533958763e-23,1.9522469494
4.8929609767e-23,1.3957544389
1.0055921403e-22,3.1927433963
6.2556484710e-23,1.8288165393
6.1051418383e-23,1.7819999018
9.2178368303e-23,2.8112775684
8.5122950638e-23,2.5513873693
8.6890815164e-23,5.2597032005
4.8793756159e-23,1.3912751882
9.7760451935e-23,4.8224599921
4.0607179343e-23,1.1110806453
1.0713129517e-22,3.7505505337
9.2192188591e-23,2.8118235001
6.3498009162e-23,1.8580560354
5.0935053295e-23,1.4613714099
6.4123536679e-23,1.8774689682
5.8776660762e-23,1.7109679598
6.9314687291e-23,2.0386635318
5.5278580391e-23,1.6007463178
9.8349958024e-23,3.0790792793
5.6794376648e-23,1.6486857617
5.9739045609e-23,1.7410680622
9.0189300543e-23,5.1388034873
8.2037958041e-23,2.4462017331
9.3078098540e-23,2.8472144190
5.9586712633e-23,1.7363087753
5.7688055749e-23,1.6768165822
5.5881724869e-23,1.6198581875
7.0620404041e-23,2.0793854557
5.8353949499e-23,1.6977207737
6.1147137924e-23,1.7849808914
7.3507027429e-23,2.1699696367
1.0755752601e-22,3.9823963592
1.0320071833e-22,3.3527584671
6.8909553755e-23,2.0260515346
5.9370061366e-23,1.7295367790
5.7286010120e-23,1.6641724366
1.0752540716e-22,4.0040267651
6.9439578528e-23,2.0425534476
8.2282826611e-23,2.4544170701
8.9351611514e-23,5.1701959897
8.6405773781e-23,2.5963566574
5.5009554566e-23,1.5922051009
8.5221097444e-29,14.6658023372
5.9778155292e-23,1.7422896568
5.7533055639e-23,1.6719440154
5.0069297044e-31,16.4749020604
4.5468854538e-23,1.2801051769
6.2437762328e-23,1.8251273698
8.3076210551e-23,2.4811831195
5.2041729319e-23,1.4972083508
6.4611861002e-23,1.8926192485
4.8193502698e-23,1.3714286057
8.6894990546e-23,2.6137278187
1.0603311960e-23,8.2940058829
7.9623725074e-23,2.3662378948
7.3804280642e-23,2.1793536905
5.5117857179e-23,1.5956448300
5.6911711101e-23,1.6523844343
5.4982093837e-23,6.2819495460
3.5230254205e-27,13.1354428378
7.3645835774e-23,2.1743502026
4.8122324174e-23,1.3690690587
8.8152419300e-23,2.6589966121
1.0517181895e-22,3.5054909666
1.4758105462e-32,17.5779597301
4.9359769575e-23,1.4099075596
7.8429221243e-23,2.3272859311
5.5644314712e-23,1.6123413593
5.3597396154e-23,1.5471895475
5.9654216503e-30,15.6372893422
9.2703063505e-23,2.8321352384
8.7025386573e-23,2.6183798983
1.0401469125e-22,3.4107671016
9.4904622939e-23,4.9503524852
9.6437007474e-23,4.8834046495
5.8313437473e-23,1.6964502788
7.6379261476e-23,2.2612165892
1.0503146561e-22,3.4929826023
9.1172230486e-23,2.7720063301
1.0255916150e-22,3.3105283403
6.9595966485e-23,5.8258564327
5.2550227237e-23,1.5135941175
5.4536760832e-23,1.5771685571
5.8432429187e-23,1.7001815124
4.3360406272e-23,1.2078602290
5.2556509170e-23,1.5137962422
9.4119907601e-23,2.8899105413
6.9950277755e-23,2.0584705798
9.9304300683e-23,3.1265275374
5.9559661575e-23,1.7354634342
7.5496231234e-23,2.2330179139
5.6965328304e-23,1.6540740348
9.3067648735e-23,2.8467922628
3.4057215770e-26,12.0623941530
5.5687068581e-23,1.6136955895
7.5682510141e-23,5.6343274308
6.4518811719e-23,1.8897326135
5.8493353895e-23,1.7020914003
5.2365985106e-23,1.5076627616
5.1360346885e-23,1.4751728822
9.6465606896e-23,2.9911615838
6.2549401876e-23,1.8285964635
5.6893075218e-23,1.6517970951
7.9607255070e-23,2.3656982840
8.4073315647e-23,2.5151645151
8.8550475039e-23,2.6735266839
9.6268354478e-23,2.9823330323
9.6419146076e-23,2.9890763322
6.8064486712e-23,1.9997721783
1.0329000142e-22,3.3588582993
3.6639071890e-23,6.9075646328
7.5167225909e-23,2.2225468745
6.6570827346e-23,1.9533910398
6.3808525315e-23,1.8676937671
7.4710154546e-23,2.2080297820
8.5758814040e-23,2.5735761418
6.5805975585e-23,1.9296607795
3.4858363214e-23,0.8977871890
6.2050851762e-23,1.8131004718
6.9926789757e-23,2.0577381263
7.8488710284e-23,2.3292173365
5.8612495391e-23,1.7058252588
5.1997251295e-23,1.4957727521
3.4666422422e-23,6.9829301459
4.4183988688e-23,1.2362583009
5.2717441559e-23,1.5189718534
5.8053559174e-23,1.6882963578
6.4443919732e-23,5.9858730117
9.6778529500e-23,3.0053012373
5.1020162590e-23,1.4641363645
1.0265600323e-22,4.5565471988
4.9723864920e-23,1.4218524929
2.0242437274e-24,9.6424085720
5.6237473903e-23,1.6311077544
5.2946017461e-23,1.5263147885
5.5421101646e-23,1.6052669683
4.5599244397e-23,1.2845251931
7.6155820403e-23,2.2540676203
5.6730595248e-23,1.6466745186
5.2106984228e-23,1.4993138652
7.8192216861e-23,5.5536825919
5.6462877525e-23,1.6382270348
6.3704966521e-23,1.8644797767
6.8233353243e-23,2.0050207810
7.5160485837e-23,2.2223325539
9.9893917129e-23,3.1570413771
5.9830432979e-23,1.7439223692
6.1500027225e-23,1.7959663661
8.5652800854e-23,2.5698632499
7.3157812242e-23,2.1589602961
2.5465992191e-23,7.3727956509
5.2678950077e-23,1.5177343934
5.5419635892e-23,1.6052204905
9.8395100771e-23,3.0812744849
8.7915773752e-23,2.6504054832
1.0713001617e-22,3.7502878723
6.9720643808e-23,5.8219709022
9.1275018076e-23,2.7759769186
1.0197598642e-22,3.2742638656
7.3161976323e-23,5.7141907318
6.4171560120e-65,32.1620190760
2.2382845409e-34,18.7827805996
4.4923152604e-23,1.2615484613
5.2873011663e-32,17.1891541533
6.7005614490e-23,1.9668853647
1.0453180658e-22,3.4509384939
4.3744801981e-23,1.2211441782
6.0592380179e-23,1.7676962454
1.0736644876e-22,4.0657277963
5.6017158423e-23,1.6241428580
5.8862233710e-23,6.1596345523
5.2521564592e-28,13.9473090761
6.7165042643e-23,1.9718346389
1.0463499309e-22,3.4593336667
1.0039934294e-22,3.1840314554
7.3289660581e-23,2.1631150680
6.0122891382e-23,1.7530524604
5.2956121569e-23,1.5266391631
7.2705748527e-23,2.1447315671
7.6626982207e-23,2.2691536351
6.3232758088e-23,1.8498213169
5.6997452861e-23,1.6550861900
5.8733205572e-23,1.7096069118
1.0704416622e-22,3.7334254867
5.2762706517e-23,1.5204267277
8.0819789909e-23,2.4056301726
8.6401789029e-23,2.5962156899
5.2296472499e-23,1.5054232713
5.6283582443e-23,1.6325646005
6.7590188375e-23,1.9850365140
4.8723368972e-23,1.3889526400
5.1760779366e-23,1.4881337703
8.0447549413e-23,2.3933258339
5.5839139087e-23,1.6185104076
9.4155352034e-23,4.9818968934
1.0571870326e-22,4.3153129033
5.3737944798e-23,1.5516841869
5.8446156254e-23,1.7006118643
1.0712962880e-22,3.7502083920
5.6660859083e-23,1.6444749355
8.7406446788e-23,2.6320295506
5.6878016068e-23,1.6513224520
8.4853161881e-23,2.5420302334
6.5295515322e-23,1.9138262999
1.0425647347e-22,3.4291783743
4.6081459711e-23,1.3008260918
4.9539828747e-23,1.4158186869
5.3627972116e-23,1.5481676256
4.5908452193e-23,1.2949858644
4.7260288950e-23,1.3403859527
5.6219001935e-23,1.6305240370
6.4438061973e-23,1.8872274685
5.1593366719e-23,1.4827190049
3.2654205077e-38,21.0475558638
8.8088864009e-29,14.6531564175
8.8359743490e-27,12.7163565525
1.0704863100e-22,4.1390140837
6.4190911230e-23,1.8795594601
4.7349896118e-23,1.3433768955
8.3717971711e-23,2.5030085987
1.0125816490e-22,3.2319236324
7.2434682346e-23,2.1362115519
1.0581176238e-22,4.3056704337
1.3507325122e-29,15.3475366289
9.2611793160e-23,2.8284874038
9.8673659980e-23,4.7783579010
5.4987876183e-23,6.2817658299
1.0714218214e-22,3.7528013956
5.7787704055e-23,1.6799477455
3.1190864934e-23,7.1218493100
8.0901306872e-31,16.3171212021
1.2157724823e-62,31.3902545199
6.2353671203e-23,1.8225139863
9.7213303211e-23,3.0252329612
6.9697042318e-23,2.0505756954
1.0758410366e-22,3.9449490654
6.4017144259e-23,1.8741676805
5.6769203071e-23,6.2253901986
1.0539625516e-77,36.1528595141
5.6401981378e-23,6.2369779205
4.9985711440e-23,1.4304238673
6.3453464972e-23,1.8566732927
7.0876700026e-23,2.0873941308
5.1414455753e-23,1.4769261270
5.7417278123e-23,1.6683027253
5.9370892703e-23,1.7295627720
8.6414797397e-23,2.5966759142
6.5773512179e-23,1.9286537223
8.5782119601e-23,2.5743931110
9.1457544820e-23,2.7830503437
5.1804923451e-23,1.4895606324
1.0161340966e-22,4.6206949567
5.4611067844e-23,1.5795340294
5.6664426087e-23,1.6445874585
1.0672157692e-22,4.1935995282
6.1406787078e-23,6.0802177447
5.9318090783e-23,1.7279117250
8.1177522875e-23,2.4174949587
3.1549915016e-23,7.1070929427
4.6151293217e-23,1.3031809140
6.4622399539e-23,1.8929461765
4.7918298906e-23,1.3622983361
9.6788118253e-23,3.0057371759
5.4337909707e-23,1.5708341724
5.9480010993e-23,1.7329740212
1.0753859412e-22,3.8771771421
8.0599239956e-23,2.3983349088
6.5766451706e-23,1.9284346984
8.0346511573e-23,2.3899931735
3.8099469081e-24,9.1686282044
6.0783999785e-23,1.7736687464
5.9460910284e-23,1.7323769672
7.4900820464e-23,2.2140814296
5.6864864227e-23,1.6509079025
5.9915767140e-33,17.8460634072
5.7911981740e-23,1.6838513394
4.6776855995e-23,1.3242110086
5.9961393158e-23,6.1252706761
5.6705228743e-23,1.6458744897
4.6907985423e-23,1.3286049281
5.6612541118e-23,1.6429505651
5.2309643803e-23,1.5058476817
5.1480858706e-23,1.4790769133
5.7136225778e-23,1.6594571483
3.8658664476e-23,1.0406564219
5.3115749150e-23,1.5317613176
1.0453130304e-22,3.4508978621
5.2182107849e-23,1.5017367906
8.0405344552e-23,5.4813488393
6.6625275065e-23,1.9550806869
6.5483322371e-23,1.9196519538
7.4090848337e-23,5.6848701069
1.0563369084e-22,4.3239189815
6.0671382900e-23,1.7701589337
6.8892702126e-23,2.0255271393
2.4758546132e-23,7.4062248710
8.1982534835e-23,2.4443451726
7.5988862216e-23,2.2487319464
1.0585398489e-22,3.5720679593
6.7201036808e-23,1.9729521361
5.1260454145e-23,6.4013476441
7.3105589704e-23,2.1573152885
5.5880217069e-23,1.6198104719
7.8379651120e-23,2.3256772101
5.0218430624e-23,1.4380286752
5.0563337187e-23,1.4492773468
7.5066670715e-23,2.2193502072
6.2507892696e-23,1.8273066623
5.2477108705e-23,1.5112409504
5.8758101992e-23,1.7103867070
1.9357662378e-23,7.6855650384
5.4844313247e-23,1.5869536492
5.6213727572e-23,1.6303573582
9.4981420524e-23,2.9262042070
9.9194180674e-23,4.7523466733
6.5235210572e-23,1.9119556945
6.0000024694e-23,1.7492175372
9.9120220075e-23,3.1171977116
8.3603381389e-23,2.4990995833
8.8760188920e-23,2.6812228635
5.4945702664e-23,1.5901763352
1.0619721167e-22,3.6104699528
5.8192208815e-23,1.6926474632
6.1787479958e-23,1.8049098329
6.3468012661e-23,1.8571248883
7.5445416894e-23,2.2313994698
5.5139723385e-23,1.5963391008
8.0565414157e-23,2.3972173304
7.3012503983e-23,2.1543839476
4.2053954291e-24,9.0907169982
7.7931503648e-23,2.3111596328
5.8622375486e-23,1.7061348374
5.5695833763e-23,1.6139731960
5.7361596764e-23,1.6665509732
5.0638589825e-23,1.4517281475
1.0020615222e-22,3.1736183574
5.5226031638e-23,1.5990787863
5.3915985631e-23,1.5573730846
6.3596291595e-23,1.8611067473
1.0575195135e-22,4.3118953279
5.8133621547e-23,1.6908091144
1.0507501982e-22,3.4968278857
5.9053834296e-23,1.7196451907
1.1262733041e-24,10.0489094412
1.0749969369e-22,4.0172672937
5.1927964210e-23,1.4935356369
9.9397672195e-23,3.1312945496
6.8418147787e-23,2.0107659106
6.9008911405e-23,2.0291437049
7.1952433066e-23,2.1210743000
1.0136657746e-22,3.2381725125
6.0242895224e-23,1.7567969636
1.0744825202e-22,4.0387323505
5.8536340286e-23,1.7034387370
5.6625324412e-23,1.6433538897
7.7998018794e-23,2.3133114135
5.2572038081e-23,1.5142958622
4.3859901343e-23,1.2251116520
7.0878929873e-23,2.0874638332
9.8742835029e-23,3.0983423965
2.1635135840e-23,7.5619687265
6.0702109272e-23,1.7711166317
6.4535248899e-23,1.8902425447
7.6653404048e-23,2.2700009104
7.3389727135e-23,2.1662698478
5.6467923816e-23,1.6383863463
6.8832846389e-23,2.0236646516
5.5860867049e-23,1.6191980974
7.0381273642e-23,2.0719180920
1.0598120042e-22,4.2874570527
4.7095360804e-23,1.3348750908
6.1563814688e-23,1.7979513449
8.6533543093e-23,2.6008811496
2.7059179673e-29,15.0952851464
5.6364385837e-23,1.6351170097
6.5552925787e-23,1.9218110319
5.7605009561e-23,1.6742062764
5.6726623451e-23,1.6465492581
1.0719016248e-22,3.7630657839
6.5080057811e-23,1.9071429671
5.4615809472e-23,1.5796849445
1.5122039397e-24,9.8481050528
6.8428833379e-23,2.0110981667
7.8640233673e-23,2.3341406683
1.0232820422e-22,3.2959457038
4.7199701973e-23,1.3383623972
6.2958325895e-23,1.8412994150
6.4788795341e-23,1.8981080072
8.0522484214e-23,2.3957994502
1.0472111492e-22,3.4664487295
6.6387974153e-23,1.9477170609
5.2541036073e-23,1.5132983736
7.2774416064e-23,2.1468912684
5.2193519114e-23,1.5021047381
5.6953765804e-23,1.6537097028
6.2495869408e-23,1.8269330540
8.2109001953e-23,2.4485831042
5.5806722078e-23,1.6174842913
6.7651637081e-23,1.9869451478
1.0736408853e-22,3.8068585738
6.2180086796e-23,1.8171183928
1.0579334945e-22,4.3075975315
6.2019750050e-23,1.8121334056
7.5652833571e-23,2.2380085538
6.1358888328e-23,1.7915735357
6.1990927838e-23,1.8112371774
5.3642753609e-23,1.5486404065
5.5719597160e-23,1.6147257656
9.7357007570e-23,3.0318975227
6.2146619534e-23,1.8160779664
8.0670599557e-25,10.2686449600
5.5458305714e-23,1.6064465764
9.3579637520e-23,2.8676152329
5.4760384725e-23,1.5842847997
2.1951555820e-28,14.2981985883
2.7097087413e-23,7.2979578797
5.7181554330e-31,16.4314249048
6.2326276218e-23,1.8216625422
8.4777926798e-23,2.5394267369
5.2627671670e-23,1.5160854262
6.5641820687e-23,1.9245685578
5.3359038607e-23,1.5395594184
8.8009978589e-23,5.2194608636
4.0901945832e-23,6.7516945920
5.6042986163e-23,1.6249596864
4.9260259750e-23,1.4066374609
7.2933987507e-23,2.1519122461
1.0687193070e-22,3.7032067600
5.6775029297e-23,1.6480757264
6.2739610446e-23,1.8345059131
1.6707961940e-44,24.2216004774
1.6433683310e-27,13.4690348848
6.1444020526e-23,1.7942233343
5.9858510115e-23,1.7447991741
7.4485093149e-23,2.2008937997
4.8768533868e-32,17.2141125192
7.2883258522e-23,2.1503157013
1.1337630653e-26,12.5992418709
1.0682139341e-22,4.1782343672
9.5436450934e-23,2.9457723848
8.2876917782e-23,2.4744378130
5.6156188989e-23,1.6285388072
2.6342041170e-28,14.2258520397
9.6643695724e-23,2.9991881374
1.0398540899e-22,3.4085780472
5.6726897764e-23,1.6465579093
8.0808698680e-23,2.4052629481
8.4947081001e-23,2.5452838762
1.0581243834e-22,4.3055995028
8.5355393067e-23,2.5594762275
9.0089649697e-23,2.7307169371
4.8727385826e-23,1.3890852163
5.7008338010e-23,1.6554291232
9.1045169423e-23,2.7671105562
5.5728346264e-23,1.6150028240
5.4931817500e-23,1.5897350823
5.6012564434e-23,1.6239975593
6.1560364234e-23,1.7978439770
6.0178437077e-23,1.7547857928
5.7809494410e-23,1.6806323040
1.0617786525e-22,3.6081894202
9.5804389136e-23,2.9618125336
2.9531418112e-25,10.8885231937
6.4200307421e-23,1.8798509986
6.1717214229e-23,1.8027240584
5.1238545190e-23,1.4712240501
1.0122853546e-22,3.2302242589
9.1913737367e-23,2.8008590139
1.1989872416e-23,8.1768779623
1.0400388108e-22,4.4633242334
6.9443014765e-23,2.0426604880
7.5025827190e-23,2.2180522614
8.2993192521e-23,2.4783714509
9.9656847556e-23,4.7286292058
8.4599593497e-23,2.5332656463
1.1401745321e-64,32.0784618370
1.0600364518e-22,3.5883069772
9.3185087795e-23,2.8515433349
1.0700593127e-22,4.1469359990
7.0936350144e-23,2.0892588760
5.7042046670e-23,6.2167911958
5.4349475802e-23,1.5712027784
5.6874620419e-23,1.6512154222
7.7684486307e-23,2.3031773560
4.9703063731e-23,1.4211709016
6.3470549834e-23,1.8572036478
1.0432444575e-22,4.4388142381
6.9694848292e-23,2.0505073137
9.6224233695e-23,2.9803669861
4.4820253865e-23,1.2580386456
1.0154317970e-22,3.2484587483
8.7925936762e-23,2.6507737329
7.4009755324e-23,5.6874346510
2.4934490273e-23,7.3978528895
8.9643811826e-23,5.1593041184
5.7853860201e-23,1.6820259296
4.9831342568e-23,6.4479096006
1.0529372455e-22,3.5166433566
4.1910260992e-34,18.6086633373
1.0526804375e-22,3.5142705777
5.7440197753e-23,1.6690236830
5.3420647526e-23,1.5415325280
6.1451878898e-23,1.7944679116
6.3566207353e-23,1.8601729498
4.2949282792e-23,1.1935938478
5.2994032707e-23,1.5278560712
3.7098532769e-23,6.8903286701
7.4670548060e-23,2.2067734138
7.1715035077e-23,2.1136318181
8.3578783529e-23,2.4982611653
8.0927710734e-23,2.4092053458
5.3132451536e-23,1.5322970059
5.5008201437e-23,1.5921621142
7.3961802974e-23,2.1843315260
8.7938078608e-23,2.6512137667
1.7756047760e-55,28.8067899454
4.7240258273e-23,6.5335651540
5.7779173374e-23,1.6796797347
6.5759795932e-23,5.9450539822
9.0747924189e-23,2.7557102886
1.0620806767e-22,3.6117564726
1.0679166666e-22,4.1829090656
8.2619867985e-23,2.4657595325
6.4051683077e-23,1.8752394189
5.5769229322e-23,1.6162973321
5.7682661891e-23,1.6766470652
5.9254708323e-23,1.7259295272
5.6024530469e-23,1.6243760154
6.5401680270e-23,1.9171194595
9.4520830903e-23,2.9066825561
1.0418202041e-22,4.4498391019
6.9703786278e-23,2.0507858880
5.1037639974e-23,1.4647039656
5.3683857034e-23,1.5499548925
5.8950639556e-23,1.7164153706
5.2384118137e-23,1.5082468045
6.9732358142e-23,2.0516764367
1.0420906838e-22,3.4255196975
9.3855352219e-23,2.8789504599
7.5510861166e-23,5.6397982488
1.0537408864e-22,3.5241529636
1.0546876684e-22,3.5331718709
1.0756037666e-22,3.9799582466
5.6457003289e-24,8.8510209207
6.7568713738e-23,1.9843695300
6.2715670477e-27,12.8748946489
1.0700930357e-22,3.7269610898
5.8690886574e-23,1.7082812818
5.7470785023e-23,1.6699857422
5.0749672644e-23,1.4553436156
8.2613241295e-23,2.4655361295
7.6878625936e-23,5.5960533852
4.3765392558e-23,1.2218542751
9.0211561665e-23,2.7353201143
4.4196499973e-23,1.2366878918
6.8608460327e-23,2.0166842889
6.4845971596e-23,1.8998816482
6.3070726801e-23,1.8447900670
1.0628774507e-22,3.6213553285
6.7889201159e-23,1.9943253314
5.5602460671e-23,1.6110153876
9.1570956335e-23,5.0858220781
9.3567385466e-23,2.8671135421
8.7332498047e-23,2.6293742212
4.7445176944e-23,1.3465547907
5.6790490875e-23,1.6485632442
7.1046281621e-23,5.7805858989
7.6691753687e-23,2.2712309240
4.9364465488e-23,1.4100618185
1.0319152096e-22,3.3521334202
5.1566619166e-23,1.4818533681
6.4726320109e-23,1.8961699635
9.9779486397e-23,3.1510409391
8.0031126593e-23,2.3796094973
5.1737153972e-23,1.4873699723
8.0134955224e-23,2.3830247751
9.5705078229e-23,2.9574633171
4.4235592435e-23,1.2380298380
9.4261468733e-23,2.8958097946
1.0234891660e-22,4.5760409739
9.4016970406e-23,2.8856361138
5.6481307726e-23,1.6388088609
5.5037808223e-23,1.5931026125
6.3097251502e-23,1.8456137430
6.5486714374e-23,1.9197571723
5.0964851147e-23,1.4623396295
7.1015539644e-23,2.0917349357
5.0838136953e-23,1.4582210134
7.3318710584e-23,2.1640307871
1.0675007817e-22,4.1893060960
7.9620218809e-23,2.3661230120
4.9743186039e-23,1.4224854969
4.9909907549e-44,23.9993556214
1.7615725969e-24,9.7413522466
9.6138979004e-23,2.9765768539
8.0318643141e-23,5.4842077313
5.8368539013e-23,1.6981782749
4.6124151869e-23,1.3022658672
1.0736986598e-22,3.8085685506
1.0058810248e-22,3.1943270475
5.3557908497e-35,19.1723343370
4.3914412464e-27,13.0367779775
6.6385466735e-23,1.9476392592
1.0737869083e-22,4.0620569184
5.5871913170e-23,1.6195476826
8.5620069866e-23,2.5687180245
6.0759927749e-23,1.7729185870
5.1573473639e-23,1.4820752146
5.8083842977e-23,1.6892468915
5.7250692894e-23,1.6630608634
7.1432447395e-23,2.1047800839
6.1979200705e-23,1.8108725106
1.0459103385e-22,3.4557402726
5.7899819261e-23,1.6834693846
5.2698072419e-23,1.5183491901
6.5067087516e-23,1.9067406359
3.8431720872e-23,6.8409434224
2.8673791901e-24,9.3866488730
7.4441044423e-23,2.1994980690
5.2009645725e-23,1.4961728405
4.9684104690e-23,1.4205495842
7.9742936373e-23,2.3701458522
1.0246025070e-22,4.5690362342
6.1792621904e-23,1.8050697751
6.2496863786e-23,1.8269639532
8.4048011035e-23,2.5142971440
1.0268591231e-23,8.3240624143
4.7883828540e-23,1.3611533293
5.5826641214e-23,1.6181148212
5.6512199974e-23,1.6397840080
1.0325044448e-22,3.3561485069
2.3803570764e-28,14.2661218615
8.1650961934e-23,2.4332599944
1.0185383603e-22,4.6063907951
6.9529207903e-23,2.0453456930
1.0746584199e-22,4.0319370010
7.0023818775e-23,2.0607641525
6.5274737279e-23,1.9131817814
6.2035624322e-23,1.8126270005
9.8638548865e-23,4.7800884294
