likelihood_sigma,sigma
1.2485524476e-23,31.9817070757
8.7077554809e-23,25.8690378143
5.8039853784e-26,3.3750450550
3.8530365004e-25,3.6327812724
2.1996606561e-25,3.5513172772
4.0202853211e-25,3.6391535641
3.9782769706e-28,80.8376097431
1.7513162391e-35,296.3975555334
1.3976607006e-29,2.6197969001
7.2132264143e-30,2.5763196865
7.7542923184e-33,2.2083810067
3.2247840158e-30,2.5256327000
6.4389925731e-25,3.7117797527
6.3762890857e-22,5.6121194382
1.2428384101e-39,1.6880902792
9.7147627796e-21,9.0547729453
2.6801535621e-37,1.8334243319
2.4311423092e-22,22.8510940238
3.9714000149e-22,5.3819184061
4.5501380425e-21,14.2800266446
2.6454739585e-27,3.0389418844
6.8414412012e-37,1.8616825833
3.0122252016e-29,2.6724976051
1.4879817606e-29,2.6240027760
9.7442258965e-32,2.3297336832
5.1016698026e-21,7.3465193282
9.0395410275e-21,8.6768107997
6.4281182803e-29,2.7270517318
1.2351596294e-21,5.9967374970
4.6949427739e-22,5.4597721799
7.3563449959e-22,5.6882440464
7.8576040063e-21,8.2013651655
3.1635595781e-38,1.7724201167
4.1629986521e-23,4.5827173227
1.9581362639e-34,2.0555060910
2.9725931010e-28,82.7756985979
5.1510919061e-24,4.0845766633
3.5081808875e-21,6.8695309783
1.4618859137e-34,2.0443772420
1.3139132233e-35,1.9575542313
2.5232769238e-22,5.1873786917
5.9122316287e-21,7.5842456782
6.7712121835e-21,7.8438935428
9.3166805916e-21,8.8158421558
1.8231404233e-23,4.3665619912
4.0885655441e-22,5.3951889533
3.6848521261e-33,2.1753991238
2.4190472671e-24,3.9379469134
1.5268074552e-21,6.1410280572
4.4225114231e-36,1.9209654873
5.1264975294e-34,2.0931434241
2.0986827291e-28,2.8177434357
5.4335736241e-25,3.6851724859
3.0092253494e-37,1.8368646465
1.2746149673e-23,4.2813529001
5.0009009526e-21,13.9586929418
1.3821441311e-28,88.0616590319
8.5974287466e-24,4.1927153943
1.8631426884e-29,2.6392365336
1.9114579124e-33,2.1472198793
8.1955067020e-25,3.7504549318
3.4994307293e-21,15.1305264641
8.5411181805e-24,33.2535935371
6.0726287593e-33,2.1974190486
1.1081180058e-29,2.6043432291
2.4248602939e-32,2.2612071474
9.4648189080e-27,3.1672464629
9.4554448612e-33,2.2173675895
1.0270525334e-20,10.2345078179
2.2232664434e-21,6.4316019342
1.7203256677e-25,3.5170469063
8.6445679238e-28,2.9363015947
2.9883986329e-27,3.0506600320
1.0662934716e-33,2.1228489169
1.8744738624e-28,2.8087722148
2.2949980105e-38,1.7636426662
2.8889489659e-25,3.5903398296
3.1985443481e-21,6.7709065384
1.0254076199e-20,9.6081546068
4.4875624352e-38,1.7820918880
1.0049060654e-24,3.7839773522
3.4986021985e-23,4.5346922966
9.2056484959e-24,33.0003820324
7.9148557489e-21,8.2216797785
3.1711145185e-22,22.0866917922
4.4114561787e-21,7.1438298398
1.8263968400e-22,5.0613322672
2.0556836382e-38,1.7606532645
5.0912746769e-21,7.3434819445
3.3152976062e-35,1.9899099369
5.8752470727e-38,1.7896260273
3.6717910970e-28,2.8631932192
1.1464044699e-25,50.0061848657
2.6160497842e-27,3.0378720896
1.1361750574e-31,2.3375953739
1.7262941796e-39,1.6962455824
4.2801251372e-21,7.1048154888
1.3202572906e-22,4.9437008122
1.0207837823e-37,1.8052960691
7.4348605348e-22,5.6940347216
5.2275999234e-21,13.8041527021
1.1290683175e-21,5.9391151573
2.0061608350e-25,47.5580455207
2.7126729165e-24,3.9592671255
4.5099823495e-28,2.8803468301
6.5247535199e-27,64.1078814514
6.9994495871e-26,3.3984856989
2.3385497910e-30,2.5060457537
5.8055312775e-22,5.5639791209
2.0318244303e-32,2.2528241102
8.7962657978e-38,1.8010443478
8.5267041860e-27,3.1562390716
1.0165031263e-23,32.6670404027
8.3417095743e-22,19.3338776434
1.6155942026e-37,418.2877004961
4.8670670524e-22,20.8637947120
1.2053619302e-23,32.0984756645
7.7489275112e-21,12.2526315707
1.4795435295e-25,3.4964368417
5.1207133382e-23,4.6418491351
2.4924288425e-22,22.7792388313
1.7991648686e-29,2.6368554215
8.5819519725e-23,4.7994774505
1.8708907497e-29,2.6395196692
5.9816520878e-26,3.3787913617
7.6359239961e-25,3.7390072437
8.5002697473e-21,8.4425807882
7.9922011039e-30,2.5829487647
1.6560590118e-31,2.3571446557
8.7671900071e-21,8.5537360403
1.4503747888e-21,17.7548572292
1.2711195215e-40,1.6337901650
7.6705358441e-34,2.1093707206
1.0209609349e-29,2.5989408802
1.0860617631e-35,1.9510421381
4.1042893565e-31,2.4058286760
1.9870404730e-21,16.8409227193
5.7249502242e-24,4.1062546472
7.3300302452e-21,8.0220672177
2.0934684861e-22,5.1134006080
4.1905874920e-21,7.0780879648
5.6638387018e-34,228.9541097302
7.0020752698e-38,444.6545339308
4.4577288218e-23,27.9085396341
1.1360411037e-26,3.1867275972
1.0044955703e-20,9.3258376432
6.3949129650e-21,7.7285639942
3.1613971621e-21,15.4472251965
1.6250809675e-28,2.7975329341
1.0338956036e-21,5.8844466662
2.5073079898e-21,6.5362766964
7.1925131210e-35,2.0179266769
1.2279387300e-26,60.7551288081
1.0291264533e-20,9.6935626792
9.7404088433e-38,1.8039546084
1.2010514093e-21,5.9785601316
4.9301602792e-28,2.8878554490
9.9910220950e-21,10.6561399457
2.2002584408e-22,23.1396270858
1.6487701478e-40,1.6397906292
3.5544469205e-22,21.7599560124
9.4761848335e-21,11.1254099960
1.5054096947e-27,2.9861349884
7.0287409844e-27,3.1361120128
1.7081587134e-37,1.8201778555
1.9302828089e-32,2.2504070918
4.7144414468e-23,4.6179808593
2.1555343805e-21,6.4056930407
3.1390770136e-21,6.7515842867
1.6387447819e-37,1.8189686010
4.1487398046e-28,80.5618206313
1.5329446466e-25,3.5012557623
2.6764899807e-24,3.9567521822
1.0331421608e-20,9.9977378011
6.3336202377e-25,3.7091719713
8.8700165725e-33,2.2144626480
1.7068596198e-21,6.2221338466
9.8910277453e-32,155.1049340720
