likelihood_theta1,theta1
2.4153916936e-23,2.3401643772
5.3525149254e-23,2.2599894501
1.4924149306e-28,0.2630695443
1.4721913637e-22,2.1244194309
4.0347591217e-23,1.2915041593
2.0558404996e-22,1.5591281896
1.0064807764e-22,1.4217684656
1.1586633371e-44,3.8443571015
1.2649056658e-31,0.0306019664
6.1023895407e-23,1.3466830015
1.5850611483e-25,0.7411528466
1.0675355014e-29,0.1541169540
4.3207981214e-23,1.3003036575
1.4722876906e-25,2.6764396234
3.0787847051e-26,0.5946379188
1.9141715502e-36,3.4673939445
3.4448691826e-28,0.3034288384
1.7288899648e-64,4.5375342011
7.6836428956e-24,1.1046199326
2.0091279851e-48,3.9929497235
8.8602266745e-27,0.4970549894
6.1609954088e-26,0.6551424924
3.3008056322e-22,1.9129382866
1.5984016741e-29,0.1691621769
1.1661968388e-28,0.2517457013
4.3601545229e-26,0.6245525379
2.0080809481e-28,0.2770367971
2.7479474047e-32,0.0064459603
2.7423923869e-22,1.6393774815
1.9205277775e-24,0.9700670896
3.0667399389e-22,1.9482826094
8.6281928036e-23,1.3974332423
1.1810547600e-30,0.0823690617
8.0423203083e-26,0.6791528980
3.1865804721e-24,1.0178981345
1.0717345019e-22,1.4320759605
1.5753760976e-30,0.0906615436
2.0486428803e-23,2.3550589535
8.2410805219e-24,1.1117841462
5.5713812755e-24,1.0722904772
2.7827756240e-22,1.9835244142
2.9403088222e-25,0.7978052655
3.0416766557e-28,2.9393982672
2.7072862609e-27,0.4179604443
7.7462452476e-31,0.0709031427
2.6016904472e-27,0.4155041106
2.0312011389e-23,1.2089960806
7.5638511465e-24,2.4364635392
1.0283540341e-29,3.0552750487
1.8734497640e-28,0.2737368430
2.7914688589e-29,0.1908642461
7.9333408824e-29,0.2345585322
3.1811323362e-22,1.6989432140
2.1957796431e-26,0.5666132155
2.4434483890e-25,2.6502168729
1.8107215501e-22,1.5303817041
7.0958278799e-23,1.3681835793
1.8035121563e-29,0.1737699901
9.7473469649e-23,1.4165988277
5.4771833243e-31,0.0620947483
4.9809000115e-27,0.4571236447
4.2593132294e-27,2.8374662682
1.3230853367e-22,1.4685771962
1.3095168113e-23,1.1604293198
3.3357688850e-22,1.7254554437
2.4705906462e-26,0.5762659157
6.5152154986e-26,0.6601532070
3.7607554715e-24,1.0338224239
3.2556220764e-24,2.4965672851
4.0698560961e-27,2.8393320052
2.0013535099e-28,0.2768767432
2.9017499143e-23,2.3229713901
3.5646315051e-22,1.7904588096
1.9439144533e-28,0.2754899326
1.0904123896e-22,2.1707632119
2.8073194005e-26,0.5868772057
