W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.183401,0.013808
2.000000,1.679076,0.027707
3.000000,2.054580,0.041524
4.000000,2.349873,0.054839
5.000000,2.602921,0.067914
6.000000,2.826546,0.080787
7.000000,3.021599,0.093282
8.000000,3.186778,0.105174
9.000000,3.327724,0.116488
10.000000,3.449943,0.127299
11.000000,3.559569,0.137754
12.000000,3.644159,0.147299
13.000000,3.717674,0.156406
14.000000,3.795814,0.165722
15.000000,3.862956,0.174573
16.000000,3.915188,0.182736
17.000000,3.951508,0.190107
18.000000,3.982541,0.197155
19.000000,4.016140,0.204266
20.000000,4.047366,0.211202
21.000000,4.073840,0.217834
22.000000,4.105169,0.224675
23.000000,4.136101,0.231455
24.000000,4.166014,0.238143
25.000000,4.192022,0.244571
26.000000,4.218124,0.250968
27.000000,4.238388,0.256977
28.000000,4.257124,0.262849
29.000000,4.267408,0.268148
30.000000,4.275043,0.273220
31.000000,4.279125,0.278002
32.000000,4.277602,0.282349
33.000000,4.277338,0.286709
34.000000,4.272666,0.290703
35.000000,4.265246,0.294435
36.000000,4.256520,0.298001
37.000000,4.247880,0.301498
38.000000,4.237962,0.304832
39.000000,4.226697,0.307996
40.000000,4.211503,0.310798
41.000000,4.201187,0.313889
42.000000,4.191275,0.316944
43.000000,4.180047,0.319836
44.000000,4.172634,0.322960
45.000000,4.168832,0.326311
46.000000,4.167463,0.329809
47.000000,4.167442,0.333373
48.000000,4.170871,0.337178
49.000000,4.171516,0.340725
50.000000,4.170147,0.344071
51.000000,4.170077,0.347489
52.000000,4.172205,0.351058
53.000000,4.169483,0.354186
54.000000,4.167760,0.357364
55.000000,4.167345,0.360622
56.000000,4.165561,0.363730
57.000000,4.164484,0.366868
58.000000,4.163713,0.370004
59.000000,4.167030,0.373477
60.000000,4.174180,0.377275
61.000000,4.182224,0.381139
62.000000,4.195304,0.385452
63.000000,4.208968,0.389814
64.000000,4.222565,0.394165
65.000000,4.230338,0.397964
66.000000,4.235544,0.401507
