W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.967470,0.011289
2.000000,1.206141,0.019903
3.000000,1.334126,0.026963
4.000000,1.410262,0.032911
5.000000,1.459163,0.038072
6.000000,1.493920,0.042699
7.000000,1.513140,0.046713
8.000000,1.522965,0.050263
9.000000,1.529431,0.053538
10.000000,1.539597,0.056809
11.000000,1.549649,0.059971
12.000000,1.555018,0.062855
13.000000,1.556592,0.065487
14.000000,1.553823,0.067839
15.000000,1.555142,0.070279
16.000000,1.554307,0.072545
17.000000,1.546827,0.074418
18.000000,1.531383,0.075811
19.000000,1.518343,0.077225
20.000000,1.508094,0.078696
21.000000,1.499827,0.080198
22.000000,1.497375,0.081951
23.000000,1.498421,0.083851
24.000000,1.501665,0.085840
25.000000,1.509901,0.088091
26.000000,1.512574,0.089994
