W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.180453,0.014231
2.000000,1.650805,0.028144
3.000000,1.973280,0.041203
4.000000,2.190245,0.052809
5.000000,2.331506,0.062850
6.000000,2.439249,0.072030
7.000000,2.514700,0.080208
8.000000,2.572925,0.087731
9.000000,2.619987,0.094755
10.000000,2.658101,0.101334
11.000000,2.689363,0.107530
12.000000,2.725232,0.113809
13.000000,2.762626,0.120081
14.000000,2.798464,0.126231
15.000000,2.832939,0.132271
16.000000,2.872369,0.138510
17.000000,2.905391,0.144415
18.000000,2.937592,0.150248
19.000000,2.956622,0.155366
20.000000,2.975427,0.160416
21.000000,2.994414,0.165426
22.000000,3.018133,0.170660
23.000000,3.036203,0.175540
24.000000,3.059839,0.180712
25.000000,3.078838,0.185583
26.000000,3.099895,0.190553
27.000000,3.115426,0.195156
28.000000,3.122788,0.199207
29.000000,3.126276,0.202959
30.000000,3.130630,0.206716
31.000000,3.144965,0.211095
32.000000,3.166431,0.215937
33.000000,3.194379,0.221221
34.000000,3.221357,0.226444
35.000000,3.254181,0.232091
36.000000,3.291070,0.238051
37.000000,3.318682,0.243360
38.000000,3.339525,0.248175
39.000000,3.355559,0.252627
40.000000,3.365749,0.256622
41.000000,3.373409,0.260401
42.000000,3.376253,0.263780
43.000000,3.374373,0.266753
44.000000,3.366473,0.269205
45.000000,3.352967,0.271155
46.000000,3.337010,0.272847
47.000000,3.323377,0.274670
48.000000,3.310012,0.276460
