likelihood_beta,beta
3.9404505203e-19,1.3458717585
3.4377314661e-19,1.0966511062
1.0847705495e-20,8.0361411804
4.2514624437e-19,1.5027770949
3.6490993512e-19,1.2012891512
5.9394036922e-19,3.1246547569
4.9669001095e-19,1.8929124423
4.1303235296e-19,1.4411763631
3.6076120348e-19,1.1807641242
4.9301704340e-22,9.7119652433
3.2214168268e-19,0.9889485479
3.9031186177e-19,1.3272649301
3.6630499728e-19,1.2081916663
4.7086995479e-19,1.7449568990
4.5138616660e-19,1.6394238992
3.6917982414e-19,1.2224182537
3.3236031547e-19,1.0399510336
4.5920277709e-19,1.6812592092
3.6706045773e-19,1.2119298299
3.5507088883e-19,1.1526097040
3.8547381641e-19,1.3031985266
3.4681075679e-19,1.1117087770
4.1924017223e-19,1.4726505169
3.6057873967e-19,1.1798614371
5.9531495915e-19,2.8829123702
3.9013215218e-19,1.3263700757
3.9586798319e-19,1.3549705995
5.8720160208e-19,3.2829468938
4.0834789157e-19,1.4175405177
2.9897346739e-19,0.8720601105
5.8093343471e-19,2.5674676004
4.8432708332e-19,1.8206850390
4.3211186647e-19,4.4078154260
3.6752443199e-19,1.2142257809
4.1839638268e-19,1.4683614589
3.4641733255e-19,1.1097591568
5.2778343288e-19,2.0908590678
3.5263842988e-19,1.1405704407
5.8187692028e-19,2.5804711694
5.2124419988e-19,2.0467584735
4.6819263827e-19,1.7301939168
4.2962819723e-19,1.5257724744
3.7758495869e-19,1.2640471410
4.7131592074e-19,1.7474250498
4.3204161499e-19,1.5382067152
2.9216474605e-23,10.9413103810
3.6668991538e-19,1.2100962871
5.1612183547e-19,2.0132620809
3.3611886460e-19,1.0586495788
3.8162089701e-19,1.2840647598
4.1044914360e-19,1.4281311736
3.6547278936e-19,1.2040739803
3.5146514956e-19,1.1347620386
5.9533961797e-19,3.0619924232
3.9026188329e-19,1.3270160574
5.2282607761e-19,2.0572818302
3.8122422778e-19,1.2820962920
3.9055810742e-19,1.3284912184
4.3978711913e-19,1.5783817599
4.4620855007e-19,1.6120340876
3.7457656962e-19,1.2491395339
3.7768589561e-19,1.2645475021
3.6992106618e-19,1.2260871314
4.9089184271e-19,1.8586820961
3.6716406862e-19,1.2124425345
4.1169429495e-19,1.4344155896
3.0854209964e-19,0.9205856940
3.7652215161e-19,1.2587793860
3.8838651852e-19,1.3176815613
3.8789641183e-19,1.3152433545
3.8951008756e-19,1.3232731062
3.7235089501e-19,1.2381165440
5.2644497159e-19,3.8646844596
5.9276804299e-19,2.7845603941
1.3332323222e-20,7.9041069647
4.6028321650e-19,1.6870916250
3.9484741155e-19,1.3498754851
4.2258894249e-19,1.4897090949
