tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.680453,0.004487
2.000000,0.470352,0.006834
3.000000,0.322475,0.008329
4.000000,0.216964,0.009284
5.000000,0.141261,0.009880
6.000000,0.107743,0.010155
7.000000,0.075452,0.010376
8.000000,0.058225,0.010468
9.000000,0.047062,0.010464
10.000000,0.038114,0.010424
11.000000,0.031262,0.010417
12.000000,0.035869,0.010381
13.000000,0.037393,0.010335
14.000000,0.035839,0.010274
15.000000,0.034475,0.010280
16.000000,0.039430,0.010366
17.000000,0.033022,0.010455
18.000000,0.032201,0.010473
19.000000,0.019030,0.010399
20.000000,0.018804,0.010267
21.000000,0.018987,0.010132
22.000000,0.023719,0.009998
23.000000,0.018070,0.009934
24.000000,0.023635,0.009949
25.000000,0.019000,0.010021
26.000000,0.021057,0.010048
27.000000,0.015531,0.010064
28.000000,0.007361,0.010073
29.000000,0.003489,0.010071
30.000000,0.004354,0.010062
31.000000,0.014334,0.010046
32.000000,0.021467,0.010036
33.000000,0.027948,0.010029
34.000000,0.026978,0.010029
35.000000,0.032824,0.010023
36.000000,0.036889,0.010021
37.000000,0.027612,0.010033
38.000000,0.020842,0.010041
39.000000,0.016034,0.010047
40.000000,0.010191,0.010052
41.000000,0.007659,0.010055
42.000000,0.002844,0.010057
43.000000,-0.001880,0.010057
44.000000,-0.007900,0.010057
45.000000,-0.013507,0.010055
46.000000,-0.015957,0.010054
47.000000,-0.013633,0.010054
48.000000,-0.013365,0.010055
