likelihood_sigma,sigma
4.9813953980e-31,1.8992901301
4.9676224395e-25,2.7330581785
2.1909531436e-24,84.8764489405
1.2882892605e-28,2.1558015249
7.0192177509e-32,1.8242215089
1.9912157755e-18,10.7183261214
7.4682516398e-24,3.0144277683
3.3017823766e-26,2.5069080274
4.7882492273e-31,1.8977070652
6.0275167911e-26,121.9971180785
1.1497405750e-21,3.7952609238
1.0381093366e-33,1.6830584417
7.8951952421e-33,1.7478956756
1.0570682826e-26,2.4243084834
1.3806330124e-18,7.8232272209
2.4831975076e-33,1.7102700588
2.0765348083e-21,3.9238327824
5.5208397952e-27,2.3799549045
1.8645599318e-31,1.8608038708
2.5210801696e-25,2.6720534452
1.8901867535e-33,1.7016525842
1.4402331745e-25,2.6240577115
1.5154173463e-36,1.5059040235
3.2450887445e-31,1.8822892689
1.6885014547e-18,12.1835524229
9.1412745595e-38,1.4415435185
1.2634570677e-18,7.6198226034
1.2196736166e-18,13.8983942916
5.5457188718e-38,1.4307074868
5.0996580920e-19,6.3484165165
5.0736592041e-19,6.3434102026
4.4240704893e-26,2.5292005398
1.8770792303e-20,29.9745035252
3.4179391376e-32,1.7982790861
3.7827040921e-20,27.1616946531
7.5518712444e-24,3.0157295747
1.1255563329e-18,14.2606441845
3.6095910270e-27,2.3519368827
1.0469278833e-18,7.2623198256
6.8115067318e-22,3.6901533395
9.5714640706e-24,3.0437654823
7.0160425139e-35,1.6046806342
1.2034612108e-18,13.9597716912
7.9607426824e-22,3.7206634764
2.6934573768e-27,2.3330707446
1.3861851077e-27,176.3395076822
9.3077186965e-34,1.6797200024
9.9146139940e-21,4.3285663078
5.8549859162e-20,4.9650452578
1.3081485073e-18,13.5693606575
1.5100014129e-26,2.4494846415
2.4652293592e-32,1.7867673348
2.6217658474e-21,3.9777742775
1.4647882082e-19,22.0237825845
7.3590116312e-38,1.4368195142
6.4037473590e-22,3.6782504836
2.2247032486e-27,2.3209362841
3.1880041352e-34,1.6477027553
1.0956926155e-18,7.3416476215
2.0235576847e-23,3.1366739897
4.7981949180e-35,1.5942649675
1.4319238013e-26,2.4456980674
2.6368323999e-34,1.6421696890
8.5532293797e-21,4.2854486390
9.6496689490e-35,1.6135333385
3.8168873531e-31,1.8886871977
8.2600567551e-19,15.5589678962
9.7538742741e-35,1.6138335373
2.6998021756e-19,5.8159494656
2.8968179247e-35,1.5806582087
2.5172591786e-37,1.4640616414
1.5462055835e-33,1.6953697639
3.4595857075e-19,18.8658434669
1.9879688522e-19,20.8996569469
2.6772995136e-24,83.1366599134
1.1031844241e-27,2.2776343319
1.1121091098e-32,1.7593935354
3.9913469077e-31,1.8904576416
1.4058163506e-36,1.5041020484
1.4721015293e-21,3.8476552348
6.6702008796e-21,34.3818878925
7.5973812520e-21,4.2516927484
6.8513276112e-32,1.8233352417
1.1065124065e-36,1.4983867849
6.1053038801e-25,2.7522677984
2.2785888545e-21,3.9450832510
8.9475584179e-36,1.5499415535
2.5447840582e-30,1.9672570347
1.3770847258e-29,2.0436477999
4.0333013047e-31,1.8908723888
1.9083847029e-18,9.0803031388
9.0327685466e-21,4.3012354524
1.4039256908e-23,3.0904522834
7.0555509577e-35,1.6048356832
4.8396783690e-34,1.6600165664
1.0271724940e-28,2.1438065441
1.4528138711e-18,7.9545672209
1.5167871783e-37,1.4527057951
1.0172213616e-18,14.6995315794
2.1264917597e-38,1.4104097470
9.8776502062e-34,1.6815360568
1.4016819991e-18,13.2293150475
4.7665513642e-22,3.6226538088
6.7504692660e-26,2.5622249644
1.7378364087e-22,3.4477406242
1.1218029847e-18,7.3843094684
1.2431012136e-31,1.8454265761
5.4824352356e-29,2.1113349850
1.2102618082e-26,142.8841791160
7.6841301481e-20,24.4323120523
2.0790962098e-20,29.5562057322
5.5268277798e-21,4.1645250145
5.7417869599e-31,1.9050014633
4.3185338346e-19,6.1926119289
1.6064054091e-25,2.6332585959
1.2060382831e-18,13.9499895799
5.9551854236e-20,4.9724912848
2.8966350651e-32,1.7924283423
1.5053103346e-18,8.0539847748
9.4147515904e-19,7.0913593686
3.7073328919e-37,1.4728709185
6.9020972213e-19,6.6745405343
1.8332517728e-35,1.5685390120
7.6904408060e-33,1.7470206503
5.3907123027e-26,2.5445206730
1.6214630781e-23,68.8218268012
1.2046304866e-18,7.5209916080
1.2282897827e-26,2.4348335225
6.2654379080e-30,2.0072045493
1.9657361269e-18,10.9062761226
5.2533177871e-38,1.4295436389
