tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.671926,0.004655
2.000000,0.473529,0.006846
3.000000,0.321979,0.008424
4.000000,0.218075,0.009412
5.000000,0.144706,0.010041
6.000000,0.112646,0.010348
7.000000,0.078164,0.010610
8.000000,0.064886,0.010683
9.000000,0.057877,0.010651
10.000000,0.048255,0.010583
11.000000,0.039435,0.010530
12.000000,0.048919,0.010414
13.000000,0.053416,0.010342
14.000000,0.051182,0.010303
15.000000,0.051737,0.010312
16.000000,0.054074,0.010388
17.000000,0.042111,0.010454
18.000000,0.048052,0.010398
19.000000,0.030184,0.010306
20.000000,0.030026,0.010175
21.000000,0.031007,0.010070
22.000000,0.030673,0.009993
23.000000,0.019530,0.009981
24.000000,0.022107,0.009983
25.000000,0.017396,0.010023
26.000000,0.020263,0.010063
27.000000,0.017344,0.010084
28.000000,0.013042,0.010091
29.000000,0.008638,0.010091
30.000000,0.010761,0.010080
31.000000,0.018195,0.010064
32.000000,0.027750,0.010052
33.000000,0.033398,0.010046
34.000000,0.028794,0.010053
35.000000,0.032223,0.010052
36.000000,0.032710,0.010056
37.000000,0.018685,0.010073
38.000000,0.012304,0.010081
39.000000,0.007838,0.010085
40.000000,0.002551,0.010087
41.000000,0.000474,0.010088
42.000000,-0.001816,0.010088
43.000000,-0.005591,0.010088
44.000000,-0.009215,0.010088
45.000000,-0.009735,0.010087
46.000000,-0.010078,0.010087
47.000000,-0.009821,0.010087
48.000000,-0.009516,0.010087
49.000000,-0.007865,0.010087
50.000000,-0.008081,0.010087
