W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.171926,0.014128
2.000000,1.645455,0.028053
3.000000,1.967434,0.041081
4.000000,2.185510,0.052694
5.000000,2.330215,0.062815
6.000000,2.442862,0.072137
7.000000,2.521025,0.080410
8.000000,2.585912,0.088174
9.000000,2.643788,0.095616
10.000000,2.692044,0.102628
11.000000,2.731478,0.109213
12.000000,2.780397,0.116113
13.000000,2.833813,0.123176
14.000000,2.884995,0.130134
15.000000,2.936732,0.137117
16.000000,2.990805,0.144222
17.000000,3.032917,0.150753
18.000000,3.080969,0.157582
19.000000,3.111153,0.163486
20.000000,3.141179,0.169352
21.000000,3.172186,0.175247
22.000000,3.202859,0.181105
23.000000,3.222389,0.186305
24.000000,3.244496,0.191617
25.000000,3.261892,0.196617
26.000000,3.282155,0.201757
27.000000,3.299499,0.206686
28.000000,3.312541,0.211311
29.000000,3.321179,0.215612
30.000000,3.331940,0.220009
31.000000,3.350134,0.224867
32.000000,3.377885,0.230357
33.000000,3.411282,0.236242
34.000000,3.440076,0.241819
35.000000,3.472299,0.247647
36.000000,3.505009,0.253526
37.000000,3.523693,0.258393
38.000000,3.535997,0.262776
39.000000,3.543836,0.266801
40.000000,3.546387,0.270395
41.000000,3.546861,0.273790
42.000000,3.545045,0.276967
43.000000,3.539454,0.279803
44.000000,3.530240,0.282301
45.000000,3.520505,0.284704
46.000000,3.510427,0.287026
47.000000,3.500606,0.289317
48.000000,3.491090,0.291584
49.000000,3.483224,0.293942
50.000000,3.475143,0.296237
