W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.033987,0.012465
2.000000,1.347044,0.022966
3.000000,1.551844,0.032403
4.000000,1.689136,0.040726
5.000000,1.786843,0.048167
6.000000,1.857506,0.054851
7.000000,1.907989,0.060857
8.000000,1.953375,0.066606
9.000000,1.995943,0.072186
10.000000,2.033837,0.077535
11.000000,2.066434,0.082623
12.000000,2.097358,0.087588
13.000000,2.127834,0.092489
14.000000,2.149392,0.096953
15.000000,2.156139,0.100671
16.000000,2.167291,0.104510
17.000000,2.178838,0.108301
18.000000,2.195141,0.112274
19.000000,2.207785,0.116015
20.000000,2.223127,0.119856
21.000000,2.246219,0.124092
22.000000,2.266573,0.128163
23.000000,2.281704,0.131918
24.000000,2.290950,0.135302
25.000000,2.296393,0.138420
26.000000,2.308115,0.141882
27.000000,2.321341,0.145413
28.000000,2.332742,0.148809
29.000000,2.342939,0.152104
30.000000,2.350732,0.155219
31.000000,2.365271,0.158761
32.000000,2.377616,0.162143
33.000000,2.388842,0.165435
34.000000,2.401632,0.168822
35.000000,2.409488,0.171847
36.000000,2.419193,0.174986
