W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.430209,0.017242
2.000000,2.302189,0.039250
3.000000,3.121468,0.065178
4.000000,3.892923,0.093862
5.000000,4.620374,0.124550
6.000000,5.305152,0.156659
7.000000,5.951214,0.189818
8.000000,6.561855,0.223745
9.000000,7.138072,0.258157
10.000000,7.681695,0.292846
11.000000,8.195418,0.327680
12.000000,8.681297,0.362541
13.000000,9.140578,0.397308
14.000000,9.575471,0.431923
15.000000,9.988093,0.466348
16.000000,10.379029,0.500494
17.000000,10.749325,0.534303
18.000000,11.100238,0.567742
19.000000,11.433330,0.600802
20.000000,11.749398,0.633451
21.000000,12.047749,0.665576
22.000000,12.330222,0.697211
23.000000,12.596531,0.728278
24.000000,12.847322,0.758753
25.000000,13.083508,0.788635
26.000000,13.306079,0.817935
27.000000,13.514583,0.846577
28.000000,13.710685,0.874622
29.000000,13.894800,0.902056
30.000000,14.066766,0.928832
31.000000,14.226917,0.954935
32.000000,14.374503,0.980280
33.000000,14.511576,1.004971
34.000000,14.638666,1.029018
35.000000,14.756141,1.052420
36.000000,14.864772,1.075206
37.000000,14.965880,1.097451
38.000000,15.059968,1.119175
39.000000,15.147227,1.140375
40.000000,15.229029,1.161139
41.000000,15.305568,1.181472
42.000000,15.377797,1.201437
43.000000,15.445386,1.220998
44.000000,15.508117,1.240131
45.000000,15.566160,1.258838
46.000000,15.619690,1.277125
47.000000,15.668262,1.294947
48.000000,15.712670,1.312359
49.000000,15.752404,1.329312
50.000000,15.787026,1.345759
51.000000,15.816456,1.361684
52.000000,15.840768,1.377083
53.000000,15.858746,1.391839
54.000000,15.871568,1.406044
55.000000,15.879498,1.419712
56.000000,15.883953,1.432962
57.000000,15.885428,1.445834
58.000000,15.883766,1.458309
59.000000,15.879154,1.470400
60.000000,15.871959,1.482137
61.000000,15.860952,1.493400
62.000000,15.847648,1.504329
63.000000,15.831362,1.514854
64.000000,15.812839,1.525043
65.000000,15.793413,1.535023
66.000000,15.773063,1.544792
67.000000,15.752847,1.554456
68.000000,15.733129,1.564054
69.000000,15.713844,1.573581
70.000000,15.694359,1.582977
71.000000,15.674813,1.592259
72.000000,15.655598,1.601467
73.000000,15.638313,1.610770
74.000000,15.623673,1.620247
75.000000,15.612774,1.630020
76.000000,15.603951,1.639923
77.000000,15.596886,1.649929
78.000000,15.592115,1.660101
79.000000,15.590563,1.670542
80.000000,15.591234,1.681154
81.000000,15.594070,1.691937
82.000000,15.599672,1.702960
83.000000,15.607309,1.714151
84.000000,15.615959,1.725402
85.000000,15.625390,1.736691
86.000000,15.633695,1.747805
87.000000,15.641024,1.758761
88.000000,15.647151,1.769533
89.000000,15.652543,1.780172
90.000000,15.657371,1.790697
91.000000,15.660706,1.801002
92.000000,15.662449,1.811072
93.000000,15.664439,1.821119
94.000000,15.666140,1.831083
95.000000,15.668272,1.841048
96.000000,15.670376,1.850960
97.000000,15.673180,1.860909
98.000000,15.676338,1.870853
99.000000,15.679016,1.880696
100.000000,15.681222,1.890436
101.000000,15.683347,1.900122
102.000000,15.684578,1.909656
103.000000,15.684387,1.918970
104.000000,15.683554,1.928161
105.000000,15.681133,1.937110
106.000000,15.677537,1.945866
107.000000,15.672882,1.954442
108.000000,15.668825,1.963046
109.000000,15.664668,1.971590
110.000000,15.660053,1.980030
111.000000,15.654697,1.988329
112.000000,15.648784,1.996511
113.000000,15.643186,2.004687
114.000000,15.636597,2.012689
115.000000,15.628534,2.020455
116.000000,15.619856,2.028094
117.000000,15.611891,2.035779
118.000000,15.603584,2.043372
119.000000,15.595416,2.050938
120.000000,15.587023,2.058429
121.000000,15.578868,2.065907
122.000000,15.569873,2.073228
123.000000,15.558977,2.080251
124.000000,15.545836,2.086926
125.000000,15.529139,2.093074
126.000000,15.509811,2.098814
127.000000,15.488764,2.104267
128.000000,15.465548,2.109368
129.000000,15.439843,2.114072
130.000000,15.410402,2.118204
131.000000,15.378650,2.121954
132.000000,15.345431,2.125437
133.000000,15.311049,2.128692
134.000000,15.275074,2.131659
135.000000,15.237530,2.134340
136.000000,15.197721,2.136633
137.000000,15.156726,2.138690
138.000000,15.114871,2.140554
139.000000,15.072527,2.142277
140.000000,15.030062,2.143912
141.000000,14.987470,2.145458
142.000000,14.944642,2.146900
143.000000,14.901824,2.148273
144.000000,14.858921,2.149565
145.000000,14.816059,2.150794
146.000000,14.773664,2.152022
147.000000,14.732723,2.153396
148.000000,14.695088,2.155188
149.000000,14.660728,2.157401
150.000000,14.628728,2.159903
151.000000,14.598005,2.162540
152.000000,14.569784,2.165494
153.000000,14.543756,2.168725
154.000000,14.520503,2.172322
155.000000,14.498725,2.176095
156.000000,14.478236,2.180018
157.000000,14.458299,2.183982
158.000000,14.439017,2.188005
159.000000,14.419567,2.191961
160.000000,14.398428,2.195620
161.000000,14.377875,2.199327
162.000000,14.357649,2.203043
163.000000,14.336754,2.206616
164.000000,14.316204,2.210202
165.000000,14.295970,2.213797
166.000000,14.275070,2.217249
167.000000,14.253233,2.220515
168.000000,14.230673,2.223628
169.000000,14.207546,2.226612
170.000000,14.184235,2.229526
171.000000,14.159729,2.232210
172.000000,14.134041,2.234666
173.000000,14.107200,2.236897
174.000000,14.080076,2.239039
175.000000,14.052951,2.241138
176.000000,14.025406,2.243127
177.000000,13.997962,2.245089
178.000000,13.969765,2.246887
179.000000,13.942239,2.248750
180.000000,13.915397,2.250681
181.000000,13.889416,2.252710
182.000000,13.864612,2.254891
183.000000,13.840332,2.257117
184.000000,13.816453,2.259371
185.000000,13.793005,2.261658
186.000000,13.770897,2.264127
187.000000,13.749566,2.266689
188.000000,13.728268,2.269221
189.000000,13.706930,2.271712
190.000000,13.686252,2.274277
191.000000,13.665655,2.276823
192.000000,13.646474,2.279571
193.000000,13.628695,2.282522
194.000000,13.612480,2.285705
195.000000,13.597211,2.289018
196.000000,13.582923,2.292469
197.000000,13.569812,2.296091
198.000000,13.557936,2.299897
199.000000,13.546364,2.303729
200.000000,13.535079,2.307586
