tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.930209,0.002425
2.000000,0.871980,0.004386
3.000000,0.819279,0.006120
4.000000,0.771455,0.007657
5.000000,0.727451,0.009036
6.000000,0.684778,0.010343
7.000000,0.646062,0.011495
8.000000,0.610641,0.012519
9.000000,0.576217,0.013484
10.000000,0.543623,0.014365
11.000000,0.513723,0.015140
12.000000,0.485879,0.015832
13.000000,0.459281,0.016467
14.000000,0.434893,0.017023
15.000000,0.412623,0.017509
16.000000,0.390936,0.017967
17.000000,0.370295,0.018390
18.000000,0.350913,0.018778
19.000000,0.333092,0.019126
20.000000,0.316068,0.019453
21.000000,0.298350,0.019790
22.000000,0.282473,0.020081
23.000000,0.266309,0.020369
24.000000,0.250791,0.020636
25.000000,0.236186,0.020876
26.000000,0.222572,0.021090
27.000000,0.208504,0.021308
28.000000,0.196101,0.021497
29.000000,0.184115,0.021680
30.000000,0.171966,0.021869
31.000000,0.160150,0.022055
32.000000,0.147586,0.022256
33.000000,0.137074,0.022432
34.000000,0.127090,0.022606
35.000000,0.117475,0.022779
36.000000,0.108632,0.022945
37.000000,0.101108,0.023098
38.000000,0.094088,0.023244
39.000000,0.087259,0.023385
40.000000,0.081802,0.023506
41.000000,0.076540,0.023616
42.000000,0.072229,0.023706
43.000000,0.067589,0.023787
44.000000,0.062731,0.023858
45.000000,0.058043,0.023917
46.000000,0.053530,0.023965
47.000000,0.048572,0.024009
48.000000,0.044407,0.024041
49.000000,0.039734,0.024067
50.000000,0.034622,0.024087
51.000000,0.029430,0.024098
52.000000,0.024313,0.024099
53.000000,0.017978,0.024097
54.000000,0.012822,0.024084
55.000000,0.007930,0.024062
56.000000,0.004455,0.024029
57.000000,0.001475,0.023988
58.000000,-0.001662,0.023942
59.000000,-0.004612,0.023892
60.000000,-0.007194,0.023835
61.000000,-0.011008,0.023776
62.000000,-0.013304,0.023705
63.000000,-0.016286,0.023633
64.000000,-0.018523,0.023557
65.000000,-0.019426,0.023480
66.000000,-0.020350,0.023407
67.000000,-0.020216,0.023339
68.000000,-0.019718,0.023279
69.000000,-0.019285,0.023229
70.000000,-0.019485,0.023192
71.000000,-0.019546,0.023166
72.000000,-0.019214,0.023152
73.000000,-0.017285,0.023148
74.000000,-0.014640,0.023156
75.000000,-0.010900,0.023172
76.000000,-0.008823,0.023195
77.000000,-0.007065,0.023221
78.000000,-0.004771,0.023247
79.000000,-0.001552,0.023271
80.000000,0.000671,0.023293
81.000000,0.002836,0.023313
82.000000,0.005602,0.023333
83.000000,0.007638,0.023352
84.000000,0.008650,0.023369
85.000000,0.009431,0.023387
86.000000,0.008305,0.023405
87.000000,0.007328,0.023426
88.000000,0.006128,0.023451
89.000000,0.005392,0.023481
90.000000,0.004827,0.023516
91.000000,0.003335,0.023555
92.000000,0.001743,0.023598
93.000000,0.001991,0.023645
94.000000,0.001700,0.023694
95.000000,0.002132,0.023747
96.000000,0.002103,0.023803
