x1,x2,y_krig,mse
1.696605,0.045580,2.374381,0.0078469582
-0.771511,0.402274,0.719122,0.0075364236
0.708283,0.733838,1.161534,0.0053307139
1.808090,-0.331876,1.244583,0.0022149557
-1.080891,0.154775,2.091336,0.0017991623
-0.472262,-0.044482,0.923273,0.0068025557
1.346580,0.629900,2.317202,0.0040410146
-0.302706,0.232529,-0.041400,0.0042755261
-1.358211,0.081762,2.233354,0.0081115509
-1.763552,0.936615,0.372061,0.0072772233
-0.576989,-0.282769,1.086707,0.0057095913
0.595700,-0.574665,-0.006320,0.0011957326
-1.406232,0.380079,1.023891,0.0057800523
1.883423,-0.667535,0.486569,0.0035857270
-0.217043,0.004867,0.232875,0.0017199759
1.059723,-0.383965,1.426592,0.0015926365
1.145666,-0.635222,0.747699,0.0040965258
-1.542969,0.994530,0.622196,0.0032227009
-0.139145,0.299570,-0.459101,0.0045885614
0.163501,-0.515643,-0.871301,0.0038278816
1.464891,-0.988650,0.367356,0.0051902210
0.288701,0.783277,-0.353330,0.0025635072
-1.440405,-0.422549,2.193301,0.0084048825
-0.050611,-0.760675,-0.931899,0.0034899075
0.901772,-0.934925,0.997100,0.0030154219
-0.857968,0.526972,0.523685,0.0068631978
1.526440,-0.147094,1.913533,0.0036315528
-1.677224,0.352972,1.292497,0.0048908196
-1.196795,-0.243472,2.504642,0.0008926846
-1.878578,0.653045,0.714618,0.0036989734
-0.687568,-0.712736,0.971502,0.0035439911
0.536421,0.709919,0.491817,0.0049146482
1.014660,-0.728548,0.707012,0.0057149381
1.658118,-0.882389,0.004738,0.0013723897
-0.916371,-0.225874,2.245968,0.0061315324
-1.681655,0.560206,0.406556,0.0023649771
1.364349,-0.172623,1.981162,0.0036632040
0.142964,0.831088,-0.671065,0.0015634912
1.934431,0.440088,3.451592,0.0046998072
-1.942374,-0.023850,3.443047,0.0011513488
-1.248279,-0.472567,2.194632,0.0039350315
-1.033779,0.171390,2.008603,0.0006397199
0.327321,-0.089502,0.389737,0.0035185843
0.809625,-0.842859,0.639710,0.0065958220
0.401296,0.275900,0.450717,0.0024325283
-0.328802,0.511292,-0.814939,0.0080617624
0.778969,-0.821936,0.541517,0.0071563954
-0.550934,0.886733,0.153615,0.0037096555
1.233797,-0.546856,0.862788,0.0037290961
0.002362,0.846145,-0.860471,0.0034951601
