likelihood_sigma,sigma
4.9855589780e-45,1.7839917905
4.6014025531e-49,1.6005009249
8.6635487622e-31,3.1644064306
1.1563476190e-29,68.1522586725
2.5170079421e-26,4.4631241154
2.0289579090e-25,4.9399779367
2.7110053088e-24,5.8041868882
4.1338758724e-47,1.6839171089
1.0640473440e-22,9.7788731234
2.6492946805e-30,3.2603449423
4.1414449994e-43,1.8886963420
5.3358903369e-27,4.1807170912
1.9295491960e-37,2.2983245893
1.8902006632e-43,1.8691317287
1.7604780849e-42,1.9260105387
4.6085833219e-33,2.7915760191
4.8031946519e-35,2.5406515561
1.9180203751e-44,1.8145332556
1.5135700466e-28,3.6777048639
1.1964135040e-25,4.8060483742
4.2066900584e-33,2.7859870783
2.8626538400e-52,1.4813983146
5.9855556779e-34,2.6725070979
1.3701707234e-30,3.2029130407
4.8061903926e-35,161.9544779782
1.0815668178e-22,9.8897360064
1.0779380608e-22,11.6860942454
9.9362367095e-23,9.4276409324
2.5835209644e-23,7.1737102741
7.9735645439e-52,1.4967696752
5.5162675767e-37,2.3403371208
1.1408211879e-22,10.6291905200
4.5679476231e-47,1.6858769467
3.0720595570e-48,1.6345882990
1.1347908473e-22,11.0220731694
1.1226389839e-22,11.2298560814
6.5303304749e-39,2.1737846845
3.1215463350e-23,7.3539095796
7.9174204628e-28,49.2682980188
2.7292603502e-37,2.3120022376
7.2989047706e-52,1.4954294931
1.2858899836e-45,1.7543922040
1.4712148952e-24,5.5597933829
8.9548402787e-24,6.4036378317
1.4937737052e-23,18.5950170737
4.5894091667e-35,2.5384093885
1.4274356382e-33,2.7217269163
9.3576649088e-27,40.1974553231
8.0698080047e-42,1.9670811821
1.3125484003e-23,6.6457061870
7.4627764326e-43,1.9036859012
3.2923113063e-44,1.8271072060
1.1217420549e-22,11.2421847738
7.9600945667e-34,2.6884221205
3.5862972324e-23,16.0980062137
8.7555592265e-23,8.9871134554
8.9172189983e-23,12.8524877725
2.3126292407e-36,2.4005782508
8.9345685585e-28,3.9076882023
3.1978301457e-39,2.1494352745
3.6425636073e-24,22.4000379888
5.4480144816e-23,14.7734815132
1.1797583875e-30,80.5263070935
2.0083319861e-23,6.9589673267
1.3750238658e-26,4.3471181011
7.6914435864e-23,8.6563471914
9.0349440725e-52,1.4986685246
5.6757443894e-46,1.7370435799
4.6763103924e-30,3.3118973522
4.6751708711e-29,3.5432270266
2.7604474984e-35,2.5136813878
2.0295835854e-30,3.2368358209
2.4991588961e-32,2.9001452708
1.4592706172e-29,3.4214258126
5.4165979322e-48,1.6450798982
5.7758440664e-29,60.4023541198
1.1557166675e-36,2.3709863385
4.4731401055e-23,15.4163086110
3.8236233211e-31,3.0983990324
1.1614782585e-25,32.1110868499
3.2419505229e-45,1.7744727787
4.7493484661e-27,42.5648735771
8.7069026246e-23,12.9662766012
4.0032178146e-47,1.6832877726
4.3146655657e-28,3.8090696353
3.5915204053e-23,7.5005205659
1.8195523406e-29,3.4437092502
5.9542657614e-23,14.4687538918
1.2168559550e-24,25.3730354316
2.7868997861e-29,3.4878000076
1.8797952814e-25,4.9199603519
3.0521518317e-47,1.6779929919
4.4353294363e-44,1.8341252527
5.0412073219e-34,138.2503439196
2.7550238631e-27,44.5312602076
2.5017301107e-25,4.9961055381
3.9313968655e-46,1.7293757985
2.0775027727e-28,3.7161986844
1.7741755683e-24,24.3426251389
4.2139013245e-23,7.6842810952
3.3431080301e-23,7.4240574336
4.0575355533e-25,28.4451957128
1.8806633653e-37,2.2973196377
1.3803818560e-50,1609.2364989469
1.5607548608e-29,66.6498789017
7.9765870387e-25,5.3442369982
8.6847113818e-23,12.9782173365
4.3070682270e-27,42.9134506077
2.7085772849e-36,2.4074389101
1.9165069868e-44,1.8145150251
6.8786938935e-42,1.9626819651
9.6576352700e-23,9.3124455037
9.8077419838e-23,12.3482614648
8.5176931545e-23,13.0677717089
1.6518705853e-24,24.5370430476
5.1221899649e-24,6.0989758440
1.2594832091e-24,25.2785065695
2.5858388669e-29,64.1810987716
1.5196174202e-23,6.7476304729
1.2569142931e-24,5.5018439620
2.5604651032e-23,17.0867812759
3.2502608631e-26,4.5147589802
2.1737866276e-47,1011.7767166608
3.1215180526e-23,7.3539004938
3.3592257266e-52,1.4837761103
3.0261943592e-24,5.8518703389
1.6104342810e-34,2.6019574146
2.9997448725e-35,167.1398310620
1.0731934151e-26,4.3018584742
1.8680013546e-23,6.9016607542
6.5183439792e-43,1.9002184796
9.6678936551e-40,2.1099837268
5.0755269815e-23,15.0090626112
7.3092275979e-52,1.4954508972
5.5841633645e-23,14.6899304395
2.6900477802e-32,2.9051004198
4.5791069808e-35,162.4799309782
3.3184190656e-34,2.6402651319
7.7809087208e-37,212.9114598764
3.7830237375e-25,5.1125278701
1.2582639499e-23,6.6173423256
1.1117796492e-22,10.1310080960
1.6885822421e-47,1.6665634758
8.0341965526e-32,2.9812097716
7.7970937646e-23,13.4511333450
1.5900860239e-24,5.5890946648
1.0508349162e-27,48.1630155998
2.8689190994e-34,143.6242508486
1.1183110392e-22,11.2871611091
5.3572405896e-26,4.6205739525
8.2673086466e-33,2.8280072305
1.0270966651e-25,4.7692278486
1.0422481495e-43,591.2392418442
1.1580324934e-23,6.5628456301
4.2669482068e-23,7.6995353982
9.5285812082e-23,12.5117826997
6.3354357603e-24,6.2090501067
3.0457883009e-32,2.9135074533
1.9704815497e-46,1.7151518000
1.0677425771e-22,9.8010955176
3.3218432202e-49,1.5948054499
1.0997754216e-22,10.0244914055
1.3207282536e-33,2.7172405804
4.3439781217e-42,1.9501416697
5.3906161007e-24,6.1248291577
7.1657016173e-23,13.7893568150
2.3333054181e-23,17.3518710403
1.1350769913e-25,4.7932593085
4.5201848502e-36,189.5598411391
1.4812390904e-38,2.2024940629
3.9812175180e-25,5.1274556965
5.7334678752e-42,457.8144613342
9.8097447338e-38,2.2721614625
1.2982342851e-26,4.3365101767
3.9473212406e-25,5.1249472293
9.3247342099e-51,1.5351191458
2.0902739365e-26,4.4265948436
4.3467005790e-23,7.7223712722
4.9919258456e-40,343.6113929430
1.1067060960e-22,11.4207312743
1.2147342178e-30,80.3568276116
4.3861494432e-23,7.7336254428
1.3937227018e-39,2.1218724636
6.2281484010e-50,1.5662252314
2.0277437259e-27,45.6646927420
3.5573789802e-51,1.5198403034
1.2552888794e-23,6.6157655834
6.2074327893e-39,2.1720347882
9.3652676399e-23,12.6047129763
1.0255348917e-22,9.5732746705
3.3665668115e-38,261.5202130384
1.1175493821e-23,6.5399713078
1.0171160199e-24,5.4267490631
6.4168922291e-40,2.0968370765
4.9228969173e-31,3.1184356995
5.6598904339e-37,2.3413871108
3.8029916835e-23,15.9201727071
1.1359037707e-22,10.4618446724
1.6356386175e-25,4.8840736664
7.9660072317e-45,696.2204162121
3.2968913740e-27,4.1023204812
1.1825144268e-30,80.5127600849
6.9959738105e-46,1.7414439933
9.7344908089e-50,1.5737405560
7.1307448673e-40,2.1002027808
9.7171429828e-44,1.8528825935
4.2133377077e-31,3.1060579760
1.1188057416e-22,11.2808709170
9.0381637564e-29,3.6171329495
6.1114950740e-29,3.5728046270
3.3731841561e-31,3.0885750274
8.9037478508e-29,58.4411655154
2.1216371340e-23,7.0036298873
7.7573284066e-30,3.3595314558
2.4798867188e-42,1.9350861902
6.2149456305e-26,34.0237521439
5.3231082749e-28,50.8490043685
8.0468556429e-48,1.6524898659
4.6883742527e-46,1.7330435389
5.7044980698e-24,6.1539064111
8.8169506710e-23,12.9068872304
6.3152462824e-23,14.2602052141
6.6798487779e-23,8.3679904920
2.3877404451e-28,3.7334407865
2.2393320070e-27,4.0420616095
4.5490460499e-24,21.8036608086
4.7211623335e-23,7.8282327299
2.6947846062e-48,1.6321849757
2.2776594052e-38,2.2179229045
6.0965907904e-24,21.0185052241
1.4835624354e-39,2.1239180385
4.4927401437e-29,3.5388846363
1.1859957612e-26,39.3906460652
2.7977604150e-23,7.2473765648
3.2108272397e-45,1.7742606935
1.5574359092e-41,1.9854266197
3.1453834519e-37,2.3176533884
1.8236703762e-29,3.4439394082
5.6816331200e-23,8.0934274300
5.0118321875e-48,1.6436344131
7.1520838424e-32,98.2815190519
1.1623180347e-31,94.9828674106
1.2310677302e-27,3.9532396285
7.8511860195e-24,20.3393443899
1.6820706028e-24,24.4876979535
2.6245669217e-37,2.3104500602
2.8340221184e-23,16.7938605015
1.1339249811e-22,11.0409814388
6.7498294779e-23,8.3874714858
6.5481520300e-23,8.3314542962
3.1524983985e-29,3.5008104634
3.7169919614e-26,4.5425174209
1.6503231782e-30,3.2188672975
2.8361293963e-26,4.4870314480
1.2326107058e-24,5.4947847943
4.0666370934e-26,4.5613789262
5.3836521513e-23,14.8134305869
1.9069358731e-27,4.0177005573
8.9449454436e-23,12.8373902805
5.5778424748e-25,27.5426394616
4.8038517451e-46,1.7335516870
7.1674714646e-23,8.5049436035
4.9991467684e-50,1.5625547688
8.7452247772e-27,4.2654080877
5.9523160413e-31,84.5825372682
2.2385202198e-41,1.9957129212
9.1715152501e-35,2.5730071751
5.0865828969e-26,4.6092789236
1.1285251768e-24,25.5802612520
5.7044002202e-36,2.4403870152
2.8152050239e-32,2.9081719719
1.0772114963e-44,1.8013157065
4.9575855133e-44,1.8367619999
1.1378132260e-22,10.9445712237
2.1224744463e-32,2.8892181463
4.3154016749e-38,2.2412949175
6.5338466886e-38,2.2567669237
5.1601459999e-26,4.6123996261
4.1079658818e-23,15.6830518203
2.9736216200e-44,1.8247231948
1.6555217573e-44,1.8111410627
6.9951053885e-23,13.8820172510
8.8689996797e-42,1.9696928092
2.0350358904e-50,1.5477393123
5.2181461475e-29,3.5552835520
5.6849161882e-23,8.0943265537
7.4263230751e-44,1.8464048782
8.1486186236e-44,1.8486354909
4.4153803179e-23,7.7419476397
9.1334166547e-23,12.7340292385
1.3539974543e-24,5.5289993408
1.6336098428e-23,18.3486879714
1.1673219209e-36,2.3714066680
5.6818818368e-44,1.8400034486
1.1119148720e-22,10.1323243185
2.0456382359e-26,4.4224027902
3.5940374942e-29,3.5147789046
8.2432060975e-40,2.1048484197
3.3425364615e-27,43.8264161580
9.1647341674e-23,9.1275415581
1.0316892493e-43,1.8543324015
2.9308596335e-28,3.7592032157
2.0886727603e-31,3.0516858724
5.7606660923e-28,50.5315774086
4.3262737805e-24,6.0159990496
3.1724019213e-40,2.0746659275
1.7510689999e-30,3.2239896114
3.3191496190e-29,62.9876779158
1.0793094426e-52,1.4670749493
4.9106743812e-50,1.5622574258
2.1831401225e-34,2.6179205177
1.6002767225e-26,4.3754600363
3.8996728806e-48,1.6389834988
1.0809580696e-22,9.8856249379
4.7630138146e-23,15.2158036773
1.4999229344e-41,1.9843664736
1.9696380592e-23,6.9433969106
7.2085099015e-46,1.7420757043
1.7286126980e-52,1.4739536580
5.3149604788e-23,7.9928411995
4.2350130604e-39,2.1589418196
1.4982472171e-50,1.5427607929
4.2400460041e-32,2.9361845840
3.7729980219e-29,62.3819359646
9.8566932353e-27,4.2866104305
6.1762829625e-25,5.2613284974
8.2261407397e-29,58.7961000292
1.1973284729e-24,5.4843360096
1.1810853540e-28,57.1877208191
2.7812703985e-27,4.0755381024
8.5122852114e-23,8.9077789621
1.1900466716e-38,279.8318486049
3.0812276344e-25,5.0537909078
7.8696544335e-29,58.9954844718
2.6296127559e-23,17.0102357381
1.6935311853e-27,3.9999501826
1.7884109093e-23,6.8680652164
6.2946810433e-26,33.9841782748
1.2910831780e-46,1.7065707836
3.8598517962e-51,1.5211213968
1.8739636400e-43,1.8689190274
3.1470849900e-40,2.0744167707
9.4256071473e-25,5.4004935426
2.8346242951e-31,3.0750646892
1.3221620218e-28,3.6615752908
4.5999083243e-26,4.5875827405
1.1415502240e-22,10.7224931337
9.0797456445e-23,9.0975452344
5.2371380252e-46,1.7353577928
8.0784150540e-23,13.3016541003
1.0326065025e-24,5.4320081954
9.8293308188e-24,19.7338114658
9.2706855457e-41,2.0371784321
6.7241289332e-37,2.3484534384
5.0955401973e-24,21.4994613368
1.4421103020e-23,6.7105493994
1.2294724434e-51,1.5033718852
8.6928549223e-30,3.3704807916
1.1247454844e-47,1.6588158723
1.1221338690e-22,10.2428062332
7.8900483981e-46,1.7439856619
6.1934082213e-29,3.5742906598
1.3143052610e-36,2.3764088692
4.5384317604e-23,15.3703432010
1.1723376814e-23,6.5708044084
3.6681331527e-23,7.5236948641
1.0070130330e-44,685.9371332064
1.2357124283e-28,56.9890807005
2.4827722168e-25,29.8610850325
1.1344001732e-29,3.3964239616
4.9325995733e-33,2.7957550197
3.4341586729e-27,43.7284199137
2.2007748624e-29,3.4632096180
2.0057625318e-24,5.6796096810
6.6465895139e-46,1.7403637720
9.0960681568e-45,1.7974811654
4.7992769561e-41,2.0177300046
8.9053110068e-28,3.9072290564
1.0159030685e-23,19.6446430133
6.1102784149e-24,21.0124899565
1.6607858582e-46,1.7116701141
7.2470919242e-32,2.9738350578
1.7787024542e-23,6.8639086702
4.8646889260e-37,2.3352176471
9.8132431472e-23,9.3756268259
6.3416641942e-28,3.8604414104
4.0963714062e-29,61.9957144990
2.4693795457e-28,3.7376361077
4.5745092990e-23,7.7870162348
4.4895013713e-23,7.7629883755
2.0476172545e-29,3.4557828006
1.7270279434e-30,3.2227927866
4.0995309397e-27,43.0902782153
9.8762873392e-23,12.3069980221
3.4869304303e-34,141.7431550819
4.3504553165e-41,2.0148651297
1.8114332335e-25,30.7855094829
5.6722777434e-23,14.6365148807
4.7246284873e-36,2.4319532514
2.2820872043e-24,5.7319351945
4.0218027149e-36,2.4247980695
2.5612090102e-25,5.0025164831
2.2629239126e-26,37.2421960286
8.3834110261e-50,1.5712174036
6.2042320174e-48,1.6476133316
1.1581008061e-49,1.5766846352
1.6272571514e-46,1.7112558576
1.2081150173e-24,5.4875562886
7.2648082107e-23,8.5326814517
6.0183738496e-25,5.2531453888
6.0801578622e-27,4.2026661369
8.3247813179e-23,8.8483552508
6.2586596276e-46,1.7390976201
9.3918422916e-49,1.6131279894
1.0616378893e-22,9.7646722139
3.5879130682e-46,1.7274782597
7.1483145766e-26,4.6848399852
2.1347317521e-23,17.6033353492
6.5109500243e-24,20.8420969865
1.2664100469e-31,94.4104043697
1.3421667623e-46,1.7073544204
1.3141830042e-24,25.1619151661
4.1154406880e-25,28.4047689552
2.3782461190e-39,2.1395159064
8.7869921718e-40,2.1069028646
9.3592581681e-43,1.9095201607
1.0798841001e-27,3.9344546281
1.0921644168e-22,9.9650769424
7.1647948127e-23,8.5041830063
1.4036675623e-47,1.6630300762
6.2746222846e-44,1.8423701753
3.5166825777e-25,5.0914038090
9.0581502555e-36,181.0168647815
3.2174797445e-26,4.5126806746
1.5738037081e-29,3.4290161715
3.1465926353e-40,353.9905872773
2.9625483928e-34,2.6341679324
9.1651722712e-23,12.7164722880
1.4001754972e-27,3.9719204383
1.0387989249e-29,3.3877892461
2.8379473294e-39,2.1454233498
2.7179730385e-48,1.6323418950
1.3937512215e-48,1.6202077595
1.9951733694e-34,2.6131732447
1.5208550301e-38,2.2034335240
2.3771144300e-24,5.7487928042
3.7788534207e-40,2.0801224460
7.3434167585e-25,5.3170055560
2.4378938549e-39,2.1403417698
1.7420433787e-26,38.1032606800
1.9127564949e-29,65.6463862119
2.0741956471e-46,1.7161993200
2.2680455570e-35,2.5042723927
1.5295505261e-43,1.8639275148
