W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.086134,0.019448
2.000000,1.460453,0.036982
3.000000,1.770042,0.054895
4.000000,2.035331,0.072888
5.000000,2.231682,0.089353
6.000000,2.377127,0.104261
7.000000,2.500442,0.118456
8.000000,2.582888,0.130811
9.000000,2.654312,0.142582
10.000000,2.742925,0.155312
11.000000,2.839363,0.168620
12.000000,2.928124,0.181624
13.000000,2.997433,0.193514
14.000000,3.070418,0.205709
15.000000,3.136913,0.217541
16.000000,3.202471,0.229370
17.000000,3.242721,0.239401
18.000000,3.263992,0.247958
19.000000,3.298441,0.257441
20.000000,3.338380,0.267327
21.000000,3.367500,0.276318
22.000000,3.394616,0.285098
23.000000,3.408027,0.292657
24.000000,3.420431,0.300040
25.000000,3.436403,0.307657
26.000000,3.455020,0.315449
27.000000,3.461283,0.322041
28.000000,3.463893,0.328198
29.000000,3.463180,0.333938
30.000000,3.464389,0.339766
31.000000,3.466636,0.345606
32.000000,3.469086,0.351384
33.000000,3.469395,0.356864
34.000000,3.466091,0.361886
35.000000,3.459251,0.366445
36.000000,3.458883,0.371603
37.000000,3.460358,0.376890
38.000000,3.455900,0.381457
39.000000,3.453538,0.386179
40.000000,3.455987,0.391376
41.000000,3.462398,0.396973
42.000000,3.474749,0.403218
43.000000,3.487160,0.409448
44.000000,3.501348,0.415866
45.000000,3.520418,0.422856
46.000000,3.539008,0.429787
47.000000,3.557218,0.436668
48.000000,3.572061,0.443131
