tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.886893,0.004579
2.000000,0.797130,0.008040
3.000000,0.721434,0.010828
4.000000,0.658578,0.013008
5.000000,0.604110,0.014812
6.000000,0.553938,0.016425
7.000000,0.505007,0.017969
8.000000,0.458777,0.019390
9.000000,0.418188,0.020574
10.000000,0.379460,0.021632
11.000000,0.343496,0.022532
12.000000,0.311686,0.023245
13.000000,0.281064,0.023876
14.000000,0.255902,0.024338
15.000000,0.237514,0.024616
16.000000,0.221244,0.024852
17.000000,0.204655,0.025110
18.000000,0.188752,0.025348
19.000000,0.173907,0.025555
20.000000,0.161000,0.025722
21.000000,0.149342,0.025863
22.000000,0.134889,0.026043
23.000000,0.119581,0.026217
24.000000,0.105518,0.026357
25.000000,0.092404,0.026481
26.000000,0.079259,0.026613
27.000000,0.070877,0.026692
28.000000,0.063563,0.026764
29.000000,0.053404,0.026862
30.000000,0.042392,0.026947
31.000000,0.033161,0.026980
32.000000,0.028037,0.026944
33.000000,0.027481,0.026845
34.000000,0.025482,0.026735
35.000000,0.023925,0.026610
36.000000,0.019555,0.026503
37.000000,0.014783,0.026421
38.000000,0.010076,0.026364
39.000000,0.006011,0.026330
40.000000,0.003208,0.026329
41.000000,0.001686,0.026355
42.000000,-0.002481,0.026402
43.000000,-0.002360,0.026451
44.000000,-0.003624,0.026508
45.000000,-0.005902,0.026578
46.000000,-0.009802,0.026642
47.000000,-0.014677,0.026693
48.000000,-0.018702,0.026735
49.000000,-0.021920,0.026779
50.000000,-0.025423,0.026830
51.000000,-0.026222,0.026888
52.000000,-0.025808,0.026955
53.000000,-0.025178,0.027030
54.000000,-0.024734,0.027115
55.000000,-0.024542,0.027210
56.000000,-0.021385,0.027321
57.000000,-0.020898,0.027434
58.000000,-0.018383,0.027558
59.000000,-0.013292,0.027707
60.000000,-0.010992,0.027860
61.000000,-0.011119,0.027976
62.000000,-0.010418,0.028076
63.000000,-0.012209,0.028149
64.000000,-0.012561,0.028212
65.000000,-0.013471,0.028259
66.000000,-0.016253,0.028285
67.000000,-0.018676,0.028302
68.000000,-0.023265,0.028305
69.000000,-0.026475,0.028306
70.000000,-0.032936,0.028290
71.000000,-0.040018,0.028268
72.000000,-0.044898,0.028253
73.000000,-0.047187,0.028246
74.000000,-0.047117,0.028248
75.000000,-0.047501,0.028247
76.000000,-0.049279,0.028239
77.000000,-0.051239,0.028231
78.000000,-0.054168,0.028217
79.000000,-0.053868,0.028217
80.000000,-0.050513,0.028231
81.000000,-0.046444,0.028247
82.000000,-0.044235,0.028256
83.000000,-0.043338,0.028258
84.000000,-0.039965,0.028270
85.000000,-0.039743,0.028268
86.000000,-0.037434,0.028275
87.000000,-0.040500,0.028261
88.000000,-0.038995,0.028266
89.000000,-0.035480,0.028279
90.000000,-0.029870,0.028303
91.000000,-0.026674,0.028317
92.000000,-0.026290,0.028320
93.000000,-0.025799,0.028323
94.000000,-0.025945,0.028324
95.000000,-0.027119,0.028321
96.000000,-0.029953,0.028313
97.000000,-0.031724,0.028309
98.000000,-0.031403,0.028312
99.000000,-0.030789,0.028316
100.000000,-0.030147,0.028320
101.000000,-0.028879,0.028325
102.000000,-0.029855,0.028324
103.000000,-0.030739,0.028324
104.000000,-0.028729,0.028332
105.000000,-0.028558,0.028335
106.000000,-0.029154,0.028335
107.000000,-0.027794,0.028341
108.000000,-0.027216,0.028345
109.000000,-0.026219,0.028350
110.000000,-0.024684,0.028356
111.000000,-0.024318,0.028359
112.000000,-0.023532,0.028364
113.000000,-0.023660,0.028366
114.000000,-0.019867,0.028376
115.000000,-0.018694,0.028380
116.000000,-0.022766,0.028375
117.000000,-0.024806,0.028375
118.000000,-0.023939,0.028380
