W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.962440,0.017233
2.000000,1.191634,0.030175
3.000000,1.309155,0.040602
4.000000,1.376694,0.049301
5.000000,1.409239,0.056424
6.000000,1.433801,0.062886
7.000000,1.449142,0.068652
8.000000,1.461976,0.074042
9.000000,1.472826,0.079116
10.000000,1.478485,0.083716
11.000000,1.481879,0.088004
12.000000,1.476667,0.091594
13.000000,1.458431,0.094156
14.000000,1.452516,0.097314
15.000000,1.453847,0.100822
16.000000,1.452338,0.104021
17.000000,1.452026,0.107199
18.000000,1.453855,0.110446
19.000000,1.471487,0.114849
20.000000,1.492546,0.119519
21.000000,1.512622,0.124117
22.000000,1.516297,0.127347
