likelihood_beta,beta
4.2562464843e-26,1.9116062511
4.3619571022e-26,1.9611393799
4.8539450392e-29,12.9812233635
2.6194125421e-154,58.6580413470
2.4423394656e-26,7.8244537624
3.0357457278e-26,1.3090408125
8.3632378948e-34,17.9201339169
3.6895131244e-26,1.6407130024
6.9636095124e-26,3.2620459246
4.1813105213e-26,1.8763489472
1.0183341772e-50,28.2823311233
4.4691214637e-26,2.0111533984
7.2963424513e-26,3.4885313277
5.9816404179e-26,2.7246480620
7.1244212478e-26,3.3666114984
4.0394103235e-26,6.9921177232
3.8423977986e-26,1.7149051444
7.1969040933e-26,3.4165216903
3.7513549116e-26,1.6708436269
7.1690391298e-26,5.4042078846
4.3004909416e-26,1.9323648712
7.2766773434e-26,3.4739266157
3.3119039785e-26,1.4524875208
7.7459638499e-26,4.8873956792
3.5633560549e-26,1.5786896175
5.5903651984e-26,2.5345948937
5.5140059489e-26,2.4982782362
1.4643420076e-39,22.1398528503
4.1386149893e-26,1.8561997609
3.8420400631e-26,1.7147326667
3.8831096928e-26,1.7345018297
4.9979393002e-26,2.2566237415
4.9147357771e-26,2.2180137605
3.7719307738e-26,1.6808315851
4.3602184821e-26,1.9603264250
5.8351418513e-26,2.6525861750
4.2744653160e-26,1.9201591211
5.6157695294e-26,2.5467232869
4.6753123216e-26,2.1069917454
3.1736893534e-26,1.3814028434
3.8190681547e-26,1.7036465225
4.0372315490e-26,1.8081552978
5.4099468008e-34,18.0795067961
3.1792877217e-26,1.3843085815
6.7988498160e-26,3.1618248763
4.8226409327e-26,2.1753107294
7.8684819701e-26,4.6848289861
5.8739892735e-26,2.6715754553
5.0348188228e-26,2.2737529258
3.6755222608e-26,1.6338723910
2.1510411675e-26,8.0042928724
3.6923973386e-26,1.6421220713
4.1285593463e-26,1.8514473355
5.6743572868e-26,2.5747892941
3.4755094114e-26,1.5350170932
5.5705478516e-26,2.5251502505
3.2113129743e-26,1.4008865353
6.9832382097e-26,3.2744130496
3.3073613478e-26,1.4501720592
7.8633059896e-26,4.1051831728
3.3601390740e-26,1.4769911736
5.6480339691e-26,2.5621623603
5.9608501920e-26,2.7143437610
3.1213419568e-26,1.3541185656
6.5335759529e-26,3.0111455116
5.9480452934e-26,2.7080106813
5.7780825686e-26,6.1764715137
7.0094073196e-26,5.5102483790
2.1826068784e-26,0.8171858912
3.2029765937e-26,1.3965783709
6.1866858260e-26,2.8278844884
4.2833734752e-27,9.7899899144
3.8900103718e-26,1.7378172922
4.6947627158e-26,2.1160152239
5.2631899763e-26,2.3801865703
4.2984085129e-26,1.9313887409
6.2982588984e-26,5.9158261441
5.3558272131e-26,2.4236191804
4.9923059075e-26,2.2540082064
5.8023240425e-28,11.3961858923
4.2529698335e-26,1.9100672621
4.0043610980e-26,1.7925129616
4.7159121282e-26,2.1258249410
7.9318661735e-26,4.4309417189
4.0279957227e-26,1.8037635694
3.2333812066e-26,1.4122671661
3.8382040155e-26,1.7128828505
4.2525772684e-26,1.9098828650
4.2962298476e-26,6.8709412617
3.9318855351e-26,1.7578993036
2.8919245719e-54,29.9270991289
