tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.660369,0.007683
2.000000,0.470411,0.011357
3.000000,0.359602,0.013063
4.000000,0.296337,0.013906
5.000000,0.230976,0.014857
6.000000,0.175609,0.015553
7.000000,0.146105,0.015805
8.000000,0.111424,0.016032
9.000000,0.099597,0.016020
10.000000,0.093856,0.016068
11.000000,0.088405,0.016031
12.000000,0.079332,0.015991
13.000000,0.065722,0.015986
14.000000,0.064177,0.015830
15.000000,0.052804,0.015815
16.000000,0.044831,0.015828
17.000000,0.033445,0.015819
18.000000,0.023850,0.015844
19.000000,0.038959,0.015829
20.000000,0.041575,0.015938
21.000000,0.035791,0.016115
22.000000,0.033241,0.016213
23.000000,0.024738,0.016285
24.000000,0.022776,0.016224
25.000000,0.024886,0.016100
26.000000,0.026704,0.016001
27.000000,0.009774,0.015962
28.000000,0.004825,0.015901
29.000000,0.000981,0.015870
30.000000,0.002802,0.015840
31.000000,0.005209,0.015822
32.000000,0.007816,0.015809
33.000000,0.005695,0.015805
34.000000,-0.001931,0.015806
35.000000,-0.007238,0.015798
36.000000,-0.004388,0.015786
37.000000,-0.001183,0.015772
38.000000,-0.002739,0.015764
39.000000,-0.000491,0.015758
40.000000,0.005307,0.015752
41.000000,0.014044,0.015742
42.000000,0.020703,0.015734
43.000000,0.022068,0.015730
44.000000,0.021609,0.015730
45.000000,0.025260,0.015724
46.000000,0.030573,0.015717
47.000000,0.026079,0.015724
48.000000,0.021964,0.015731
49.000000,0.015622,0.015740
50.000000,0.010195,0.015747
51.000000,0.008129,0.015749
52.000000,0.004664,0.015752
53.000000,0.007614,0.015751
54.000000,0.005121,0.015753
