W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.953940,0.010948
2.000000,1.176209,0.019091
3.000000,1.287396,0.025592
4.000000,1.347978,0.030942
5.000000,1.387422,0.035606
6.000000,1.415989,0.039807
7.000000,1.423288,0.043219
8.000000,1.420970,0.046127
9.000000,1.416017,0.048755
10.000000,1.414343,0.051331
11.000000,1.402536,0.053387
12.000000,1.383291,0.054996
13.000000,1.375783,0.056931
14.000000,1.370080,0.058835
15.000000,1.365067,0.060678
16.000000,1.363910,0.062614
17.000000,1.362317,0.064466
18.000000,1.356852,0.066069
19.000000,1.357766,0.067925
20.000000,1.355446,0.069571
21.000000,1.360867,0.071574
22.000000,1.362193,0.073330
23.000000,1.370458,0.075433
24.000000,1.376041,0.077369
