tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.660256,0.004918
2.000000,0.473684,0.007178
3.000000,0.348107,0.008529
4.000000,0.271048,0.009329
5.000000,0.211798,0.009950
6.000000,0.159838,0.010433
7.000000,0.131006,0.010577
8.000000,0.116929,0.010572
9.000000,0.099886,0.010567
10.000000,0.096286,0.010497
11.000000,0.115096,0.010336
12.000000,0.101348,0.010413
13.000000,0.088189,0.010512
14.000000,0.079787,0.010533
15.000000,0.066938,0.010527
16.000000,0.065336,0.010461
17.000000,0.055428,0.010423
18.000000,0.050582,0.010358
19.000000,0.046480,0.010291
20.000000,0.042349,0.010231
21.000000,0.039612,0.010197
22.000000,0.034254,0.010168
23.000000,0.034179,0.010131
24.000000,0.037548,0.010060
25.000000,0.043407,0.009956
26.000000,0.049540,0.009878
27.000000,0.049389,0.009849
28.000000,0.044266,0.009839
29.000000,0.043126,0.009821
30.000000,0.035237,0.009830
31.000000,0.032822,0.009854
32.000000,0.031377,0.009892
33.000000,0.027317,0.009941
34.000000,0.026445,0.009994
35.000000,0.022704,0.010025
36.000000,0.017589,0.010046
37.000000,0.018491,0.010054
38.000000,0.011420,0.010067
39.000000,0.010071,0.010073
40.000000,0.004275,0.010081
41.000000,0.006375,0.010082
42.000000,0.008755,0.010084
43.000000,0.004932,0.010088
44.000000,0.003807,0.010092
45.000000,0.004848,0.010094
46.000000,0.007570,0.010096
47.000000,0.004802,0.010101
48.000000,0.004803,0.010104
49.000000,0.001261,0.010107
50.000000,-0.007389,0.010109
51.000000,-0.010153,0.010108
52.000000,-0.010057,0.010107
53.000000,-0.009337,0.010107
54.000000,-0.008371,0.010107
55.000000,-0.008962,0.010107
56.000000,-0.009829,0.010106
57.000000,-0.011573,0.010105
58.000000,-0.011930,0.010105
59.000000,-0.014890,0.010103
60.000000,-0.015535,0.010103
61.000000,-0.015007,0.010103
62.000000,-0.012926,0.010104
63.000000,-0.009078,0.010105
64.000000,-0.009769,0.010105
65.000000,-0.007599,0.010106
66.000000,-0.009600,0.010106
