tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.679227,0.004906
2.000000,0.499002,0.007295
3.000000,0.380122,0.008698
4.000000,0.306505,0.009502
5.000000,0.250888,0.010107
6.000000,0.198609,0.010612
7.000000,0.165567,0.010840
8.000000,0.144286,0.010924
9.000000,0.126907,0.010945
10.000000,0.120152,0.010902
11.000000,0.123669,0.010818
12.000000,0.108027,0.010879
13.000000,0.098588,0.010907
14.000000,0.089266,0.010912
15.000000,0.081110,0.010889
16.000000,0.076301,0.010847
17.000000,0.067105,0.010822
18.000000,0.058842,0.010783
19.000000,0.051143,0.010738
20.000000,0.049420,0.010674
21.000000,0.048389,0.010623
22.000000,0.043143,0.010590
23.000000,0.041709,0.010554
24.000000,0.041783,0.010513
25.000000,0.042267,0.010453
26.000000,0.042813,0.010412
27.000000,0.040958,0.010410
28.000000,0.038578,0.010409
29.000000,0.035407,0.010411
30.000000,0.030501,0.010430
31.000000,0.027257,0.010467
32.000000,0.026638,0.010492
33.000000,0.024731,0.010490
34.000000,0.022678,0.010468
35.000000,0.018922,0.010490
36.000000,0.015895,0.010544
37.000000,0.015301,0.010570
38.000000,0.009805,0.010592
39.000000,0.007588,0.010602
40.000000,0.005148,0.010609
41.000000,0.004634,0.010614
42.000000,0.004862,0.010618
43.000000,0.002793,0.010623
44.000000,0.000419,0.010628
45.000000,-0.001350,0.010632
46.000000,0.000660,0.010633
47.000000,0.001393,0.010635
48.000000,0.000609,0.010636
49.000000,-0.001383,0.010638
50.000000,-0.007932,0.010639
51.000000,-0.011362,0.010639
52.000000,-0.011511,0.010640
53.000000,-0.009209,0.010641
54.000000,-0.007276,0.010641
55.000000,-0.005334,0.010641
56.000000,-0.006622,0.010641
57.000000,-0.010209,0.010640
58.000000,-0.008679,0.010640
59.000000,-0.010463,0.010640
60.000000,-0.012168,0.010639
61.000000,-0.007045,0.010641
62.000000,-0.005591,0.010641
63.000000,-0.000576,0.010642
64.000000,-0.000661,0.010642
65.000000,0.001993,0.010643
66.000000,-0.002366,0.010642
67.000000,-0.006920,0.010641
68.000000,-0.012763,0.010639
69.000000,-0.013966,0.010638
70.000000,-0.012497,0.010639
