likelihood_sigma,sigma
1.3609166219e-19,9.6055619606
2.9392457693e-20,16.1227044439
6.4222624817e-20,13.5293953779
1.6291573022e-32,1.8138449668
1.0924304919e-19,7.6790098586
1.3162629793e-19,8.5474598292
1.3099956173e-23,3.3095726862
2.5228189420e-22,3.8623693137
4.8679446532e-22,4.0219945378
1.9010256691e-36,1.5371284827
1.2372030454e-25,70.4748686633
8.0824783150e-20,6.9877969477
7.5530052438e-36,1.5731538760
4.3895645216e-22,29.8000133224
5.1654606601e-28,2.3158329923
1.9726538357e-21,4.4337153439
1.3540834868e-19,8.8617384926
9.0270091355e-20,12.2194432632
7.6795130187e-20,12.8679581643
1.2854728437e-25,2.7494069514
1.1379276223e-34,1.6497286612
1.0009111701e-20,19.4696309756
1.6595054733e-20,17.9060386530
8.7511677145e-37,1.5176540956
1.6774337115e-20,5.4100927921
1.7700432337e-28,2.2493176675
3.4224444278e-23,3.4655324265
5.9960865153e-20,13.7728943714
2.6414138521e-24,3.0853451991
1.3451982181e-19,8.7684069877
6.0688379726e-22,28.6445730949
1.2864217373e-24,2.9963946927
1.9418780671e-25,2.7899632726
7.8701291290e-33,1.7875320728
8.9295508752e-34,1.7136721824
2.7353274559e-24,3.0898333382
1.7696466683e-20,5.4442587677
3.1215609863e-20,15.9320112863
6.4377946277e-36,1.5688868906
2.4168725202e-28,125.5646524316
1.1845498233e-21,4.2701888227
5.2126659186e-32,1.8577645885
7.6755424091e-20,12.8699422745
1.9054184674e-21,24.7445440210
5.6212047236e-30,2.0620195544
7.6004449376e-27,2.5052327701
1.3708356978e-19,9.3197605952
4.2755159084e-28,2.3037575312
3.6339162454e-20,5.9936236079
2.0828757640e-23,3.3825770097
8.0369230347e-31,1.9712159060
2.4265176414e-29,2.1368896691
1.8801747950e-36,1.5368477800
5.5414440034e-20,6.4366711799
1.3283524266e-35,1.5884404056
1.3708327625e-19,9.2235806340
1.2551857796e-19,8.2322250289
3.9281457520e-34,1.6875333325
1.2809828269e-19,8.3511217622
1.2500391884e-31,1.8924088149
5.5558482234e-21,21.3047045446
7.9670576138e-21,4.9981760830
3.7100958144e-20,15.3792864577
7.6288830485e-20,6.8885224104
1.0151962077e-33,1.7178377244
3.5350269174e-23,3.4711231529
6.4143691415e-22,28.4494809018
1.1299041055e-19,7.7882844989
9.0412390862e-25,58.0532808578
8.1625821992e-20,7.0054807293
3.6460460623e-20,15.4354326969
9.3156567590e-32,1.8805998829
5.6401818457e-31,1.9556493282
4.0274536385e-23,39.1741444071
1.3709966613e-19,9.2965109613
4.5641584696e-26,2.6535950300
1.7389037197e-31,1.9058651801
1.0468920167e-26,2.5302767802
2.5560673514e-20,16.5624190658
1.8047884875e-26,2.5742709068
1.3866372790e-30,1.9957499010
1.6593047775e-29,2.1168381665
4.3295167906e-34,1.6905836886
2.8733619192e-20,5.7925967829
9.1013744369e-28,2.3529080537
2.3992845605e-20,5.6539318696
3.7504676613e-25,2.8577887221
9.2201926579e-21,5.0709928738
6.0440696662e-26,75.4635666284
4.8285583731e-33,1.7703381350
3.6235047012e-32,1.8437769673
3.4892700002e-34,1.6838351744
5.4171110522e-33,1.7743527735
1.0770401962e-19,11.4097151110
1.0537265767e-35,1.5821299550
2.8870157568e-23,3.4365242852
1.3582642428e-19,8.9146554370
1.2736339469e-19,8.3156371900
2.5752566756e-23,3.4173898063
1.3359423969e-30,1.9940524902
1.5698773492e-34,1.6593659124
1.0522614696e-35,1.5820922121
1.3652170801e-19,9.0287301724
3.8103884434e-30,181.5282070726
1.1713428445e-30,1.9880862120
3.4754702519e-29,2.1562508539
1.3683568845e-19,9.4417260087
1.6392887769e-29,2.1162049828
4.6454653104e-21,4.7551949481
3.1052116402e-24,3.1062647995
6.8908365402e-24,3.2147982778
4.3277220465e-31,1.9441869848
1.2991671457e-28,2.2309245689
6.2739607737e-20,6.5960569434
9.1179658532e-28,2.3530295065
2.1501071454e-32,1.8241097241
2.3668734052e-27,2.4187298520
1.3144496804e-23,3.3100924432
1.1377096271e-21,26.4696477446
5.5894404741e-23,3.5528683140
9.5597001806e-23,3.6553403870
1.3646120044e-19,9.0166509884
1.2186687533e-24,2.9899608696
1.1607375102e-33,1.7222115913
3.3894438380e-33,1.7581120471
8.6827856967e-26,2.7121316809
9.9500869165e-20,7.4215231897
7.0661044406e-31,1.9655245495
1.3641139000e-19,9.0071394253
2.4894417124e-20,16.6451744484
8.7886844132e-20,12.3313015394
5.4339981981e-23,3.5476904195
3.1074855469e-24,3.1063602710
1.1511140812e-19,11.0526564663
1.9306464224e-33,1.7390511904
1.2755522060e-22,34.4491988875
2.6478549652e-21,23.6686738378
3.8233461950e-27,97.6737297966
3.6942068945e-23,3.4787690487
1.3086117027e-19,8.5002609279
1.4803884689e-21,25.5826104132
3.0405827666e-24,3.1035248074
2.4543701654e-26,2.5999215859
2.7666554995e-25,2.8259445863
3.2592319925e-34,1.6817144566
8.1745272680e-20,12.6245207544
3.6727221553e-20,15.4119421295
4.7699089018e-22,4.0167797134
4.8590968413e-22,4.0215274643
7.4373393271e-24,3.2256971314
6.7955688518e-20,6.7084701611
1.8706666278e-22,3.7952479713
1.6687937694e-22,33.4037827593
3.7980609119e-20,6.0344995991
1.3634531280e-19,9.5597374563
7.4142285666e-21,4.9635269464
1.9979930814e-28,2.2566182218
4.6243912053e-21,21.8834085153
7.1346617580e-24,47.0883325106
6.8009483796e-24,3.2129325944
7.5153213349e-31,1.9682446987
7.5132460557e-30,2.0763916173
2.9102274180e-31,1.9272968949
1.0380592011e-19,7.5314064442
9.3967935609e-25,57.8315536535
1.3509482493e-23,3.3142940276
2.0678503604e-20,5.5480735866
1.5985935842e-22,3.7612141676
1.7498441440e-36,1.5350221306
1.0725500433e-22,3.6783436190
1.1021771757e-24,2.9781037340
8.7863332321e-23,35.9333537156
1.1323532304e-32,300.8314516713
3.8730759316e-33,329.8589530671
9.3832406615e-21,19.6697419433
1.0097999242e-22,3.6662439063
7.1257826756e-20,13.1503923086
1.7057523221e-21,4.3852724211
2.8346971860e-21,23.4479404049
2.9870431648e-26,80.6650390011
1.0866836602e-19,11.3641813767
3.9760208371e-27,2.4563070556
9.4984882056e-28,2.3557598428
4.3596317203e-32,1.8508611088
1.2915325518e-30,1.9925145689
7.0962527506e-24,3.2189819884
1.0152804352e-25,2.7268433167
4.9694977050e-28,117.6587985455
1.0121722967e-24,2.9681408628
1.9142413652e-21,4.4235713639
9.7392930262e-32,249.8702582256
1.3062163110e-19,10.1572374971
1.4691618051e-33,1.7299649941
3.5495627049e-35,1.6158511768
2.2762480787e-27,102.4386982641
1.0060811894e-19,11.7402407156
2.5374407311e-23,3.4149328692
7.0615005935e-21,20.5537635381
2.8480741278e-25,2.8289430002
1.1469673348e-21,4.2604251955
1.3278642611e-22,34.2915531358
1.0505439724e-19,7.5643320455
4.7154688649e-25,2.8823402022
1.8591554491e-20,17.5541894544
3.0102833530e-21,4.5839865291
5.2199970914e-22,29.1789543411
3.8421901773e-23,39.3759003520
3.1180373384e-24,3.1068024785
1.0926014265e-19,11.3361302297
6.1168016748e-20,6.5620738627
3.0825155482e-20,5.8501027985
1.1822069789e-19,10.8955100405
1.1828148302e-22,34.7464959735
8.7382797513e-31,1.9749348634
5.1215728616e-33,1.7723920007
1.5683756463e-21,4.3579825549
1.3063542147e-19,8.4869205438
1.1207231826e-20,19.1196635119
2.9707529583e-21,23.2965934054
7.8180986218e-34,1.7093801686
3.2219810819e-25,2.8417824932
1.5893635124e-31,1.9021779879
8.6106016739e-24,3.2468799632
1.3502203579e-19,8.8186211090
1.4824167337e-32,1.8103823944
6.3063780378e-33,1.7796897125
5.6346403941e-24,3.1864988534
1.8303580003e-30,2.0085071538
4.4556774205e-25,62.2454615242
3.4754103143e-33,332.9369196096
5.7374340609e-22,4.0648180323
4.9096959926e-25,2.8867220128
3.6996314210e-25,2.8563414920
4.0085830095e-23,3.4930633653
1.3379822966e-19,9.8891932192
3.9029605753e-35,1.6185535725
6.2376856164e-21,20.9415256309
4.6559880403e-24,49.2091018315
1.1917508822e-19,7.9878416697
1.0446432957e-19,7.5487052590
2.8726801874e-21,4.5666071530
2.1163611923e-23,3.3851617558
7.9854976885e-36,1.5746470835
1.9605670577e-20,5.5117902887
1.1242936909e-19,7.7714544271
6.1944909161e-26,2.6810123271
5.0527998886e-21,4.7906624647
6.2573387011e-20,6.5924664285
5.0266720432e-37,705.8768266651
8.2302346061e-20,12.5975663406
6.9327511041e-40,1228.9136409679
2.3109582753e-21,24.1114409423
1.2449552640e-19,8.1888984744
1.9778648992e-24,53.6848914132
5.4759428044e-22,29.0086166263
9.2331853474e-22,27.1829548511
1.8283332528e-20,17.6060116164
1.4828420132e-22,3.7452253837
2.2495785613e-20,16.9617029132
6.7098011049e-24,3.2110182782
1.3260371690e-19,8.6131006999
7.3496119157e-20,13.0347641268
1.7614407479e-23,3.3557154728
2.5710241677e-34,1.6743850491
3.0827002349e-32,1.8376354024
1.9416226518e-29,2.1250753293
3.4180134800e-22,3.9339246838
2.9146382324e-29,2.1467168614
1.0255711208e-19,7.4989763062
7.0164437373e-23,3.5953489575
3.7820841476e-23,3.4828680648
1.1991963763e-25,2.7427166395
8.3918366758e-33,308.6791346257
5.9425207981e-35,1.6306447964
1.3520842390e-19,8.8388507716
1.2888155425e-19,10.2804756091
6.4876388997e-22,28.4095496455
1.4991115404e-23,3.3303835715
4.1822381336e-27,2.4600440706
8.7355872498e-35,1.6419027841
2.2176062033e-23,3.3927645275
4.2813387774e-20,6.1510321510
1.1224753252e-19,11.1929870282
8.1605916301e-23,3.6243208386
2.5329172262e-23,3.4146368324
1.7148801041e-22,33.2989166375
7.0612039213e-20,13.1841574336
6.9553102720e-35,464.8922108903
2.2297073210e-27,2.4144915519
7.5333826727e-26,2.6989401348
4.3531506380e-27,2.4630137620
6.2619506929e-25,2.9134824592
1.2575317476e-19,10.4796295988
5.9753548909e-35,1.6308046015
4.9935417046e-32,1.8561002635
5.1337597462e-27,2.4753326749
1.2112638735e-23,3.2976314206
3.1105163968e-29,2.1502292662
5.5920216129e-37,1.5066564482
4.6636845844e-36,1.5603536584
1.5367855547e-31,1.9008026982
5.4136779501e-37,1.5058672905
2.2371134884e-24,3.0642243698
3.5631024032e-32,272.5506133950
1.2983073149e-26,87.2146401431
7.0906635021e-28,2.3363979815
1.3843577285e-25,2.7565872989
1.1943019831e-33,1.7231454468
1.0048354527e-19,11.7460016773
1.1712718321e-19,7.9185510953
1.8655598665e-20,5.4786908871
2.8268958735e-21,4.5606844808
6.3504561539e-21,4.8914005425
2.6915827982e-20,16.4002215560
3.3787892173e-26,2.6272490416
5.2803483074e-21,21.4647124249
9.3551349092e-37,1.5193080826
3.9681923548e-22,3.9704444387
3.5731766540e-23,3.4729824909
1.0431801301e-19,7.5448486035
4.1168381588e-24,49.8339679770
6.1022092026e-32,1.8638995133
3.2017682464e-34,1.6811623009
2.5037413192e-32,1.8297987128
1.3475015145e-32,1.8068969837
3.3858098680e-27,2.4445197406
5.5957574867e-22,28.9317690131
2.9180084372e-20,5.8050377978
1.3513383531e-19,8.8306360762
6.7938132257e-24,3.2127835634
2.4406241137e-28,2.2687993925
2.4055758981e-30,2.0212471910
3.2971276756e-30,183.8485451650
1.6643352908e-21,25.1922709368
1.6645749700e-31,238.5342429684
1.3634721915e-19,9.5593676023
5.2818425949e-24,3.1775399327
4.1820016995e-21,4.7119517779
1.7003336571e-32,1.8154185283
9.3453530099e-27,2.5213294043
1.9891631319e-20,17.3444660891
9.8739973322e-28,110.5546168865
3.6577641574e-23,39.5874145873
3.8300189885e-27,97.6580490754
2.9281481761e-36,1.5482124712
7.8287572113e-23,3.6162977829
1.1455612914e-19,11.0801527909
1.2101917522e-27,108.5256822883
3.7204946992e-27,2.4514182226
6.8733052530e-26,2.6905031727
2.8448207338e-20,16.2258332491
6.7642907361e-29,140.7377711786
3.9444529939e-27,2.4557191619
1.4508725470e-36,1.5302829845
6.3747141883e-20,13.5559877055
1.2838727973e-22,3.7150790013
6.7635937775e-23,3.5884015985
3.2699481000e-30,2.0357802622
5.4365082863e-29,2.1809348049
5.3477706952e-35,1.6275930569
1.9611148520e-28,2.2554918856
1.6335373354e-20,5.3934312025
8.9778501397e-23,3.6429467368
1.2307092501e-23,3.3000495319
1.0578047567e-33,1.7191773440
1.0920813093e-23,3.2820144306
1.2754352019e-23,3.3054859143
6.8583880986e-29,2.1940123118
4.8698060001e-23,3.5277514942
4.1079874171e-20,6.1098242433
6.3660616110e-26,2.6834981133
8.1759611345e-30,2.0806223542
4.6965100078e-21,21.8344560580
5.3567242987e-24,3.1794850883
1.0857224495e-36,661.4174152331
5.1670888560e-26,76.5947449031
4.0939276915e-35,1.6199174946
8.7017099580e-22,27.3871354183
2.3901958921e-25,66.1386988729
1.3261470311e-19,8.6138789341
3.6302085589e-28,2.2934266346
2.1755583962e-26,2.5897879236
8.2255080600e-20,7.0194100891
3.0824056052e-32,275.9786937645
8.2995566737e-20,7.0358466690
1.3648967202e-19,9.5303469050
2.4153897174e-20,5.6588657448
1.5619407057e-25,68.9135275830
6.0402887742e-20,6.5454966291
1.7851927777e-28,2.2498294866
1.0572735526e-20,5.1424093270
9.0249990545e-35,454.7059988245
2.7538104793e-29,152.4519951787
9.5203891912e-23,3.6545236958
2.5442815780e-29,153.5260079877
2.3860506953e-20,16.7778677349
1.3004920967e-30,1.9928288350
8.7139605188e-28,2.3500116806
4.3328706893e-32,1.8506242757
8.3249181933e-28,2.3469795042
4.7156984147e-21,21.8215628275
1.0202825978e-34,1.6464884534
1.0562867466e-19,7.5796568976
2.2709858408e-20,5.6139718959
1.8280294544e-34,1.6639690450
2.1680224597e-20,17.0767524572
2.6257473956e-20,16.4780306095
2.1246345787e-20,17.1396727727
1.0810018409e-22,35.1031361141
1.2337362663e-31,1.8918780673
4.1041124890e-23,39.0935632972
1.3127163315e-19,10.1079041356
9.0766604519e-24,3.2545894966
2.5037839864e-23,3.4127190783
1.2601883378e-24,2.9939406555
1.3630670102e-28,2.2337571070
1.5526151821e-20,5.3619870695
9.3908069271e-24,3.2595906460
3.2313080086e-20,5.8898943936
1.4258673221e-20,18.3752572063
1.0251438873e-32,1.7969927101
2.4332753432e-26,82.2355326786
5.9540307660e-21,4.8623313443
1.2080851580e-31,1.8910293176
1.1676112099e-20,5.1962912106
2.8218729826e-25,2.8279867024
2.6948178502e-23,40.9189177355
2.7505220267e-20,16.3320698975
3.9681585058e-24,3.1386641192
4.7291476202e-26,77.2402290850
5.9057195760e-22,4.0724828235
4.0550200683e-21,22.3002332734
1.0702164620e-34,1.6479054148
8.0849324590e-22,4.1584425673
1.3694088987e-19,9.1416774571
3.6561852548e-28,2.2938746002
6.9568958985e-20,6.7432119642
1.0999005868e-35,1.5832942929
1.2087170375e-29,2.1004488825
1.3666880854e-19,9.4887955357
2.8208931246e-33,1.7518425098
2.3411891418e-20,16.8371607893
5.3149281798e-20,6.3866806126
8.5081184075e-33,1.7903100953
9.9617308921e-24,3.2683121687
1.1218741099e-19,7.7642507358
8.8145131873e-21,5.0482036795
2.0086094927e-27,2.4071196607
5.5362005376e-20,6.4355187236
1.2364405895e-22,34.5716615583
3.6497714635e-20,5.9976045613
9.7947919156e-20,11.8631804079
1.4513960403e-21,25.6487815509
1.1939168328e-19,7.9953913790
1.3386663520e-19,8.7102199935
3.0185708911e-24,3.1025796885
1.9888588353e-24,3.0494863712
6.2516904948e-20,13.6254375070
5.7620963092e-20,6.4849908860
1.1174507874e-25,2.7359580536
8.8268084439e-24,3.2505012582
2.8424580949e-20,5.7839295740
5.0207492167e-31,216.7185183357
1.8893769089e-29,2.1236400800
9.3250328821e-26,2.7188199499
9.6488678765e-20,7.3475063030
7.7965568781e-23,3.6155037788
2.3222485827e-20,5.6300814795
1.0572949306e-19,7.5823594135
8.6750566925e-23,35.9848161186
7.8096150617e-22,27.7615880772
8.6466248048e-35,1.6416014489
6.3544309866e-28,2.3292331383
1.0962886050e-22,3.6827636089
1.2903450831e-19,8.3985787849
4.3517551491e-29,2.1685750836
8.3454151828e-30,2.0816520534
2.6566394472e-20,5.7307921671
2.2636144325e-22,3.8376695611
4.8174264042e-28,2.3113612475
2.2436046881e-27,102.5743583004
2.2179613820e-30,2.0174424685
9.5712510413e-20,7.3287620158
3.5745310438e-22,3.9447835024
2.6688834884e-20,16.4268443625
6.9979671346e-20,13.2174055357
6.3960905861e-20,13.5440156388
2.7061665862e-28,2.2751462449
2.8457678241e-23,3.4340994419
1.3142477107e-20,5.2629921809
7.5326597772e-33,1.7859743304
1.9945271165e-21,24.5940062935
1.1878145436e-19,7.9742347186
3.7955730244e-35,1.6177581406
5.9046552352e-21,4.8586149001
2.6250850547e-24,3.0845502894
1.3646630685e-19,9.0176471793
5.8643478332e-23,3.5617284626
6.7951495155e-24,3.2128114849
1.7942020169e-26,2.5737859247
9.3671395834e-29,2.2118465970
3.0485735751e-24,3.1038663924
1.8098637038e-20,5.4588272304
1.2485764728e-19,10.5328791071
8.6466798229e-20,7.1136295240
6.0291043095e-21,4.8679400676
4.7690215462e-21,4.7661852658
2.4526402609e-33,1.7470993401
4.0829186487e-27,2.4582661281
7.3659910971e-34,1.7074645349
4.5366673482e-27,2.4660842317
9.6852514227e-37,1.5201691000
4.2138110017e-23,3.5018777729
7.4200659232e-20,12.9987950188
5.2562471866e-22,29.1542948976
1.1177097853e-21,4.2526460033
4.9439543214e-20,14.4351085768
5.7003438411e-29,2.1835876049
1.7822460685e-35,1.5965295537
6.1299786987e-35,1.6315460007
4.0318848904e-20,15.1095815242
1.5144811915e-34,1.6582838193
4.1042990312e-29,2.1653506010
8.1499359142e-34,1.7107198085
4.7129948649e-20,14.5953077058
1.5229594617e-33,1.7311551891
9.3144121936e-20,12.0855435013
1.8159922201e-28,2.2508575872
8.0343191410e-36,1.5748107263
1.2721926436e-19,10.3891741353
1.2086098052e-21,26.2647737940
1.0866125474e-19,11.3645179366
3.6756914237e-20,6.0040971740
9.1776479055e-20,7.2355010032
1.3493652690e-19,8.8096570117
2.4752640455e-20,5.6770563288
1.1167855103e-19,11.2204727413
3.9139155465e-20,6.0629242886
7.3394502465e-20,6.8257591278
5.0244256657e-29,144.5174436694
4.2537620554e-23,38.9408190356
2.0364351181e-30,2.0134591238
1.6036767262e-33,1.7328675068
1.3013324119e-20,5.2573157217
1.3433563642e-23,3.3134283915
6.7947699196e-28,114.3718126868
6.3655177701e-21,20.8780160566
1.2064298611e-25,2.7432942018
1.4073695382e-21,4.3234914420
1.1586283309e-36,1.5246359070
1.2142622260e-26,87.7603997487
2.8491124282e-26,81.0248032404
2.1546060822e-31,1.9147201436
9.0639719251e-22,4.1910128839
5.8657846886e-33,1.7771422660
1.2320209965e-20,5.2262185751
2.0520763637e-21,4.4471399576
4.4484060416e-36,1.5591112932
6.2311215466e-29,2.1885915731
1.7194433960e-33,1.7351845694
7.3786847121e-23,3.6049354801
1.4185793898e-22,3.7358858216
7.7564108520e-33,310.7741571187
1.4503174411e-31,1.8984404688
1.3673812079e-19,9.4705408297
3.6163733475e-24,3.1262997041
9.5219663114e-20,7.3169242548
1.5142218248e-24,55.1448703928
1.3482644052e-19,8.7983838712
1.8711869067e-22,3.7953089238
7.3503982831e-30,2.0752980837
2.0899814227e-27,2.4099168532
3.5352875180e-26,79.3939819043
3.2992500297e-24,3.1141950879
1.6263616926e-30,195.5923143498
1.6279512790e-20,17.9654372145
1.3048606045e-19,10.1672720348
3.7605118055e-28,2.2956441923
3.0969880367e-30,184.8615404112
4.6868300699e-23,3.5208543683
1.9019934891e-22,3.7988927672
1.3968653839e-20,18.4387702941
9.2584422021e-39,988.3738668931
1.0347764377e-23,45.2977965213
9.1767660707e-23,3.6472591959
5.1238638038e-26,2.6638992687
9.7983531150e-30,2.0897489049
4.5925667125e-32,1.8528659382
1.7366731215e-34,1.6624157759
1.2386299025e-25,2.7458273811
3.2686971322e-23,40.0739484931
4.7255395003e-26,77.2458121813
1.1084333947e-23,3.2842436914
3.2818137254e-22,3.9241334976
5.3786967569e-25,2.8966867086
1.3300298930e-29,162.6001519281
2.8108930372e-23,3.4320251964
2.5882188194e-30,2.0246901573
7.6692849045e-22,27.8246069843
1.8236737507e-23,3.3612346230
1.2554452165e-20,5.2368509847
5.5118327298e-24,3.1834384198
1.2037946196e-28,133.6710194211
7.2681177763e-20,6.8103394993
1.2683782544e-24,56.1305191354
9.0401387400e-20,12.2133048942
2.0974279975e-25,2.7977006976
1.8279379031e-22,33.0539413518
1.5730042092e-23,3.3378904060
4.3711504220e-24,3.1516786243
4.2594735554e-21,4.7194178799
6.7675137632e-23,36.9971225287
1.7867001476e-28,2.2498801892
4.8497762734e-20,6.2824267052
1.2492660894e-19,10.5288265646
1.3685732149e-26,2.5516956861
1.2193249162e-19,8.0876216636
7.8797538220e-22,4.1512157202
1.2201805938e-19,8.0908568471
2.0957484109e-27,2.4101112269
1.3500774515e-21,25.8915157709
2.6600048837e-27,2.4270697924
9.3070520910e-22,27.1555677771
1.2659247324e-19,10.4283900921
3.4676006946e-21,4.6377436873
3.4778016594e-23,3.4683010970
4.5678296463e-23,3.5162424198
1.0870126957e-19,11.3626239702
2.2015204843e-23,41.8172333933
2.6627843847e-24,3.0863789210
6.2344166852e-24,3.2006429369
1.6572297301e-31,1.9038905416
8.1101814800e-20,12.6557572625
5.7779994261e-33,1.7766129193
1.2181252280e-19,10.7051335918
1.0684718753e-19,11.4500062959
2.3313231691e-28,2.2659968916
5.6884932824e-20,13.9565702502
1.4961577649e-22,3.7471175145
1.8981546558e-24,3.0436864702
7.7984462118e-21,20.2444095227
1.2985166224e-19,10.2131861714
4.3403319525e-24,3.1507220091
9.4083744584e-20,7.2898226274
1.2363968879e-19,8.1540113413
5.1136799319e-32,1.8570211789
1.1691761905e-31,1.8897085669
1.2779642259e-32,1.8049681611
3.5057332708e-32,1.8425177431
1.0605819668e-35,1.5823058897
2.8346514144e-29,2.1452182124
