W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.391892,0.015975
2.000000,2.201756,0.035737
3.000000,2.944943,0.058542
4.000000,3.627932,0.083276
5.000000,4.259264,0.109307
6.000000,4.845532,0.136222
7.000000,5.386673,0.163568
8.000000,5.887304,0.191113
9.000000,6.351262,0.218681
10.000000,6.780413,0.246085
11.000000,7.176401,0.273169
12.000000,7.541900,0.299848
13.000000,7.878684,0.326028
14.000000,8.190561,0.351728
15.000000,8.479390,0.376911
16.000000,8.744798,0.401457
17.000000,8.989978,0.425414
18.000000,9.216501,0.448778
19.000000,9.425513,0.471532
20.000000,9.620237,0.493776
21.000000,9.802316,0.515546
22.000000,9.973233,0.536879
23.000000,10.131103,0.557635
24.000000,10.278397,0.577910
25.000000,10.416307,0.597741
26.000000,10.545657,0.617148
27.000000,10.668211,0.636213
28.000000,10.783791,0.654907
29.000000,10.892801,0.673236
30.000000,10.996040,0.691235
31.000000,11.094239,0.708937
32.000000,11.186482,0.726269
33.000000,11.275471,0.743397
34.000000,11.362872,0.760425
35.000000,11.449459,0.777406
36.000000,11.532566,0.794157
37.000000,11.612896,0.810719
38.000000,11.689747,0.827039
39.000000,11.762042,0.843032
40.000000,11.830782,0.858761
41.000000,11.895657,0.874197
42.000000,11.957672,0.889407
43.000000,12.015472,0.904282
44.000000,12.068897,0.918804
45.000000,12.117244,0.932909
46.000000,12.161574,0.946668
47.000000,12.202394,0.960114
48.000000,12.240360,0.973294
49.000000,12.277048,0.986327
50.000000,12.312167,0.999191
51.000000,12.344406,1.011776
52.000000,12.375068,1.024185
53.000000,12.405292,1.036511
54.000000,12.434864,1.048738
55.000000,12.463297,1.060824
56.000000,12.490251,1.072739
57.000000,12.514811,1.084403
58.000000,12.537840,1.095887
59.000000,12.559744,1.107225
60.000000,12.577924,1.118185
61.000000,12.594119,1.128916
62.000000,12.607301,1.139323
63.000000,12.615927,1.149261
64.000000,12.621977,1.158901
65.000000,12.624873,1.168188
66.000000,12.623609,1.177022
67.000000,12.619485,1.185518
68.000000,12.612962,1.193715
69.000000,12.605621,1.201760
70.000000,12.597216,1.209630
71.000000,12.587566,1.217307
72.000000,12.578868,1.225002
73.000000,12.569555,1.232567
74.000000,12.558992,1.239937
75.000000,12.544966,1.246893
76.000000,12.529046,1.253585
77.000000,12.510446,1.259932
78.000000,12.488727,1.265886
79.000000,12.466076,1.271664
80.000000,12.441981,1.277214
81.000000,12.417407,1.282633
82.000000,12.391202,1.287803
83.000000,12.363110,1.292694
84.000000,12.333538,1.297348
85.000000,12.303803,1.301901
86.000000,12.274299,1.306396
87.000000,12.245725,1.310911
88.000000,12.219251,1.315573
89.000000,12.193857,1.320277
90.000000,12.169909,1.325066
91.000000,12.146997,1.329899
92.000000,12.125457,1.334815
93.000000,12.106945,1.340001
94.000000,12.089646,1.345261
95.000000,12.075566,1.350823
96.000000,12.064536,1.356673
97.000000,12.059017,1.363097
98.000000,12.057857,1.369974
99.000000,12.063019,1.377535
100.000000,12.073168,1.385640
101.000000,12.088375,1.394305
102.000000,12.108794,1.403557
103.000000,12.132238,1.413151
104.000000,12.155651,1.422735
105.000000,12.180086,1.432432
106.000000,12.204470,1.442118
107.000000,12.230344,1.451977
108.000000,12.257973,1.462041
109.000000,12.285906,1.472141
110.000000,12.312644,1.482097
111.000000,12.338189,1.491908
112.000000,12.363394,1.501674
113.000000,12.388838,1.511468
114.000000,12.413221,1.521129
115.000000,12.437655,1.530793
116.000000,12.462072,1.540452
117.000000,12.486305,1.550086
118.000000,12.509438,1.559581
119.000000,12.532977,1.569122
120.000000,12.557723,1.578813
121.000000,12.580993,1.588315
122.000000,12.602144,1.597546
123.000000,12.621981,1.606605
124.000000,12.640774,1.615525
125.000000,12.658528,1.624304
126.000000,12.675278,1.632946
127.000000,12.692535,1.641645
128.000000,12.709069,1.650242
129.000000,12.724022,1.658625
130.000000,12.737062,1.666748
131.000000,12.747675,1.674541
132.000000,12.756938,1.682141
133.000000,12.765653,1.689654
134.000000,12.773553,1.697044
135.000000,12.778103,1.703971
136.000000,12.780538,1.710597
137.000000,12.780399,1.716855
138.000000,12.779329,1.722966
139.000000,12.777823,1.728993
140.000000,12.775147,1.734838
141.000000,12.770710,1.740418
142.000000,12.765738,1.745899
143.000000,12.759321,1.751155
144.000000,12.751616,1.756206
145.000000,12.744281,1.761280
146.000000,12.736984,1.766331
147.000000,12.729381,1.771312
148.000000,12.722802,1.776408
149.000000,12.716951,1.781579
150.000000,12.713420,1.787052
151.000000,12.712470,1.792864
152.000000,12.711971,1.798721
153.000000,12.710770,1.804457
154.000000,12.709899,1.810221
155.000000,12.709304,1.816003
156.000000,12.711519,1.822170
157.000000,12.715441,1.828565
158.000000,12.720030,1.835041
159.000000,12.726177,1.841728
160.000000,12.733710,1.848604
161.000000,12.742180,1.855606
162.000000,12.750950,1.862641
163.000000,12.762101,1.870015
164.000000,12.775416,1.877699
165.000000,12.788711,1.885375
166.000000,12.802298,1.893089
