tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.891892,0.003019
2.000000,0.809864,0.005215
3.000000,0.743187,0.006939
4.000000,0.682989,0.008435
5.000000,0.631332,0.009668
6.000000,0.586268,0.010705
7.000000,0.541141,0.011720
8.000000,0.500631,0.012607
9.000000,0.463958,0.013391
10.000000,0.429151,0.014123
11.000000,0.395988,0.014807
12.000000,0.365499,0.015421
13.000000,0.336784,0.015984
14.000000,0.311877,0.016460
15.000000,0.288830,0.016888
16.000000,0.265407,0.017305
17.000000,0.245181,0.017653
18.000000,0.226523,0.017955
19.000000,0.209012,0.018215
20.000000,0.194724,0.018405
21.000000,0.182080,0.018553
22.000000,0.170916,0.018665
23.000000,0.157871,0.018790
24.000000,0.147294,0.018874
25.000000,0.137910,0.018938
26.000000,0.129350,0.018985
27.000000,0.122554,0.019007
28.000000,0.115580,0.019024
29.000000,0.109010,0.019029
30.000000,0.103239,0.019017
31.000000,0.098199,0.018990
32.000000,0.092243,0.018968
33.000000,0.088989,0.018920
34.000000,0.087402,0.018861
35.000000,0.086587,0.018804
36.000000,0.083107,0.018776
37.000000,0.080330,0.018748
38.000000,0.076851,0.018729
39.000000,0.072295,0.018726
40.000000,0.068740,0.018728
41.000000,0.064876,0.018745
42.000000,0.062015,0.018772
43.000000,0.057799,0.018828
44.000000,0.053425,0.018902
45.000000,0.048347,0.018997
46.000000,0.044330,0.019100
47.000000,0.040819,0.019213
48.000000,0.037966,0.019334
49.000000,0.036688,0.019455
50.000000,0.035119,0.019579
51.000000,0.032239,0.019699
52.000000,0.030662,0.019798
53.000000,0.030223,0.019876
54.000000,0.029572,0.019941
55.000000,0.028433,0.019992
56.000000,0.026954,0.020030
57.000000,0.024560,0.020058
58.000000,0.023029,0.020073
59.000000,0.021904,0.020077
60.000000,0.018180,0.020077
61.000000,0.016195,0.020063
62.000000,0.013182,0.020043
63.000000,0.008626,0.020018
64.000000,0.006050,0.019985
65.000000,0.002897,0.019946
66.000000,-0.001264,0.019904
67.000000,-0.004124,0.019860
68.000000,-0.006524,0.019814
69.000000,-0.007341,0.019771
70.000000,-0.008405,0.019733
71.000000,-0.009651,0.019702
72.000000,-0.008698,0.019678
73.000000,-0.009312,0.019664
74.000000,-0.010563,0.019659
75.000000,-0.014026,0.019663
76.000000,-0.015919,0.019670
77.000000,-0.018600,0.019679
78.000000,-0.021720,0.019691
79.000000,-0.022651,0.019704
80.000000,-0.024095,0.019713
81.000000,-0.024574,0.019718
82.000000,-0.026205,0.019715
83.000000,-0.028092,0.019702
84.000000,-0.029572,0.019679
85.000000,-0.029735,0.019661
86.000000,-0.029504,0.019646
87.000000,-0.028574,0.019632
88.000000,-0.026474,0.019620
89.000000,-0.025394,0.019610
90.000000,-0.023948,0.019601
91.000000,-0.022912,0.019593
92.000000,-0.021540,0.019587
93.000000,-0.018512,0.019582
94.000000,-0.017299,0.019577
95.000000,-0.014080,0.019574
96.000000,-0.011030,0.019571
97.000000,-0.005519,0.019567
98.000000,-0.001160,0.019564
99.000000,0.005162,0.019561
100.000000,0.010149,0.019558
101.000000,0.015206,0.019554
102.000000,0.020419,0.019549
103.000000,0.023444,0.019546
104.000000,0.023413,0.019544
105.000000,0.024436,0.019542
106.000000,0.024384,0.019541
107.000000,0.025874,0.019539
108.000000,0.027629,0.019537
109.000000,0.027933,0.019536
110.000000,0.026738,0.019537
111.000000,0.025545,0.019536
112.000000,0.025204,0.019535
113.000000,0.025445,0.019534
114.000000,0.024383,0.019533
115.000000,0.024434,0.019531
116.000000,0.024417,0.019529
117.000000,0.024233,0.019529
118.000000,0.023133,0.019529
119.000000,0.023539,0.019529
120.000000,0.024746,0.019527
121.000000,0.023270,0.019529
122.000000,0.021151,0.019532
123.000000,0.019837,0.019534
124.000000,0.018793,0.019537
125.000000,0.017754,0.019539
126.000000,0.016751,0.019541
127.000000,0.017257,0.019541
128.000000,0.016533,0.019542
129.000000,0.014953,0.019544
130.000000,0.013040,0.019546
131.000000,0.010614,0.019548
132.000000,0.009263,0.019550
133.000000,0.008715,0.019550
134.000000,0.007900,0.019551
135.000000,0.004550,0.019553
136.000000,0.002435,0.019554
137.000000,-0.000139,0.019556
138.000000,-0.001070,0.019556
139.000000,-0.001507,0.019556
140.000000,-0.002675,0.019556
141.000000,-0.004437,0.019557
142.000000,-0.004972,0.019557
143.000000,-0.006417,0.019557
144.000000,-0.007705,0.019557
145.000000,-0.007335,0.019557
146.000000,-0.007296,0.019557
147.000000,-0.007604,0.019557
148.000000,-0.006578,0.019557
149.000000,-0.005851,0.019557
150.000000,-0.003531,0.019556
151.000000,-0.000951,0.019556
152.000000,-0.000498,0.019556
153.000000,-0.001201,0.019556
154.000000,-0.000871,0.019556
155.000000,-0.000595,0.019556
156.000000,0.002216,0.019555
157.000000,0.003922,0.019554
158.000000,0.004589,0.019554
159.000000,0.006147,0.019554
160.000000,0.007533,0.019553
161.000000,0.008471,0.019553
162.000000,0.008770,0.019553
163.000000,0.011151,0.019552
164.000000,0.013315,0.019551
165.000000,0.013295,0.019551
166.000000,0.013587,0.019551
