x1,x2,y_krig,mse
-1.484222,0.217846,1.804858,0.0060816450
0.493127,0.000483,1.030444,0.0044562926
-0.564765,0.696910,-0.328698,0.0003728760
-1.872786,-0.667257,2.547803,0.0017924855
0.109507,-0.452783,-0.730197,0.0025034570
-1.976275,0.735867,0.925518,0.0007722833
-0.413639,0.866329,-0.343983,0.0044744359
-1.385958,-0.727129,2.389062,0.0095705937
-0.641846,0.654919,-0.133051,0.0012141480
-0.263059,-0.707246,-0.578768,0.0074457170
-1.794880,-0.053743,3.036874,0.0042922024
-0.089969,0.240580,-0.344147,0.0044888312
0.233362,-0.611627,-0.832551,0.0075680995
-0.200076,0.804674,-0.967100,0.0025714533
-0.832118,-0.961812,2.171653,0.0061415735
1.557362,-0.517298,0.413522,0.0022210316
1.448786,0.050836,2.256616,0.0069337915
1.279177,-0.833429,0.478946,0.0112086789
1.863093,-0.234592,1.677078,0.0015730233
0.412301,0.910560,0.494394,0.0016086751
1.928333,0.452694,3.491714,0.0049390054
0.280365,-0.895522,-0.384687,0.0073361806
-1.233873,-0.250141,2.512728,0.0012240525
-1.031404,-0.783363,2.137490,0.0052689383
0.766000,0.506125,1.340443,0.0076904163
-0.522074,0.950338,0.324959,0.0041311673
0.063397,0.415706,-0.769926,0.0049599754
-1.044840,-0.952923,2.828298,0.0109470354
-0.798505,0.304508,1.193479,0.0060950081
1.726567,0.992314,4.346879,0.0093161599
-0.011256,0.321207,-0.573568,0.0059477995
1.340457,-0.127816,1.850818,0.0062232929
1.142689,-0.330766,1.222543,0.0115223134
1.088651,-0.406244,0.976614,0.0101086638
1.662879,-0.368607,0.940268,0.0052575672
-0.954397,-0.857462,2.169560,0.0047620054
0.611936,0.111096,1.416240,0.0053556581
-1.318904,0.599527,0.207965,0.0062888244
-0.355191,0.171437,0.322773,0.0031230317
1.378158,-0.564655,0.407348,0.0052477991
0.378855,0.135733,0.644398,0.0041073065
0.844740,-0.004356,1.913487,0.0025817998
1.028344,-0.110602,1.901194,0.0047601283
0.640694,0.619320,0.828189,0.0064741052
-1.625012,-0.176908,2.699421,0.0082262118
-1.140862,0.791704,0.340856,0.0090403616
1.797431,-0.524823,0.423152,0.0043429502
0.940209,0.531615,1.746751,0.0102485007
-1.577944,-0.282550,2.531243,0.0070407080
-1.751513,0.391975,1.330915,0.0055348697
