likelihood_sigma,sigma
1.2334775028e-30,2.7878765781
2.1398048324e-26,3.7074560171
1.1167747014e-24,39.1610898896
4.0416450908e-21,10.3523850598
2.7487130967e-29,3.0165806683
2.7274413241e-21,8.5803613543
2.7247007892e-31,2.6906170758
1.2255308581e-21,16.6790887471
2.6473133663e-22,6.1679034333
1.0498230290e-21,17.1758784413
2.5636719249e-37,2.0606659798
4.6468077044e-37,2.0808822565
5.8689924621e-25,4.2337273157
2.7656639605e-21,8.6129885140
2.4810638964e-40,1.8533409215
8.8536261970e-24,4.8491738405
1.0612420435e-39,1.8928590653
1.4513634721e-21,16.1216631528
6.8676630261e-41,1.8198982876
1.1968346067e-24,38.9036884516
2.1555967165e-30,2.8259626218
3.3207404029e-25,4.1295202821
1.5672458538e-32,2.5266197113
1.4043891152e-25,3.9840981396
4.9820851464e-22,19.4666386109
3.6304066616e-37,2.0724381923
2.9978063689e-21,8.8183595088
4.2497222895e-24,4.6591306525
4.9083897916e-23,26.4210893867
8.1470228482e-25,4.2969796394
2.9648181359e-21,8.7882981194
1.1215967593e-22,23.9126316385
1.6578855441e-40,1.8426992288
7.2475213745e-24,4.7952113448
2.1505243116e-29,2.9968724819
1.1989243467e-22,5.7640564693
2.7368498756e-37,2.0628664143
4.8320809548e-31,2.7265709208
4.3691282717e-34,2.3506733433
1.0234025821e-22,5.6930107114
3.5419093427e-21,12.4396896798
9.5045170765e-35,2.2838654049
3.9456331241e-44,1.6490366121
3.4508388705e-21,9.2784373076
2.2961156695e-29,3.0021028294
3.8880202618e-29,3.0449619606
3.2230388767e-21,9.0340557152
1.8098900634e-22,5.9629524711
4.5438946670e-30,2.8788006617
9.1259594444e-22,7.0570888343
5.1766990879e-37,2.0846006970
4.1377994228e-28,3.2571863321
2.0217638124e-22,22.1539220916
2.5879588199e-45,1.5950209930
2.4584748599e-31,137.1920909237
2.9857564516e-41,705.7186234944
3.1919148597e-22,6.2777430379
2.7827301290e-21,13.6861090383
2.4249485379e-21,14.2649971305
1.0661519605e-25,48.5671863055
2.5750712541e-21,14.0192252990
3.1839514601e-28,3.2319088949
1.3880883885e-30,2.7958325747
6.9205707663e-39,1.9466942222
6.5125926978e-34,2.3688994221
3.2078914890e-40,1.8601940496
1.0152042265e-21,17.2821673748
5.9341874868e-23,5.4676669810
3.7145331913e-44,1.6477967032
9.1884946251e-22,17.5958388216
3.8799590335e-21,11.7401856384
7.7788925229e-34,2.3771162232
3.0909424650e-30,2.8512111709
6.2130870410e-30,2.9016730707
4.0699704450e-21,11.0446867499
3.8937659028e-32,2.5763253970
4.3875608671e-22,6.4809866634
1.2579297654e-25,3.9664346952
