W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.084409,0.021893
2.000000,1.476039,0.042142
3.000000,1.783475,0.062364
4.000000,2.039973,0.082369
5.000000,2.222150,0.100315
6.000000,2.378170,0.117605
7.000000,2.504858,0.133795
8.000000,2.654863,0.151598
9.000000,2.774995,0.168070
10.000000,2.896207,0.184900
11.000000,3.001734,0.200990
12.000000,3.135164,0.219259
13.000000,3.257423,0.237112
14.000000,3.349089,0.252987
15.000000,3.445820,0.269430
16.000000,3.550936,0.286754
17.000000,3.662686,0.304881
18.000000,3.803085,0.325746
19.000000,3.912067,0.344263
20.000000,3.991237,0.360354
21.000000,4.053756,0.375037
22.000000,4.103739,0.388596
23.000000,4.142155,0.401049
24.000000,4.181102,0.413527
25.000000,4.213930,0.425368
26.000000,4.235838,0.436047
27.000000,4.250844,0.445927
28.000000,4.269972,0.456154
29.000000,4.284455,0.465802
30.000000,4.298739,0.475345
31.000000,4.317167,0.485274
32.000000,4.340661,0.495722
33.000000,4.369245,0.506723
34.000000,4.401352,0.518123
35.000000,4.432466,0.529403
36.000000,4.455244,0.539672
37.000000,4.467812,0.548659
38.000000,4.477491,0.557229
39.000000,4.480702,0.564918
40.000000,4.482677,0.572367
41.000000,4.486703,0.579998
42.000000,4.492214,0.587749
43.000000,4.500659,0.595823
44.000000,4.515689,0.604724
45.000000,4.567683,0.618599
46.000000,4.604205,0.630435
47.000000,4.653683,0.644099
48.000000,4.713888,0.659336
49.000000,4.803868,0.678885
50.000000,4.865039,0.694510
51.000000,4.923434,0.709839
52.000000,4.976622,0.724508
53.000000,5.037182,0.740342
54.000000,5.103751,0.757170
55.000000,5.154957,0.771815
56.000000,5.186825,0.783615
57.000000,5.233625,0.797714
58.000000,5.265078,0.809517
