tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.889519,0.005989
2.000000,0.807719,0.010293
3.000000,0.738547,0.013890
4.000000,0.675929,0.017113
5.000000,0.621786,0.019867
6.000000,0.573673,0.022278
7.000000,0.531965,0.024333
8.000000,0.494429,0.026143
9.000000,0.462625,0.027643
10.000000,0.434740,0.028922
11.000000,0.408635,0.030075
12.000000,0.387207,0.030974
13.000000,0.366345,0.031801
14.000000,0.349039,0.032465
15.000000,0.332492,0.033096
16.000000,0.316223,0.033720
17.000000,0.300749,0.034334
18.000000,0.287169,0.034905
19.000000,0.274413,0.035471
20.000000,0.265430,0.035927
21.000000,0.256405,0.036410
22.000000,0.248339,0.036874
23.000000,0.239063,0.037374
24.000000,0.230037,0.037845
25.000000,0.213356,0.038536
26.000000,0.200002,0.039084
27.000000,0.190044,0.039495
28.000000,0.180149,0.039881
29.000000,0.173223,0.040147
30.000000,0.165189,0.040412
31.000000,0.155961,0.040671
32.000000,0.146106,0.040911
33.000000,0.138093,0.041063
34.000000,0.131285,0.041152
35.000000,0.126608,0.041157
36.000000,0.123526,0.041107
37.000000,0.120178,0.041065
38.000000,0.117638,0.040997
39.000000,0.117068,0.040865
40.000000,0.116770,0.040712
41.000000,0.115144,0.040577
42.000000,0.117395,0.040314
43.000000,0.123960,0.039924
44.000000,0.126465,0.039646
45.000000,0.131747,0.039314
46.000000,0.134355,0.039082
47.000000,0.136249,0.038888
48.000000,0.137797,0.038719
49.000000,0.138563,0.038585
50.000000,0.137717,0.038499
51.000000,0.138687,0.038358
52.000000,0.136906,0.038265
53.000000,0.133217,0.038198
54.000000,0.133099,0.038032
55.000000,0.137005,0.037765
56.000000,0.138642,0.037575
57.000000,0.139122,0.037439
58.000000,0.139012,0.037348
59.000000,0.142461,0.037195
60.000000,0.141930,0.037161
61.000000,0.139628,0.037171
62.000000,0.138163,0.037145
63.000000,0.135904,0.037118
64.000000,0.131900,0.037112
65.000000,0.130909,0.037014
66.000000,0.126437,0.036988
67.000000,0.123941,0.036912
68.000000,0.120944,0.036857
69.000000,0.115435,0.036874
70.000000,0.108871,0.036917
71.000000,0.104640,0.036900
72.000000,0.100780,0.036863
73.000000,0.098575,0.036771
74.000000,0.098005,0.036621
75.000000,0.099777,0.036407
76.000000,0.098734,0.036249
77.000000,0.099145,0.036056
78.000000,0.098032,0.035901
79.000000,0.099524,0.035708
80.000000,0.099407,0.035587
81.000000,0.097753,0.035540
82.000000,0.096573,0.035514
83.000000,0.094548,0.035527
84.000000,0.086466,0.035678
85.000000,0.082337,0.035757
86.000000,0.076721,0.035871
87.000000,0.070171,0.036014
88.000000,0.064143,0.036157
89.000000,0.059966,0.036272
90.000000,0.057125,0.036369
91.000000,0.058414,0.036405
92.000000,0.059641,0.036466
93.000000,0.060730,0.036550
94.000000,0.059549,0.036675
95.000000,0.057651,0.036792
96.000000,0.059466,0.036820
97.000000,0.060744,0.036836
98.000000,0.062178,0.036830
99.000000,0.065630,0.036775
100.000000,0.066587,0.036741
101.000000,0.068604,0.036682
102.000000,0.073116,0.036590
103.000000,0.074919,0.036540
104.000000,0.073681,0.036545
105.000000,0.068966,0.036636
106.000000,0.062050,0.036795
107.000000,0.055260,0.036933
108.000000,0.049769,0.037041
109.000000,0.043933,0.037143
110.000000,0.039024,0.037227
111.000000,0.036658,0.037273
112.000000,0.034023,0.037318
113.000000,0.030466,0.037368
114.000000,0.028172,0.037396
115.000000,0.027686,0.037400
116.000000,0.028716,0.037391
117.000000,0.029785,0.037385
118.000000,0.031791,0.037374
119.000000,0.034677,0.037358
120.000000,0.038439,0.037339
121.000000,0.042984,0.037317
122.000000,0.046401,0.037307
123.000000,0.049255,0.037301
124.000000,0.047139,0.037336
125.000000,0.044600,0.037371
126.000000,0.045000,0.037380
127.000000,0.044951,0.037393
128.000000,0.041466,0.037432
129.000000,0.038756,0.037466
130.000000,0.035006,0.037506
131.000000,0.031353,0.037546
132.000000,0.028021,0.037585
133.000000,0.025093,0.037621
134.000000,0.020015,0.037670
135.000000,0.017651,0.037701
136.000000,0.016636,0.037724
137.000000,0.015833,0.037742
138.000000,0.019317,0.037735
139.000000,0.019960,0.037745
140.000000,0.019894,0.037757
141.000000,0.020188,0.037766
142.000000,0.018837,0.037782
143.000000,0.019020,0.037792
144.000000,0.018461,0.037807
145.000000,0.019284,0.037818
146.000000,0.017083,0.037840
147.000000,0.014698,0.037859
148.000000,0.010643,0.037880
149.000000,0.008153,0.037892
150.000000,0.004519,0.037904
151.000000,0.001749,0.037909
152.000000,-0.002307,0.037919
153.000000,-0.005045,0.037923
154.000000,-0.008012,0.037929
155.000000,-0.012716,0.037938
156.000000,-0.017754,0.037948
157.000000,-0.024891,0.037965
158.000000,-0.030558,0.037980
159.000000,-0.032854,0.037977
160.000000,-0.036080,0.037975
161.000000,-0.034491,0.037967
162.000000,-0.032795,0.037960
163.000000,-0.030520,0.037954
164.000000,-0.032013,0.037951
165.000000,-0.031488,0.037947
166.000000,-0.032888,0.037944
167.000000,-0.031152,0.037940
168.000000,-0.028820,0.037937
169.000000,-0.025737,0.037934
170.000000,-0.027373,0.037932
171.000000,-0.027877,0.037930
172.000000,-0.031130,0.037928
173.000000,-0.031112,0.037926
174.000000,-0.028070,0.037925
175.000000,-0.028498,0.037924
176.000000,-0.026727,0.037924
177.000000,-0.024706,0.037924
178.000000,-0.025094,0.037923
179.000000,-0.025308,0.037923
180.000000,-0.025363,0.037923
181.000000,-0.028045,0.037922
182.000000,-0.027432,0.037923
183.000000,-0.027266,0.037923
184.000000,-0.023839,0.037926
185.000000,-0.017164,0.037929
186.000000,-0.011287,0.037931
187.000000,-0.006926,0.037933
188.000000,0.000534,0.037935
189.000000,0.004450,0.037935
190.000000,0.006663,0.037935
191.000000,0.005872,0.037935
192.000000,0.005904,0.037935
193.000000,0.006496,0.037935
194.000000,0.006252,0.037935
195.000000,0.007675,0.037935
196.000000,0.007491,0.037935
197.000000,0.003960,0.037935
198.000000,0.005421,0.037935
199.000000,0.003486,0.037935
200.000000,-0.000283,0.037935
201.000000,-0.004552,0.037933
202.000000,-0.006612,0.037933
203.000000,-0.006647,0.037932
204.000000,-0.008032,0.037931
205.000000,-0.011670,0.037929
206.000000,-0.015216,0.037926
207.000000,-0.022766,0.037921
208.000000,-0.028786,0.037916
209.000000,-0.032812,0.037913
210.000000,-0.038776,0.037909
