tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.584409,0.010179
2.000000,0.391630,0.014169
3.000000,0.307436,0.015507
4.000000,0.256499,0.016491
5.000000,0.182176,0.017713
6.000000,0.156021,0.018203
7.000000,0.126688,0.018481
8.000000,0.150005,0.018211
9.000000,0.120132,0.018590
10.000000,0.121212,0.018170
11.000000,0.105526,0.017921
12.000000,0.133430,0.017285
13.000000,0.122259,0.017210
14.000000,0.091665,0.017475
15.000000,0.096732,0.017409
16.000000,0.105116,0.017363
17.000000,0.111750,0.017321
18.000000,0.140399,0.016972
19.000000,0.108982,0.017165
20.000000,0.079170,0.017408
21.000000,0.062519,0.017645
22.000000,0.049983,0.017980
23.000000,0.038416,0.018361
24.000000,0.038947,0.018608
25.000000,0.032828,0.018723
26.000000,0.021908,0.018707
27.000000,0.015006,0.018671
28.000000,0.019128,0.018355
29.000000,0.014483,0.018121
30.000000,0.014283,0.017781
31.000000,0.018429,0.017635
32.000000,0.023493,0.017536
33.000000,0.028584,0.017476
34.000000,0.032107,0.017403
35.000000,0.031114,0.017351
36.000000,0.022778,0.017323
37.000000,0.012568,0.017303
38.000000,0.009680,0.017237
39.000000,0.003211,0.017178
40.000000,0.001975,0.017103
41.000000,0.004026,0.017054
42.000000,0.005511,0.017004
43.000000,0.008445,0.016977
44.000000,0.015031,0.016940
45.000000,0.051994,0.016819
46.000000,0.036522,0.016863
47.000000,0.049478,0.016810
48.000000,0.060205,0.016758
49.000000,0.089979,0.016627
50.000000,0.061172,0.016748
51.000000,0.058395,0.016765
52.000000,0.053189,0.016790
53.000000,0.060560,0.016766
54.000000,0.066569,0.016754
55.000000,0.051206,0.016823
56.000000,0.031867,0.016894
57.000000,0.046800,0.016861
58.000000,0.031453,0.016913
