tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.477998,0.009205
2.000000,0.252669,0.011682
3.000000,0.136998,0.012502
4.000000,0.083380,0.012759
5.000000,0.043417,0.012909
6.000000,0.026994,0.012850
7.000000,0.008405,0.012823
8.000000,0.011181,0.013042
9.000000,0.007604,0.013013
10.000000,0.008314,0.013037
11.000000,-0.000205,0.013162
12.000000,0.000180,0.013074
13.000000,-0.013837,0.012978
14.000000,-0.013172,0.012952
15.000000,-0.000323,0.012942
16.000000,0.017176,0.012937
17.000000,0.000655,0.012938
18.000000,0.002379,0.012934
19.000000,0.003150,0.012934
20.000000,0.004916,0.012934
21.000000,-0.007100,0.012936
22.000000,0.017708,0.012927
23.000000,0.024214,0.012922
24.000000,0.001125,0.012934
