W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.977998,0.019744
2.000000,1.230667,0.035137
3.000000,1.367665,0.047824
4.000000,1.451045,0.058589
5.000000,1.494462,0.067465
6.000000,1.521456,0.075239
7.000000,1.529860,0.081716
8.000000,1.541041,0.087997
9.000000,1.548646,0.093795
10.000000,1.556960,0.099400
11.000000,1.556755,0.104237
12.000000,1.556935,0.108885
13.000000,1.543098,0.112324
14.000000,1.529925,0.115569
15.000000,1.529602,0.119600
16.000000,1.546778,0.124909
17.000000,1.547433,0.128808
18.000000,1.549812,0.132746
19.000000,1.552962,0.136661
20.000000,1.557877,0.140655
21.000000,1.550777,0.143472
22.000000,1.568485,0.148525
23.000000,1.592699,0.154207
24.000000,1.593824,0.157635
