W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.199630,0.024219
2.000000,1.715879,0.048990
3.000000,2.115273,0.073966
4.000000,2.435474,0.098338
5.000000,2.694710,0.121648
6.000000,2.920757,0.144437
7.000000,3.108730,0.166050
8.000000,3.275560,0.187041
9.000000,3.429348,0.207702
10.000000,3.575901,0.228293
11.000000,3.724427,0.249381
12.000000,3.883064,0.271564
13.000000,4.029394,0.293304
14.000000,4.158424,0.314123
15.000000,4.287111,0.335210
16.000000,4.423538,0.357221
17.000000,4.552618,0.378959
18.000000,4.689160,0.401641
19.000000,4.816902,0.423888
20.000000,4.936378,0.445687
21.000000,5.049190,0.467131
22.000000,5.153717,0.488021
23.000000,5.236970,0.507050
24.000000,5.315259,0.525699
25.000000,5.381470,0.543223
26.000000,5.433263,0.559312
27.000000,5.473146,0.574151
28.000000,5.507425,0.588348
29.000000,5.536496,0.601923
30.000000,5.564719,0.615334
31.000000,5.599880,0.629458
32.000000,5.638905,0.643986
33.000000,5.693301,0.660280
34.000000,5.749226,0.676793
35.000000,5.804628,0.693291
36.000000,5.851780,0.708837
37.000000,5.889829,0.723287
38.000000,5.922510,0.737063
39.000000,5.942954,0.749276
40.000000,5.959434,0.760925
41.000000,5.978103,0.772791
42.000000,5.995611,0.784450
43.000000,6.014825,0.796277
44.000000,6.036637,0.808404
45.000000,6.079016,0.823278
46.000000,6.128924,0.839209
47.000000,6.187859,0.856439
48.000000,6.260853,0.875712
49.000000,6.340639,0.896062
50.000000,6.406356,0.914541
51.000000,6.470893,0.932946
52.000000,6.530246,0.950688
53.000000,6.592828,0.968984
54.000000,6.660154,0.988071
55.000000,6.715601,1.005479
56.000000,6.757132,1.020853
57.000000,6.802340,1.036818
58.000000,6.848480,1.052968
59.000000,6.909449,1.071461
60.000000,6.979244,1.091418
61.000000,7.055182,1.112449
62.000000,7.132942,1.133891
63.000000,7.219255,1.156830
64.000000,7.303805,1.179631
65.000000,7.376594,1.200659
66.000000,7.442911,1.220736
67.000000,7.507040,1.240547
68.000000,7.568083,1.259933
69.000000,7.631070,1.279726
70.000000,7.696447,1.300009
71.000000,7.760823,1.320213
72.000000,7.827064,1.340825
73.000000,7.892442,1.361381
74.000000,7.941923,1.379267
75.000000,7.985477,1.396171
76.000000,8.026632,1.412691
