x1,x2,y_krig,mse
-1.297304,0.418866,0.947013,0.0069501690
-1.751074,-0.989602,3.822373,0.0011944516
1.976852,0.709247,4.221744,0.0023704011
-0.387802,0.490327,-0.635141,0.0088815667
1.308857,0.216266,2.374128,0.0037277399
0.116137,-0.175354,-0.069265,0.0004451708
1.900037,0.657685,3.798966,0.0034272894
-0.723201,0.808488,0.288506,0.0062040363
0.531222,-0.159262,0.788797,0.0030500490
0.872714,-0.093923,1.850180,0.0010776560
-1.493879,-0.460724,2.213821,0.0010468425
-1.988364,0.327644,2.672637,0.0092715550
1.064216,-0.076463,2.183683,0.0032869886
-1.764605,-0.330589,2.629227,0.0048023925
-0.515538,0.981059,0.594465,0.0054422178
-1.662652,0.612637,0.193454,0.0033365975
1.182111,0.774190,2.341105,0.0004982325
1.779690,0.004232,2.358203,0.0069467919
0.643088,0.159570,1.329073,0.0062908467
0.447676,0.877607,0.521375,0.0024251795
1.219135,0.892806,2.782873,0.0018102437
1.371314,0.959209,3.315412,0.0080042429
1.699897,-0.267547,1.413630,0.0020497658
-0.139053,-0.918371,-0.361157,0.0040306840
-0.465253,0.275882,0.238434,0.0077141418
-0.891527,-0.869714,1.998378,0.0024741673
0.618812,0.175963,1.244506,0.0062954569
-0.225941,-0.378485,-0.235435,0.0024614157
0.792502,-0.659921,0.463327,0.0064340230
1.495262,0.543287,2.479403,0.0071101693
-0.259984,0.072971,0.239977,0.0011991293
-1.859986,-0.298782,2.913157,0.0059543033
-1.232687,-0.489832,2.162540,0.0023346404
-0.569797,-0.693613,0.519232,0.0058410300
-1.192332,-0.934284,2.964674,0.0023419152
-0.009335,-0.023462,0.059803,0.0041122723
1.646260,-0.826463,-0.065714,0.0026611847
0.177764,0.476154,-0.617086,0.0045556590
-1.081454,0.565329,0.575760,0.0082518462
-1.408845,-0.213170,2.545081,0.0033871553
0.952926,-0.579274,0.832515,0.0043179165
0.968947,0.082834,2.141193,0.0074145249
0.035262,0.287199,-0.388387,0.0067689895
0.292528,0.747206,-0.403028,0.0035591818
-0.683830,-0.402875,1.201350,0.0052319844
-0.868781,0.372643,1.032618,0.0067105743
1.594607,-0.778249,-0.079242,0.0033743452
-1.575547,-0.733651,2.406135,0.0036765659
0.355548,-0.627853,-0.725726,0.0085304677
-1.007188,-0.523954,1.893498,0.0064496935
