likelihood_beta,beta
9.2001681768e-28,1.9811397698
7.1887456052e-28,1.3372146832
1.3238290342e-27,3.8584580642
8.3498521493e-28,1.7081746192
8.8260788752e-28,1.8604144342
1.2691462759e-27,3.3824790209
6.1954429699e-28,7.4102932063
1.2801588622e-27,3.4551391679
1.3292345998e-27,4.4748645743
7.9387104173e-28,1.5772283913
7.9265393351e-28,1.5733511683
8.0571846500e-28,1.6149598616
1.2469312045e-27,5.1704458467
1.1808086572e-27,2.9273884459
8.3512269905e-28,1.7086128009
9.9592846795e-28,2.2320832415
8.8191966885e-28,1.8582051061
1.1332961653e-27,2.7295146811
8.4866682052e-28,1.7518066243
5.5547928097e-28,0.7914292630
1.2403907826e-27,3.2151058221
1.1422738059e-27,5.6559475226
9.6818710315e-28,2.1391786678
8.4081655795e-28,1.7267643038
1.1308939329e-27,2.7200044925
1.2228384192e-27,3.1239457794
1.2644892594e-27,3.3534282116
8.5347932271e-28,1.7671698077
7.8716345272e-28,1.5558572814
1.0912182140e-27,5.8531920632
2.4519124606e-33,17.4745131656
8.4471278236e-28,1.7391906235
3.7967165816e-44,26.7376588592
1.2454176008e-27,3.2425378951
9.8771967629e-30,12.2954390631
9.6414650872e-28,2.1257769951
7.4462239003e-28,1.4199650606
1.3090636055e-27,3.6877542536
1.2389914170e-27,5.2137916913
1.3101887867e-27,4.7225622407
9.6674481835e-28,2.1343914666
1.2208341608e-27,3.1139394639
8.3686090743e-28,1.7141531278
8.1325931318e-30,12.4539767912
8.4215341187e-28,1.7310274177
9.1035233398e-29,10.1923751333
7.9355642682e-28,1.5762261766
8.3593002067e-28,1.7111859453
7.8929994883e-28,1.5626653438
7.5932851805e-28,1.4670329109
9.3597634336e-28,2.0331171281
1.1853329166e-27,2.9473899067
7.5535170851e-28,1.4543164956
8.3661738126e-28,1.7133768716
8.3382638624e-28,1.7044814439
8.5726903215e-28,1.7792748597
9.0230661816e-28,1.9238163577
7.8014552832e-28,1.5334866175
8.1061601883e-28,1.6305547164
1.0764228447e-27,5.9076403076
6.3902918122e-30,12.6465113371
8.4740011525e-28,1.7477643764
7.7930379321e-28,1.5308025700
8.2466140501e-28,1.6752823783
1.1947320274e-27,2.9897366251
9.2306522253e-28,1.9910426551
1.1390335533e-27,2.7523964845
9.0521891543e-28,1.9332198320
8.5159799460e-28,1.7611628268
1.3307396452e-27,3.9767709975
9.5771236796e-28,2.1044977013
1.3028546463e-27,4.7910186094
8.1335011819e-28,1.6392606145
1.0383893524e-27,2.3779897015
8.0029684208e-28,1.5976949313
8.1223061626e-28,1.6356958909
8.3228336921e-28,1.6995643419
1.2217649779e-27,3.1185772327
1.0396087527e-27,6.0391156507
6.1409322293e-29,10.6157037838
1.3020100932e-27,4.7984128332
8.7541466139e-28,1.8373394601
1.3263540267e-27,4.5248295182
9.4797993468e-28,2.0724447976
