likelihood_theta1,theta1
1.1503940586e-67,2.3098324427
2.4429847910e-66,2.2541929128
1.3173936706e-68,2.3534949842
2.4228237869e-66,2.2543360284
3.3989759520e-65,2.2104962493
5.5373059108e-61,2.0709448091
8.6294632066e-58,1.9775552158
5.9099942929e-60,2.0401372996
1.2220918186e-62,2.1227505749
5.6436200103e-64,2.1671640047
4.0461789917e-64,2.1721444909
2.5959119466e-65,2.2148190898
4.2764732734e-59,2.0149830530
3.2885465900e-51,1.7900518282
4.5743162868e-46,1.6145712942
1.2953468833e-48,1.7083717466
1.0873192605e-52,1.8334703283
2.9552505065e-59,2.0196449302
4.8266297068e-55,1.9002203360
1.8421419877e-67,2.3008502345
1.6200282145e-72,2.6084561964
2.0626680066e-69,2.3944750338
1.1068067491e-68,2.3571887236
1.8354095217e-67,2.3009194566
3.3601442616e-57,1.9608356174
1.4952993667e-57,1.9707814208
2.2762780015e-50,1.7645714636
7.7740495032e-44,1.5060834361
2.6095200214e-46,1.6244888668
1.9837084792e-49,1.7350550680
4.3910112790e-74,2.8074180659
4.1695247371e-69,2.3784715937
9.4949012299e-75,2.9908799696
3.4987652260e-65,2.2100340488
1.1901388258e-56,1.9453587242
1.5258676675e-57,1.9705324055
4.4587708793e-65,2.2061751807
8.9840650618e-64,2.1602668588
4.5012279505e-65,2.2060248552
2.3602749770e-71,2.5136811794
5.5603284623e-73,2.6550475154
1.0173719240e-58,2.0041054733
3.4182974030e-63,2.1408188882
