tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.615883,0.006225
2.000000,0.393658,0.009358
3.000000,0.270190,0.010995
4.000000,0.210371,0.011694
5.000000,0.174346,0.011957
6.000000,0.161924,0.011860
7.000000,0.147741,0.011743
8.000000,0.143749,0.011620
9.000000,0.131680,0.011695
10.000000,0.122613,0.011785
11.000000,0.107176,0.011875
12.000000,0.092955,0.012011
13.000000,0.078050,0.012048
14.000000,0.062847,0.012044
15.000000,0.052466,0.012070
16.000000,0.044424,0.012054
17.000000,0.044714,0.011982
18.000000,0.046300,0.011853
19.000000,0.053078,0.011708
20.000000,0.051204,0.011687
21.000000,0.050172,0.011717
22.000000,0.041574,0.011759
23.000000,0.039685,0.011709
24.000000,0.055917,0.011631
25.000000,0.056708,0.011633
26.000000,0.041354,0.011670
27.000000,0.037010,0.011631
28.000000,0.029103,0.011621
29.000000,0.031921,0.011560
30.000000,0.034694,0.011496
31.000000,0.034551,0.011470
32.000000,0.027905,0.011468
33.000000,0.029711,0.011452
34.000000,0.028723,0.011449
35.000000,0.024437,0.011454
36.000000,0.017862,0.011461
37.000000,0.009622,0.011469
38.000000,0.005936,0.011470
39.000000,0.005779,0.011464
40.000000,0.006528,0.011457
41.000000,0.011944,0.011444
42.000000,0.013911,0.011438
43.000000,0.018540,0.011430
44.000000,0.019666,0.011428
45.000000,0.015495,0.011433
46.000000,0.009816,0.011440
47.000000,0.008562,0.011442
48.000000,0.013639,0.011437
49.000000,0.015106,0.011436
50.000000,0.016710,0.011435
51.000000,0.014903,0.011437
52.000000,0.017244,0.011436
53.000000,0.010759,0.011442
54.000000,0.006469,0.011445
55.000000,0.010738,0.011443
56.000000,0.009906,0.011444
57.000000,0.001688,0.011448
58.000000,0.008135,0.011446
