W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.115883,0.015582
2.000000,1.509541,0.029809
3.000000,1.779730,0.043044
4.000000,1.990101,0.055578
5.000000,2.164448,0.067581
6.000000,2.326372,0.079570
7.000000,2.474113,0.091403
8.000000,2.617862,0.103392
9.000000,2.749542,0.115180
10.000000,2.872155,0.126824
11.000000,2.979331,0.137978
12.000000,3.072286,0.148609
13.000000,3.150336,0.158607
14.000000,3.213183,0.167878
15.000000,3.265649,0.176608
16.000000,3.310073,0.184881
17.000000,3.354787,0.193145
18.000000,3.401087,0.201488
19.000000,3.454165,0.210239
20.000000,3.505369,0.218899
21.000000,3.555542,0.227515
22.000000,3.597116,0.235592
23.000000,3.636801,0.243544
24.000000,3.692718,0.252607
25.000000,3.749427,0.261776
26.000000,3.790780,0.269904
27.000000,3.827790,0.277731
28.000000,3.856894,0.284978
29.000000,3.888815,0.292422
30.000000,3.923510,0.300075
31.000000,3.958061,0.307721
32.000000,3.985965,0.314849
33.000000,4.015676,0.322114
34.000000,4.044399,0.329297
35.000000,4.068835,0.336123
36.000000,4.086697,0.342388
37.000000,4.096319,0.347928
38.000000,4.102254,0.353109
39.000000,4.108034,0.358229
40.000000,4.114562,0.363369
41.000000,4.126506,0.368951
42.000000,4.140417,0.374682
43.000000,4.158957,0.380814
44.000000,4.178623,0.387038
45.000000,4.194118,0.392863
46.000000,4.203934,0.398134
47.000000,4.212496,0.403258
48.000000,4.226135,0.408845
49.000000,4.241242,0.414558
50.000000,4.257952,0.420417
51.000000,4.272855,0.426086
52.000000,4.290099,0.431980
53.000000,4.300858,0.437207
54.000000,4.307327,0.441976
55.000000,4.318065,0.447162
56.000000,4.327970,0.452244
57.000000,4.329658,0.456442
58.000000,4.337793,0.461293
