tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.423897,0.006480
2.000000,0.197912,0.007906
3.000000,0.091752,0.008365
4.000000,0.046807,0.008529
5.000000,0.025228,0.008572
6.000000,0.012846,0.008576
7.000000,0.015821,0.008602
8.000000,0.014351,0.008617
9.000000,0.005464,0.008527
10.000000,0.012883,0.008458
11.000000,0.010788,0.008470
12.000000,0.007300,0.008450
13.000000,0.010262,0.008444
14.000000,0.008542,0.008440
15.000000,0.022259,0.008433
16.000000,0.014785,0.008437
17.000000,0.006159,0.008441
18.000000,0.005119,0.008441
19.000000,0.002907,0.008442
20.000000,-0.001893,0.008442
21.000000,-0.000083,0.008442
22.000000,0.004199,0.008442
