W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.346334,0.018800
2.000000,2.087263,0.041218
3.000000,2.742198,0.066321
4.000000,3.326000,0.092885
5.000000,3.847919,0.120145
6.000000,4.317693,0.147680
7.000000,4.741963,0.175187
8.000000,5.124897,0.202406
9.000000,5.473592,0.229291
10.000000,5.791952,0.255752
11.000000,6.080311,0.281589
12.000000,6.342024,0.306770
13.000000,6.582722,0.331414
14.000000,6.808579,0.355725
15.000000,7.019843,0.379636
16.000000,7.219630,0.403245
17.000000,7.408019,0.426502
18.000000,7.588412,0.449553
19.000000,7.760699,0.472359
20.000000,7.922636,0.494742
21.000000,8.075125,0.516717
22.000000,8.215660,0.538081
23.000000,8.348449,0.559067
24.000000,8.473572,0.579651
25.000000,8.587608,0.599565
26.000000,8.691947,0.618868
27.000000,8.790244,0.637789
28.000000,8.878001,0.655977
29.000000,8.957909,0.673597
30.000000,9.028601,0.690519
31.000000,9.091383,0.706814
32.000000,9.152329,0.722938
33.000000,9.208435,0.738647
34.000000,9.257542,0.753754
35.000000,9.303803,0.768579
36.000000,9.348398,0.783218
37.000000,9.393614,0.797862
38.000000,9.436674,0.812279
39.000000,9.478353,0.826532
40.000000,9.517136,0.840486
41.000000,9.552772,0.854114
42.000000,9.583688,0.867264
43.000000,9.609200,0.879864
44.000000,9.629548,0.891921
45.000000,9.645795,0.903522
46.000000,9.657837,0.914646
47.000000,9.663923,0.925117
48.000000,9.662943,0.934812
49.000000,9.658872,0.944102
50.000000,9.651536,0.952962
51.000000,9.642709,0.961564
52.000000,9.631829,0.969850
53.000000,9.616095,0.977532
54.000000,9.595577,0.984605
55.000000,9.570321,0.991065
56.000000,9.541625,0.997035
57.000000,9.508518,1.002408
58.000000,9.473666,1.007457
59.000000,9.440703,1.012569
60.000000,9.408822,1.017666
61.000000,9.376281,1.022562
62.000000,9.345178,1.027490
63.000000,9.315967,1.032506
64.000000,9.292196,1.038013
65.000000,9.271749,1.043789
66.000000,9.257102,1.050126
67.000000,9.246542,1.056844
68.000000,9.238860,1.063817
69.000000,9.231077,1.070708
70.000000,9.220801,1.077239
71.000000,9.206599,1.083235
72.000000,9.189546,1.088816
73.000000,9.170624,1.094094
74.000000,9.152925,1.099436
75.000000,9.138303,1.105072
76.000000,9.126202,1.110941
77.000000,9.114992,1.116853
78.000000,9.105054,1.122856
79.000000,9.099559,1.129349
80.000000,9.095127,1.135921
81.000000,9.095722,1.143073
82.000000,9.100085,1.150659
83.000000,9.108271,1.158695
84.000000,9.121097,1.167296
85.000000,9.138025,1.176403
86.000000,9.157387,1.185810
87.000000,9.179454,1.195558
88.000000,9.201756,1.205331
89.000000,9.222018,1.214829
90.000000,9.243882,1.224531
91.000000,9.269345,1.234707
92.000000,9.295879,1.245027
93.000000,9.322827,1.255404
94.000000,9.349661,1.265768
95.000000,9.377705,1.276300
96.000000,9.402623,1.286408
97.000000,9.424455,1.296094
98.000000,9.442222,1.305213
99.000000,9.459529,1.314260
100.000000,9.474982,1.323039
101.000000,9.486150,1.331205
102.000000,9.492585,1.338686
103.000000,9.494091,1.345446
104.000000,9.492073,1.351674
105.000000,9.489620,1.357806
106.000000,9.488185,1.364050
107.000000,9.484614,1.369953
108.000000,9.484064,1.376260
109.000000,9.484735,1.382715
110.000000,9.485357,1.389134
111.000000,9.486793,1.395646
112.000000,9.487312,1.401995
113.000000,9.488415,1.408404
114.000000,9.490793,1.414976
115.000000,9.495094,1.421813
116.000000,9.501208,1.428901
117.000000,9.507955,1.436066
118.000000,9.513180,1.442982
119.000000,9.517163,1.449690
120.000000,9.516880,1.455725
121.000000,9.512528,1.461110
122.000000,9.505017,1.465977
123.000000,9.493040,1.470118
124.000000,9.483092,1.474535
