tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.664337,0.006042
2.000000,0.464883,0.009204
3.000000,0.341527,0.011070
4.000000,0.263624,0.012178
5.000000,0.219577,0.012654
6.000000,0.188263,0.012842
7.000000,0.174327,0.012793
8.000000,0.168817,0.012710
9.000000,0.155990,0.012782
10.000000,0.138211,0.012933
11.000000,0.126361,0.013020
12.000000,0.110353,0.013150
13.000000,0.095502,0.013181
14.000000,0.082876,0.013186
15.000000,0.072890,0.013214
16.000000,0.064617,0.013221
17.000000,0.063685,0.013151
18.000000,0.060325,0.013064
19.000000,0.064371,0.012948
20.000000,0.060872,0.012940
21.000000,0.059450,0.012935
22.000000,0.054304,0.012930
23.000000,0.056659,0.012848
24.000000,0.064542,0.012773
25.000000,0.059228,0.012782
26.000000,0.047606,0.012806
27.000000,0.038049,0.012800
28.000000,0.036131,0.012759
29.000000,0.039614,0.012722
30.000000,0.038666,0.012717
31.000000,0.036421,0.012712
32.000000,0.037701,0.012709
33.000000,0.035555,0.012715
34.000000,0.033994,0.012680
35.000000,0.025935,0.012658
36.000000,0.024713,0.012641
37.000000,0.017652,0.012649
38.000000,0.014352,0.012645
39.000000,0.014189,0.012631
40.000000,0.018584,0.012611
41.000000,0.020376,0.012601
42.000000,0.019459,0.012598
43.000000,0.023737,0.012586
44.000000,0.022521,0.012586
45.000000,0.017054,0.012594
46.000000,0.013722,0.012598
47.000000,0.009038,0.012602
48.000000,0.014724,0.012594
49.000000,0.013798,0.012594
50.000000,0.014944,0.012591
51.000000,0.014433,0.012589
52.000000,0.012724,0.012591
53.000000,0.012395,0.012592
54.000000,0.007020,0.012597
55.000000,0.008464,0.012597
56.000000,0.003625,0.012601
57.000000,0.000205,0.012603
58.000000,0.005909,0.012600
59.000000,0.005034,0.012600
60.000000,0.007135,0.012599
61.000000,0.005578,0.012600
62.000000,0.004070,0.012601
63.000000,0.006462,0.012600
64.000000,0.006506,0.012600
65.000000,0.009892,0.012599
66.000000,0.011867,0.012598
67.000000,0.007135,0.012600
68.000000,0.007175,0.012601
