W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.923897,0.012901
2.000000,1.121808,0.022153
3.000000,1.213560,0.029351
4.000000,1.260367,0.035198
5.000000,1.285595,0.040141
6.000000,1.298442,0.044411
7.000000,1.314262,0.048554
8.000000,1.328613,0.052473
9.000000,1.334077,0.055885
10.000000,1.346960,0.059477
11.000000,1.357748,0.062880
12.000000,1.365048,0.066029
13.000000,1.375310,0.069241
14.000000,1.383852,0.072302
15.000000,1.406111,0.076043
16.000000,1.420896,0.079363
17.000000,1.427055,0.082160
18.000000,1.432174,0.084845
19.000000,1.435081,0.087347
20.000000,1.433188,0.089498
21.000000,1.433105,0.091703
22.000000,1.437303,0.094136
