likelihood_sigma,sigma
1.6213741573e-35,2.1336958507
1.1949926394e-24,4.1770861497
9.5524731260e-37,2.0329009673
4.0198228697e-21,8.9759933620
3.0402991160e-35,234.0919436474
2.6587716506e-24,4.3395375825
1.5210680121e-22,5.5689827788
4.5049230045e-21,9.7591093063
4.3432770100e-29,84.2087855023
1.0501867820e-24,4.1523633830
1.7601036781e-22,21.3942581630
2.2263084291e-27,3.2916460718
1.7254844992e-21,7.2636387102
5.4071615026e-26,3.6737351293
2.5602195617e-21,7.8236180315
4.9940729007e-25,4.0173415620
1.4232746584e-21,7.0482679973
4.8697070513e-33,2.3760606053
1.6251906404e-29,2.8593410954
2.6399646730e-25,3.9103978749
6.0363970442e-38,1.9443534859
7.4194152673e-34,2.2894046138
4.5548461826e-24,4.4591181969
7.9451424987e-38,1.9527755863
2.6752851806e-26,3.5799680386
2.5673349988e-21,7.8283788945
4.4617366206e-33,2.3718634634
2.4196078614e-35,2.1488686916
1.4392053648e-21,7.0599823174
1.3959264942e-23,4.7404824717
1.6869465564e-25,43.2808929406
8.1344560299e-44,1.6100813166
1.8167306704e-37,1.9786281965
4.2652978654e-29,2.9331394842
1.6626404960e-25,3.8373582843
4.1539680241e-38,1.9330264340
4.2792963182e-34,2.2654066914
2.9015062473e-35,2.1558333778
3.6447032123e-21,12.2098091898
7.6715381235e-23,23.6759588663
4.5299074815e-21,10.5832544124
8.6608285111e-45,1.5663832495
6.5096730995e-36,2.0999978132
4.2197857463e-21,11.3422390867
2.2043231003e-28,3.0699758711
1.3653037795e-22,5.5214691067
4.3537087873e-21,11.0816558683
1.4408824951e-23,4.7491935000
6.0911740758e-27,57.1970278276
4.4656697758e-21,9.6496747790
8.3683918995e-23,5.3211454666
8.6303896467e-24,29.9904248882
7.5258011652e-32,134.6345038765
3.0771190942e-29,2.9076588947
1.1005767487e-33,2.3069615067
2.9220047312e-21,8.0696842168
1.0207168174e-28,3.0039537928
4.0628810443e-26,3.6348981772
4.7779033925e-27,3.3738995168
9.2334487013e-29,2.9956077394
3.6754290907e-23,25.7416198807
9.2484146703e-42,1.7118530220
4.1836760005e-21,11.4057154212
1.1939509849e-24,4.1769179123
6.8924835327e-35,2.1897273894
4.3920315424e-21,9.4902481461
3.5248710778e-24,4.4010558065
4.3667785713e-42,1.6947832738
3.8501019755e-24,32.4871733885
2.8821215347e-22,5.8801049385
4.0000350098e-21,8.9546845728
2.8613023569e-21,13.2498908189
4.3076278300e-21,11.1768619969
2.0136326422e-32,2.4466334748
1.5604560974e-26,3.5121246915
9.4155646705e-43,1.6610217224
5.5778603086e-25,4.0366838638
1.2621447786e-24,4.1876700731
8.9469668695e-22,6.6205330832
1.7322766128e-22,21.4377266925
2.2810716292e-25,42.1519255058
1.0702666311e-33,2.3057079385
9.1873915023e-38,1.9572617041
1.0866495219e-36,2.0372559383
1.4504176289e-28,3.0336516559
7.9857510388e-28,67.2666899594
5.2271050331e-23,24.7465873177
6.6173253453e-39,1.8794248230
6.4394555440e-45,1.5607942585
2.0231494192e-22,5.7010423929
4.1631035929e-32,2.4846605011
1.7571843801e-24,4.2533107967
2.9900969305e-27,3.3228208038
4.2718086281e-45,1.5531260405
3.8368626491e-22,19.2713090112
2.6260092875e-21,7.8677240538
3.2322072938e-22,5.9422772266
3.2389964226e-29,2.9116246618
4.5736751977e-21,10.1632877513
2.4051694593e-40,1.7905982136
3.2029881592e-27,3.3301958476
4.3790264471e-21,11.0259244828
5.2490333799e-23,5.1497623700
1.7445489059e-26,3.5258918430
6.5460926297e-22,6.3830103154
1.6357194978e-36,2.0512155403
3.8757536272e-28,3.1206609501
2.2217148565e-22,5.7466616975
7.8306680006e-23,23.6190154817
1.7422464576e-37,1.9773012038
2.6807186606e-27,3.3111920447
4.5947721842e-22,6.1481107593
3.2680916882e-39,1.8597064802
1.9523612236e-36,2.0573225120
4.2963499089e-30,100.1669726693
6.6858069192e-36,2.1009665941
3.2238337265e-24,33.0504329391
1.6309038996e-24,4.2382739455
2.3879841955e-45,1.5423988893
7.2020516509e-29,2.9751629980
4.5729869221e-21,10.1436883126
9.5502129917e-24,29.6842413099
4.5740970225e-21,10.2302898735
1.0062238189e-22,22.9260859539
8.0907838893e-33,2.4007565123
1.0210793157e-27,3.2126277716
9.0136202991e-26,45.6929539864
1.0342612072e-34,2.2060475487
3.4316022545e-21,8.4437127774
3.6610679271e-23,5.0282322638
1.7275523537e-35,2.1360837596
4.0567044397e-27,3.3558459403
3.4047351036e-25,40.6844170847
2.7779221223e-25,41.4255338498
1.3000203480e-32,2.4243671295
3.1049882130e-28,3.1005043365
1.3826098375e-21,15.6562175595
7.9606016114e-35,2.1954895143
7.7087000273e-36,257.5367548765
1.9591531412e-21,14.5732820299
1.1748602809e-25,3.7847840646
5.6006712880e-42,1.7004024128
2.4965368602e-23,26.8497788343
3.5257761585e-42,1.6899854959
1.1608125567e-29,93.0129680530
6.8892736052e-29,2.9715449450
4.2984906082e-21,11.1949429142
1.1343592596e-41,1.7165636655
9.0967402032e-28,3.2013106897
4.5295612334e-22,6.1392571229
9.2278275334e-30,2.8180739618
6.2887044640e-40,1.8153843447
1.6120897377e-22,21.6339637851
1.1359558146e-21,6.8270473552
1.2976666846e-43,1.6195314255
9.8386337802e-22,16.6521616260
1.1536302543e-21,6.8413037339
8.7874184403e-39,1.8874841520
7.8873901401e-31,2.6539478303
3.3411640745e-24,32.9365848470
7.2308562001e-23,23.8402296918
2.9416342154e-24,33.3431684423
1.9370325361e-24,4.2731779738
1.7002609858e-26,3.5227052674
1.0291933928e-21,16.5226810503
6.9601343647e-25,4.0761735434
4.5741325427e-21,10.2279190237
1.6316069717e-21,15.1521248462
2.1386128455e-21,7.5432007918
1.1971128271e-41,1.7178105521
4.9012097760e-25,39.3794594081
1.0275283235e-27,3.2132473489
4.1171440786e-42,1.6934600824
1.4281388109e-21,15.5588040613
3.4014078926e-35,2.1619710947
5.3410188637e-43,1.6489159276
1.5985684193e-37,1.9745792826
1.5085237536e-23,28.3203623442
1.5817921937e-23,28.1805171643
1.9954860719e-21,7.4475094202
5.4380737288e-27,57.7253308985
3.3803388874e-21,12.5632623852
1.4188949642e-22,21.9828276147
4.5578008782e-21,10.4335055876
7.5980638641e-22,6.4922473890
1.0419942734e-29,2.8268126437
4.2398364568e-21,11.3059858167
2.5987085107e-27,61.2598546618
4.5738293325e-21,10.1690822102
3.8909158833e-27,3.3512806263
1.1557939041e-22,5.4506604339
4.4995529570e-21,9.7425097173
2.7235556605e-24,33.5904320241
1.5028253663e-21,7.1063062976
2.0878860171e-21,14.3649050774
