tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.846334,0.004467
2.000000,0.740929,0.007356
3.000000,0.654934,0.009629
4.000000,0.583803,0.011440
5.000000,0.521918,0.012960
6.000000,0.469774,0.014193
7.000000,0.424271,0.015242
8.000000,0.382933,0.016160
9.000000,0.348695,0.016877
10.000000,0.318360,0.017457
11.000000,0.288359,0.017969
12.000000,0.261713,0.018365
13.000000,0.240698,0.018610
14.000000,0.225857,0.018719
15.000000,0.211264,0.018810
16.000000,0.199787,0.018854
17.000000,0.188389,0.018904
18.000000,0.180393,0.018915
19.000000,0.172288,0.018936
20.000000,0.161937,0.018981
21.000000,0.152489,0.018999
22.000000,0.140535,0.019032
23.000000,0.132789,0.019003
24.000000,0.125123,0.018968
25.000000,0.114036,0.018979
26.000000,0.104339,0.018982
27.000000,0.098297,0.018953
28.000000,0.087757,0.018988
29.000000,0.079908,0.019026
30.000000,0.070692,0.019113
31.000000,0.062781,0.019216
32.000000,0.060946,0.019294
33.000000,0.056106,0.019409
34.000000,0.049107,0.019533
35.000000,0.046261,0.019610
36.000000,0.044595,0.019675
37.000000,0.045216,0.019742
38.000000,0.043060,0.019844
39.000000,0.041680,0.019953
40.000000,0.038782,0.020082
41.000000,0.035637,0.020219
42.000000,0.030916,0.020358
43.000000,0.025512,0.020483
44.000000,0.020348,0.020583
45.000000,0.016247,0.020656
46.000000,0.012042,0.020708
47.000000,0.006086,0.020733
48.000000,-0.000979,0.020730
49.000000,-0.004071,0.020695
50.000000,-0.007336,0.020646
51.000000,-0.008827,0.020586
52.000000,-0.010881,0.020530
53.000000,-0.015734,0.020491
54.000000,-0.020518,0.020465
55.000000,-0.025256,0.020445
56.000000,-0.028697,0.020427
57.000000,-0.033107,0.020410
58.000000,-0.034851,0.020393
59.000000,-0.032963,0.020367
60.000000,-0.031882,0.020331
61.000000,-0.032541,0.020295
62.000000,-0.031103,0.020279
63.000000,-0.029211,0.020282
64.000000,-0.023771,0.020286
65.000000,-0.020447,0.020288
66.000000,-0.014647,0.020291
67.000000,-0.010559,0.020291
68.000000,-0.007683,0.020288
69.000000,-0.007782,0.020279
70.000000,-0.010276,0.020269
71.000000,-0.014202,0.020259
72.000000,-0.017053,0.020252
73.000000,-0.018922,0.020247
74.000000,-0.017699,0.020246
75.000000,-0.014622,0.020247
76.000000,-0.012102,0.020249
77.000000,-0.011210,0.020251
78.000000,-0.009938,0.020254
79.000000,-0.005495,0.020257
80.000000,-0.004432,0.020260
81.000000,0.000595,0.020263
82.000000,0.004363,0.020264
83.000000,0.008187,0.020264
84.000000,0.012826,0.020262
85.000000,0.016928,0.020259
86.000000,0.019362,0.020256
87.000000,0.022067,0.020253
88.000000,0.022302,0.020252
89.000000,0.020262,0.020253
90.000000,0.021865,0.020252
91.000000,0.025463,0.020249
92.000000,0.026534,0.020247
93.000000,0.026948,0.020244
94.000000,0.026834,0.020243
95.000000,0.028044,0.020242
96.000000,0.024918,0.020245
97.000000,0.021832,0.020248
98.000000,0.017767,0.020252
99.000000,0.017306,0.020253
100.000000,0.015453,0.020255
101.000000,0.011168,0.020259
102.000000,0.006435,0.020262
103.000000,0.001506,0.020265
104.000000,-0.002018,0.020267
105.000000,-0.002453,0.020267
106.000000,-0.001435,0.020266
107.000000,-0.003571,0.020267
108.000000,-0.000550,0.020266
109.000000,0.000672,0.020265
110.000000,0.000621,0.020266
111.000000,0.001436,0.020265
112.000000,0.000519,0.020266
113.000000,0.001103,0.020265
114.000000,0.002379,0.020265
115.000000,0.004301,0.020264
116.000000,0.006114,0.020264
117.000000,0.006747,0.020264
118.000000,0.005226,0.020264
119.000000,0.003983,0.020265
120.000000,-0.000284,0.020266
121.000000,-0.004352,0.020266
122.000000,-0.007510,0.020267
123.000000,-0.011978,0.020267
124.000000,-0.009947,0.020267
