x1,x2,y_krig,mse
-0.165611,0.956706,-0.328614,0.0002038845
0.363516,-0.721648,-0.696526,0.0093536849
-1.928933,-0.115960,3.491204,0.0045136232
0.840965,-0.765667,0.445892,0.0078303635
0.903506,-0.891826,0.754811,0.0042681790
0.610785,0.185640,1.221869,0.0055955212
1.334288,0.972984,3.449928,0.0063571487
1.377987,-0.310198,1.631436,0.0025365377
1.923611,0.598587,3.725330,0.0012510980
-1.718827,0.770725,0.071962,0.0037489607
-0.635463,0.715707,-0.137625,0.0004939901
0.409602,0.843349,0.243301,0.0020585540
1.464403,-0.011845,2.438511,0.0058672663
0.004442,0.614600,-1.109969,0.0073246230
-1.520263,-0.486673,2.246431,0.0104279106
-1.084152,0.486148,0.708308,0.0059576885
-0.050729,0.438001,-0.836626,0.0061982966
-0.449512,-0.466160,0.249406,0.0016192881
0.083844,-0.237722,-0.220683,0.0007797413
-1.012403,-0.557332,1.799658,0.0079134090
-1.891793,-0.404360,2.817175,0.0089445049
-1.475532,-0.697344,2.307472,0.0090734229
1.177837,-0.131489,2.177484,0.0020858975
0.496990,-0.646091,-0.375497,0.0053954351
1.701942,0.454346,2.848704,0.0078876301
-1.169439,-0.568970,2.010518,0.0070969855
0.731792,-0.052313,1.560869,0.0013316650
-0.122511,-0.612211,-0.797452,0.0069198111
-0.957649,0.814336,0.478827,0.0090946554
1.261189,0.320381,2.212088,0.0020437209
-1.831322,-0.965164,3.707433,0.0005663050
1.763528,-0.262381,1.445298,0.0011479389
1.524735,0.005013,2.472714,0.0067307442
-0.854336,0.641162,0.242590,0.0057198212
1.842416,0.736847,3.761983,0.0055197910
1.622359,0.901677,3.694020,0.0098609382
-0.691835,0.097403,1.502658,0.0060215543
-1.616564,0.364888,1.235492,0.0038350115
0.203689,0.145032,0.140711,0.0037537012
-0.311255,-0.810864,-0.197309,0.0055305433
0.983406,-0.322998,1.495719,0.0016454143
0.267526,-0.171592,0.141016,0.0020035465
0.699061,0.060056,1.536462,0.0040982761
1.049825,0.311306,1.996045,0.0057155549
-0.723247,0.544097,0.172734,0.0055753099
-1.271236,-0.866859,2.783352,0.0106584727
-1.398777,0.260853,1.696367,0.0061889427
-0.336227,-0.954657,0.327193,0.0088417824
-1.300713,0.230975,1.853440,0.0052129669
-0.531395,-0.369401,0.714271,0.0025920917
