W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.164337,0.016258
2.000000,1.629221,0.032173
3.000000,1.970747,0.047663
4.000000,2.234371,0.062399
5.000000,2.453948,0.076620
6.000000,2.642211,0.090373
7.000000,2.816538,0.104054
8.000000,2.985355,0.117906
9.000000,3.141345,0.131592
10.000000,3.279555,0.144814
11.000000,3.405917,0.157734
12.000000,3.516269,0.170085
13.000000,3.611772,0.181839
14.000000,3.694648,0.193033
15.000000,3.767539,0.203750
16.000000,3.832155,0.214041
17.000000,3.895840,0.224295
18.000000,3.956165,0.234372
19.000000,4.020535,0.244712
20.000000,4.081408,0.254870
21.000000,4.140858,0.264968
22.000000,4.195161,0.274760
23.000000,4.251821,0.284730
24.000000,4.316362,0.295269
25.000000,4.375590,0.305493
26.000000,4.423196,0.314932
27.000000,4.461245,0.323692
28.000000,4.497376,0.332302
29.000000,4.536990,0.341162
30.000000,4.575656,0.349952
31.000000,4.612077,0.358568
32.000000,4.649778,0.367284
33.000000,4.685334,0.375830
34.000000,4.719327,0.384250
35.000000,4.745262,0.392002
36.000000,4.769975,0.399633
37.000000,4.787627,0.406645
38.000000,4.801980,0.413339
39.000000,4.816169,0.419980
40.000000,4.834754,0.426971
41.000000,4.855130,0.434097
42.000000,4.874589,0.441120
43.000000,4.898326,0.448514
44.000000,4.920847,0.455785
45.000000,4.937900,0.462533
46.000000,4.951622,0.468944
47.000000,4.960660,0.474879
48.000000,4.975384,0.481328
49.000000,4.989182,0.487665
50.000000,5.004126,0.494092
51.000000,5.018559,0.500447
52.000000,5.031283,0.506611
53.000000,5.043678,0.512719
54.000000,5.050697,0.518254
55.000000,5.059161,0.523907
56.000000,5.062786,0.529027
57.000000,5.062992,0.533751
58.000000,5.068900,0.539041
59.000000,5.073934,0.544208
60.000000,5.081069,0.549572
61.000000,5.086647,0.554742
62.000000,5.090717,0.559718
63.000000,5.097179,0.564930
64.000000,5.103685,0.570122
65.000000,5.113577,0.575673
66.000000,5.125445,0.581430
67.000000,5.132579,0.586634
68.000000,5.139754,0.591822
