W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.014682,0.012496
2.000000,1.299706,0.022636
3.000000,1.468374,0.031321
4.000000,1.573809,0.038763
5.000000,1.643171,0.045248
6.000000,1.688823,0.050944
7.000000,1.725821,0.056231
8.000000,1.758240,0.061243
9.000000,1.775801,0.065607
10.000000,1.786030,0.069554
11.000000,1.787131,0.072994
12.000000,1.788359,0.076292
13.000000,1.787760,0.079381
14.000000,1.783989,0.082203
15.000000,1.787493,0.085256
16.000000,1.789134,0.088133
17.000000,1.793729,0.091078
18.000000,1.795773,0.093826
19.000000,1.790914,0.096136
20.000000,1.783531,0.098227
21.000000,1.770941,0.099942
22.000000,1.764241,0.101907
23.000000,1.764087,0.104188
24.000000,1.770024,0.106787
25.000000,1.777470,0.109448
26.000000,1.789774,0.112388
27.000000,1.803503,0.115407
28.000000,1.821545,0.118701
29.000000,1.844134,0.122300
30.000000,1.867962,0.125998
