tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.680422,0.004945
2.000000,0.510488,0.006966
3.000000,0.379997,0.008319
4.000000,0.284140,0.009188
5.000000,0.206111,0.009884
6.000000,0.153745,0.010375
7.000000,0.099853,0.010858
8.000000,0.068324,0.011133
9.000000,0.048245,0.011270
10.000000,0.031432,0.011359
11.000000,0.020079,0.011460
12.000000,0.020119,0.011529
13.000000,0.020522,0.011627
14.000000,0.025263,0.011742
15.000000,0.029263,0.011828
16.000000,0.032322,0.011849
17.000000,0.029194,0.011763
18.000000,0.026256,0.011597
19.000000,0.028515,0.011383
20.000000,0.019280,0.011206
21.000000,0.021720,0.011048
22.000000,0.031183,0.010934
23.000000,0.035311,0.010881
24.000000,0.029864,0.010883
25.000000,0.026956,0.010897
26.000000,0.034902,0.010871
27.000000,0.044722,0.010819
28.000000,0.047926,0.010790
29.000000,0.050539,0.010760
30.000000,0.056648,0.010723
31.000000,0.065629,0.010687
32.000000,0.064316,0.010684
33.000000,0.063471,0.010688
34.000000,0.055739,0.010711
35.000000,0.045038,0.010741
36.000000,0.041008,0.010757
37.000000,0.035760,0.010774
38.000000,0.023184,0.010797
39.000000,0.014976,0.010809
40.000000,0.012643,0.010813
41.000000,0.007647,0.010818
42.000000,0.001807,0.010822
43.000000,0.001120,0.010823
44.000000,-0.001972,0.010824
45.000000,0.000486,0.010823
46.000000,-0.002718,0.010824
47.000000,-0.000799,0.010823
48.000000,-0.000033,0.010823
49.000000,0.000662,0.010823
50.000000,0.003298,0.010823
51.000000,0.003829,0.010822
52.000000,0.005275,0.010822
