tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.514682,0.005504
2.000000,0.285024,0.007286
3.000000,0.168669,0.007941
4.000000,0.105434,0.008197
5.000000,0.069362,0.008205
6.000000,0.045652,0.008190
7.000000,0.036998,0.008186
8.000000,0.032419,0.008219
9.000000,0.017561,0.008225
10.000000,0.010229,0.008177
11.000000,0.001101,0.008208
12.000000,0.001228,0.008315
13.000000,-0.000600,0.008402
14.000000,-0.003770,0.008463
15.000000,0.003504,0.008447
16.000000,0.001642,0.008311
17.000000,0.004594,0.008273
18.000000,0.002044,0.008258
19.000000,-0.004860,0.008250
20.000000,-0.007383,0.008245
21.000000,-0.012590,0.008242
22.000000,-0.006700,0.008242
23.000000,-0.000154,0.008240
24.000000,0.005937,0.008239
25.000000,0.007446,0.008239
26.000000,0.012304,0.008236
27.000000,0.013729,0.008235
28.000000,0.018042,0.008232
29.000000,0.022589,0.008230
30.000000,0.023828,0.008231
