likelihood_sigma,sigma
3.3383587063e-21,29.1532661793
3.8278062677e-30,1.7243635696
4.6049002260e-34,1.4412388583
1.0915706346e-18,10.6060781677
1.8356572729e-19,4.9137598895
1.9493629541e-19,16.2597288035
1.0832528202e-20,3.8052653838
1.1077741379e-19,17.9248445440
1.9973833692e-32,1.5460205675
3.1523534178e-24,2.5353119255
7.7298238945e-20,18.9917247841
6.5760212803e-19,5.9833983275
9.6997481591e-26,2.2509802634
3.4162602189e-31,1.6369331939
2.5150767640e-29,1.8001902998
1.1305017248e-21,33.1804266432
5.9582033607e-33,1.5105991662
1.1026672351e-18,10.5596014869
1.3818668201e-23,2.6847128203
7.5261776927e-20,4.4640547082
2.8837335156e-19,5.2090172431
8.0640743200e-20,4.4942812980
8.3185476005e-35,1.3986541482
5.1861211090e-19,5.7136688241
8.3640549636e-19,11.6830822348
4.1566642195e-26,2.1927128953
4.4002516184e-20,20.6873762083
4.1980892868e-26,2.1933742980
1.3736370232e-18,7.7782824508
1.3323588192e-23,2.6807629157
4.3462234108e-24,2.5660390322
6.6548503681e-29,1.8424405543
3.6222266905e-22,3.1099594455
5.5849363755e-20,19.9653126083
7.1000903123e-29,1.8453329646
3.6023131215e-33,1.4963881918
1.3538880924e-34,1.4104912765
6.2987512940e-31,1.6581185488
4.8647873650e-32,1.5732925094
3.5382838601e-19,5.3655020411
9.7902084995e-27,2.1010208088
1.2215218932e-34,1.4079726540
1.3291281748e-32,1.5338890028
1.2829099735e-20,3.8517815322
6.1734784203e-19,5.9063292513
8.2822500648e-34,1.4565139885
1.2121421589e-19,4.6869742550
9.0047587544e-29,1.8560361046
1.2872771997e-26,2.1176881408
7.8418275925e-19,6.2249043932
1.2789618848e-18,7.3774773704
2.3442447461e-31,1.6241914869
1.0927169892e-21,3.2970660577
3.5252188599e-19,5.3625158251
5.3869378593e-23,2.8431120134
6.4287678414e-20,4.3973472416
5.1487400259e-22,3.1665071770
9.5645567125e-19,6.5656757851
1.6466327109e-29,1.7824767022
6.4753660990e-28,1.9507061066
7.6955533506e-21,3.7158797567
2.5781213168e-25,2.3229388210
4.3318348551e-30,1.7291243550
2.3125627149e-33,1.4841137602
2.3650961702e-32,1.5511164056
5.1436654426e-26,2.2070267780
1.1149689259e-28,1.8657805978
7.0010727864e-19,6.0644025310
1.5917469464e-27,1.9976707100
1.5625873920e-29,1.7803131995
8.0152174482e-19,6.2582482954
3.0044119174e-19,5.2390493071
6.6273038234e-26,2.2243428234
2.8417728206e-24,2.5255779856
1.7916112400e-21,3.3909551538
1.3830190997e-20,3.8729655344
3.2711861113e-30,1.7183582475
1.2048984028e-18,7.1496670470
2.7249719840e-21,29.8838521452
4.1320678275e-27,2.0504346017
7.3502308430e-34,1.4533784356
6.7287693820e-24,2.6093494994
1.3000343888e-31,1.6046823996
4.5080705123e-31,1.6464606100
1.4322440618e-18,8.5320756598
4.5968010678e-19,5.5943457695
6.0316102248e-27,2.0722635425
2.4760979902e-32,1.5525059876
4.1595362258e-21,28.3738716386
5.2040489140e-25,2.3781317863
4.5218155776e-22,3.1453207289
4.6741286791e-29,1.8268411225
2.6411845870e-33,1.4877700219
5.8103016674e-26,2.2153136872
6.9149778422e-19,6.0480086017
2.1528785796e-24,2.4999636455
1.3003415896e-18,7.4530934492
3.4263142092e-35,1.3776488179
3.3320361966e-32,1.5615686294
4.8438123332e-19,13.5162093422
3.2927824469e-27,2.0375852969
5.3460677832e-20,4.3230542276
1.4148203342e-18,8.0790859441
1.1946916401e-19,17.7019290241
9.9265281868e-21,3.7818601497
3.1142025147e-25,2.3374819872
5.8766466304e-28,1.9457911449
3.8254434480e-20,21.1149349111
2.0570219480e-20,23.0468551862
1.3605226521e-18,7.7088105285
3.9752380185e-26,2.1897421379
2.0920005237e-19,4.9932121969
6.3425395075e-28,1.9496537385
7.2752967115e-21,26.4461455722
6.8861725309e-19,6.0425228515
1.7932369988e-22,3.0043140139
5.4909494717e-20,4.3335887168
5.3088811526e-25,2.3797448819
1.4317952761e-20,3.8828496827
3.5150606371e-23,2.7909432805
3.6055622981e-25,2.3489107737
2.4256234635e-24,64.0146230394
3.0993606778e-19,14.8830439898
9.6291207210e-19,11.1416734197
1.1151031661e-26,2.1089072212
2.7727661504e-34,1.4283196844
1.3947064743e-29,1.7756398645
5.5591047893e-34,1.4461007138
1.0118376259e-18,6.6824063696
2.9376418386e-31,1.6317993665
2.9961628753e-20,4.1123144184
3.6609018962e-30,1.7226549804
2.8145676453e-21,29.7667099685
4.3914880845e-19,13.8222083050
2.4850585773e-19,15.5418488521
9.9798417985e-19,10.9953627771
2.9005079213e-20,4.1013913879
1.4354443854e-19,17.1609957635
3.5369972458e-35,1.3783897526
2.1551850169e-24,2.5000612301
9.4843356571e-23,2.9161435434
1.5178343843e-24,2.4685935979
1.0355807099e-18,6.7341148474
6.4257736814e-30,1.7445008391
5.9182499708e-33,1.5104071771
1.6952217734e-34,1.4160299503
3.0038320038e-22,3.0809041209
3.3389769652e-29,1.8122653926
2.1882841719e-21,30.6854956119
7.7057841193e-20,4.4743097911
3.1102321642e-21,3.5045841641
4.5059960423e-27,2.0553870749
3.0832303351e-19,14.8986973629
1.3837454195e-31,1.6067225351
2.8368260788e-19,15.1479020677
8.3721604727e-35,1.3988088529
5.0514397963e-19,13.3838044159
2.8150104096e-23,2.7647337765
3.8594818392e-24,61.0933636211
2.3780476198e-30,1.7063157048
1.4179325786e-18,8.8341167300
1.1863197186e-18,7.0984669219
7.5498452678e-19,6.1690012320
3.2979760396e-32,344.4097667727
1.3374054566e-19,4.7375939371
5.6331577203e-19,5.8017494385
3.1667890195e-32,1.5600076476
1.0083062491e-21,3.2824423320
1.7221732148e-19,4.8764963233
2.3587986620e-33,1.4846572363
