likelihood_sigma,sigma
6.6424360097e-46,1.8978699141
2.5359995326e-23,10.9561881548
5.7465368131e-54,1.5467670380
5.5198340618e-43,2.0730264790
2.1998993278e-23,10.1112025574
1.2680495233e-37,2.5120790507
5.3229074428e-25,6.2162502996
1.9494334936e-23,14.3674413877
1.4721467330e-24,23.1144282796
5.0768162379e-24,7.6433248271
1.1235303523e-31,3.3552648715
2.3847004736e-51,1.6444165167
7.8072940684e-49,1.7517414267
8.1867795709e-41,2.2286378303
1.0298080550e-52,1.5919093605
4.1997087616e-26,5.3121635954
1.0501656806e-35,2.7263266513
2.2065049865e-39,2.3463812591
1.3703294034e-23,15.9028023430
1.5169732436e-23,15.4959333330
1.1672465171e-23,16.5096236567
2.2776787029e-26,5.1460629769
2.1339109316e-24,6.9705647773
6.8510917046e-49,1.7491521110
7.9481682250e-29,4.0760121289
2.1659931944e-23,13.7948208649
1.6008911067e-34,2.8810438202
1.0578484716e-23,8.4775380620
7.7299535817e-24,17.9464110100
2.4891303685e-29,3.9210905095
1.4053831956e-40,2.2470403787
3.4956665614e-33,3.0831081771
1.7695848325e-33,3.0356714395
5.7024797877e-28,4.3784772816
3.8432619171e-37,2.5621934588
8.9396668137e-38,261.4518647835
1.1652436384e-23,16.5159337502
1.9107978290e-26,37.0101553485
6.8291684186e-24,7.9382183078
3.0143342220e-37,240.8051177265
1.0799858801e-30,3.5666359666
5.0113766919e-24,7.6313808942
5.1399811511e-25,26.3102926741
5.0279329796e-38,2.4719404587
4.0006464907e-33,3.0927186916
2.5998952379e-24,21.3874299660
8.9604803050e-27,39.7091772006
7.9741896650e-28,4.4358930484
2.3135726433e-27,4.6322237129
3.8131499698e-24,7.3952189603
2.2375277080e-23,10.1825874489
5.9748553348e-31,3.5082696980
2.7626112716e-24,21.2018456380
7.0293016202e-25,6.3462473661
2.6753993758e-44,1.9899278369
2.4080944693e-29,65.3148817106
1.1609696872e-26,38.7740057636
5.5477103964e-24,7.7269837461
4.3558238245e-27,4.7602769855
1.0285779906e-54,1.5211412508
9.3752113184e-25,6.4904467273
2.4509203222e-36,2.6512375298
1.5082126514e-29,3.8586731494
2.2635086731e-25,5.8628258442
1.2355482719e-28,57.3222396380
1.1450285332e-30,3.5725308903
2.2084079988e-33,3.0509181634
6.3154052491e-39,2.3869842835
5.0564363159e-43,2.0705110658
2.6281078905e-23,11.8437528955
9.6326351180e-25,6.5045604771
1.0581537514e-23,8.4779500930
2.5390752525e-36,2.6530049241
4.6759930382e-26,33.9505645055
2.4439472858e-23,10.6539629960
5.2310920712e-31,87.5154696394
2.3522561778e-23,10.4232019854
1.0377269718e-33,2.9996620413
3.0736240961e-24,20.8747426528
4.0168927341e-33,3.0930084366
3.8531121427e-24,20.1765595923
9.5154059667e-46,1.9064113995
3.9341718143e-39,2.3685154382
5.2142060834e-31,3.4951695169
