tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.472508,0.007498
2.000000,0.249150,0.009476
3.000000,0.143942,0.010107
4.000000,0.081618,0.010309
5.000000,0.051518,0.010369
6.000000,0.033498,0.010423
7.000000,0.025840,0.010435
8.000000,0.011001,0.010479
9.000000,-0.000116,0.010407
10.000000,0.005512,0.010351
11.000000,0.004925,0.010452
12.000000,0.004358,0.010551
13.000000,0.003857,0.010444
14.000000,0.000648,0.010421
15.000000,0.007456,0.010412
16.000000,0.006972,0.010407
17.000000,0.005713,0.010408
18.000000,-0.000749,0.010408
19.000000,-0.009597,0.010405
20.000000,-0.007945,0.010405
21.000000,-0.002574,0.010406
22.000000,0.001657,0.010406
23.000000,0.009646,0.010404
24.000000,0.019169,0.010400
