tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.658264,0.006414
2.000000,0.438086,0.009828
3.000000,0.292598,0.011875
4.000000,0.199211,0.013045
5.000000,0.154909,0.013693
6.000000,0.112256,0.014245
7.000000,0.081430,0.014461
8.000000,0.070903,0.014351
9.000000,0.061416,0.014251
10.000000,0.067176,0.014206
11.000000,0.074335,0.014305
12.000000,0.077071,0.014455
13.000000,0.075957,0.014451
14.000000,0.072731,0.014299
15.000000,0.061126,0.014180
16.000000,0.049859,0.014039
17.000000,0.038117,0.013945
18.000000,0.034053,0.013848
19.000000,0.032912,0.013683
20.000000,0.033225,0.013540
21.000000,0.036370,0.013477
22.000000,0.048710,0.013452
23.000000,0.060974,0.013438
24.000000,0.068933,0.013454
25.000000,0.072230,0.013445
26.000000,0.066366,0.013330
27.000000,0.058264,0.013311
28.000000,0.046356,0.013335
29.000000,0.047558,0.013328
30.000000,0.040347,0.013356
31.000000,0.033528,0.013369
32.000000,0.026417,0.013381
33.000000,0.019074,0.013395
34.000000,0.018019,0.013401
35.000000,0.020149,0.013403
36.000000,0.018410,0.013411
37.000000,0.010044,0.013421
38.000000,0.005128,0.013408
39.000000,-0.003110,0.013415
40.000000,-0.004359,0.013415
41.000000,-0.005579,0.013416
42.000000,-0.004419,0.013415
43.000000,-0.001980,0.013414
44.000000,0.002854,0.013411
45.000000,0.006028,0.013409
46.000000,0.004756,0.013410
47.000000,0.009881,0.013406
48.000000,0.010870,0.013404
49.000000,0.020140,0.013397
50.000000,0.028122,0.013392
