W,tauint,error
0.000000,0.500000,0.000000
1.000000,1.158264,0.018854
2.000000,1.596350,0.036748
3.000000,1.888948,0.053256
4.000000,2.088159,0.067980
5.000000,2.243068,0.081642
6.000000,2.355324,0.093910
7.000000,2.436754,0.104941
8.000000,2.507657,0.115451
9.000000,2.569072,0.125453
10.000000,2.636249,0.135697
11.000000,2.710583,0.146334
12.000000,2.787654,0.157186
13.000000,2.863611,0.168062
14.000000,2.936342,0.178836
15.000000,2.997468,0.188966
16.000000,3.047327,0.198410
17.000000,3.085444,0.207075
18.000000,3.119497,0.215430
19.000000,3.152409,0.223668
20.000000,3.185635,0.231897
21.000000,3.222005,0.240337
22.000000,3.270714,0.249712
23.000000,3.331688,0.260084
24.000000,3.400621,0.271174
25.000000,3.472851,0.282645
26.000000,3.539217,0.293750
27.000000,3.597481,0.304274
28.000000,3.643837,0.313850
29.000000,3.691395,0.323574
30.000000,3.731742,0.332703
31.000000,3.765270,0.341241
32.000000,3.791687,0.349134
33.000000,3.810760,0.356331
34.000000,3.828779,0.363400
35.000000,3.848928,0.370645
36.000000,3.867338,0.377701
37.000000,3.877382,0.383905
38.000000,3.882511,0.389573
39.000000,3.879400,0.394350
40.000000,3.875041,0.398925
41.000000,3.869462,0.403299
42.000000,3.865043,0.407721
43.000000,3.863063,0.412335
44.000000,3.865917,0.417411
45.000000,3.871945,0.422785
46.000000,3.876700,0.427982
47.000000,3.886582,0.433712
48.000000,3.897452,0.439527
49.000000,3.917592,0.446377
50.000000,3.945714,0.454146
