tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.639151,0.005872
2.000000,0.351179,0.009875
3.000000,0.191272,0.011688
4.000000,0.126615,0.012341
5.000000,0.089995,0.012717
6.000000,0.059600,0.012966
7.000000,0.049746,0.012980
8.000000,0.046599,0.012804
9.000000,0.044021,0.012644
10.000000,0.046974,0.012702
11.000000,0.046893,0.012916
12.000000,0.049943,0.013035
13.000000,0.050265,0.012946
14.000000,0.049181,0.012815
15.000000,0.039385,0.012790
16.000000,0.031877,0.012601
17.000000,0.017459,0.012469
18.000000,0.013480,0.012395
19.000000,0.012552,0.012326
20.000000,0.018381,0.012274
21.000000,0.035474,0.012201
22.000000,0.041215,0.012149
23.000000,0.046766,0.012109
24.000000,0.054620,0.012069
25.000000,0.056716,0.012053
26.000000,0.041588,0.012089
27.000000,0.031434,0.012113
28.000000,0.028366,0.012122
29.000000,0.036880,0.012110
30.000000,0.038847,0.012111
31.000000,0.028293,0.012133
32.000000,0.016638,0.012152
33.000000,0.007559,0.012162
34.000000,0.005303,0.012165
35.000000,0.007300,0.012164
36.000000,0.004460,0.012166
