tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.881644,0.004407
2.000000,0.794156,0.007500
3.000000,0.719822,0.010030
4.000000,0.656289,0.012110
5.000000,0.599494,0.013910
6.000000,0.545686,0.015568
7.000000,0.500019,0.016935
8.000000,0.455072,0.018241
9.000000,0.415955,0.019338
10.000000,0.379679,0.020323
11.000000,0.347510,0.021170
12.000000,0.318714,0.021904
13.000000,0.292443,0.022539
14.000000,0.269282,0.023068
15.000000,0.248236,0.023518
16.000000,0.228445,0.023902
17.000000,0.211029,0.024198
18.000000,0.193449,0.024468
19.000000,0.178941,0.024660
20.000000,0.164638,0.024833
21.000000,0.151700,0.024969
22.000000,0.143320,0.025023
23.000000,0.136376,0.025053
24.000000,0.129233,0.025085
25.000000,0.121764,0.025118
26.000000,0.114232,0.025148
27.000000,0.106952,0.025172
28.000000,0.103087,0.025143
29.000000,0.096809,0.025138
30.000000,0.094887,0.025078
31.000000,0.091018,0.025045
32.000000,0.085948,0.025031
33.000000,0.079186,0.025042
34.000000,0.073601,0.025049
35.000000,0.067564,0.025069
36.000000,0.059772,0.025113
37.000000,0.056081,0.025135
38.000000,0.051506,0.025187
39.000000,0.049227,0.025235
40.000000,0.045175,0.025309
41.000000,0.040136,0.025401
42.000000,0.035840,0.025487
43.000000,0.033127,0.025562
44.000000,0.031884,0.025618
45.000000,0.029235,0.025677
46.000000,0.026810,0.025731
47.000000,0.027417,0.025770
48.000000,0.025789,0.025818
49.000000,0.021681,0.025878
50.000000,0.021149,0.025929
51.000000,0.017939,0.025994
52.000000,0.016448,0.026044
53.000000,0.014544,0.026080
54.000000,0.015198,0.026086
55.000000,0.013576,0.026074
56.000000,0.012701,0.026040
57.000000,0.009756,0.025988
58.000000,0.005114,0.025923
59.000000,0.002741,0.025844
60.000000,0.001294,0.025763
61.000000,-0.000589,0.025699
62.000000,-0.003428,0.025662
63.000000,-0.006353,0.025647
64.000000,-0.007627,0.025654
65.000000,-0.008402,0.025683
66.000000,-0.009937,0.025726
67.000000,-0.011681,0.025780
68.000000,-0.012306,0.025832
69.000000,-0.012472,0.025873
70.000000,-0.014211,0.025905
71.000000,-0.016544,0.025930
72.000000,-0.017930,0.025949
73.000000,-0.021230,0.025963
74.000000,-0.022489,0.025974
75.000000,-0.020723,0.025984
76.000000,-0.018844,0.025993
77.000000,-0.017978,0.026000
78.000000,-0.016687,0.026007
79.000000,-0.018839,0.026012
80.000000,-0.015820,0.026019
81.000000,-0.013755,0.026026
82.000000,-0.009206,0.026033
83.000000,-0.009189,0.026037
84.000000,-0.008595,0.026041
85.000000,-0.004255,0.026046
86.000000,-0.002662,0.026049
87.000000,-0.001008,0.026052
88.000000,-0.002383,0.026053
89.000000,-0.004036,0.026055
90.000000,-0.002801,0.026058
91.000000,-0.002883,0.026061
92.000000,-0.003560,0.026064
93.000000,-0.002550,0.026067
94.000000,-0.001977,0.026069
95.000000,-0.001535,0.026070
96.000000,-0.003013,0.026069
97.000000,-0.004079,0.026067
98.000000,-0.004527,0.026066
99.000000,-0.004391,0.026065
100.000000,-0.001917,0.026064
101.000000,0.001133,0.026063
102.000000,0.004307,0.026063
103.000000,0.007055,0.026063
104.000000,0.009733,0.026062
105.000000,0.013138,0.026062
106.000000,0.014503,0.026062
107.000000,0.013795,0.026061
108.000000,0.015666,0.026061
109.000000,0.012316,0.026062
110.000000,0.012720,0.026062
111.000000,0.012025,0.026063
112.000000,0.011636,0.026063
113.000000,0.009674,0.026064
114.000000,0.008288,0.026064
115.000000,0.004379,0.026064
116.000000,0.001448,0.026063
117.000000,0.000128,0.026063
118.000000,-0.004365,0.026061
119.000000,-0.010334,0.026057
120.000000,-0.015295,0.026053
121.000000,-0.020069,0.026049
122.000000,-0.021127,0.026047
123.000000,-0.021056,0.026046
124.000000,-0.019337,0.026047
125.000000,-0.021979,0.026044
126.000000,-0.021941,0.026044
127.000000,-0.019654,0.026046
128.000000,-0.019826,0.026046
129.000000,-0.017935,0.026048
130.000000,-0.015879,0.026050
131.000000,-0.014554,0.026052
132.000000,-0.012912,0.026054
133.000000,-0.008858,0.026057
134.000000,-0.005351,0.026060
135.000000,-0.001130,0.026062
136.000000,0.000656,0.026063
