W,tauint,error
0.000000,0.500000,0.000000
1.000000,0.972508,0.015830
2.000000,1.221658,0.028122
3.000000,1.365600,0.038501
4.000000,1.447218,0.047114
5.000000,1.498736,0.054550
6.000000,1.532235,0.061092
7.000000,1.558074,0.067100
8.000000,1.569075,0.072239
9.000000,1.568959,0.076616
10.000000,1.574471,0.081044
11.000000,1.579396,0.085265
12.000000,1.583754,0.089302
13.000000,1.587611,0.093175
14.000000,1.588259,0.096732
15.000000,1.595715,0.100597
16.000000,1.602687,0.104350
17.000000,1.608400,0.107945
18.000000,1.607651,0.111023
19.000000,1.598054,0.113384
20.000000,1.590109,0.115751
21.000000,1.587535,0.118418
22.000000,1.589192,0.121331
23.000000,1.598838,0.124811
24.000000,1.618008,0.129024
