x1,x2,y_krig,mse
-1.270510,-0.193343,2.603327,0.0033818864
-0.792351,-0.802049,1.484957,0.0000271868
0.177674,0.650934,-0.830523,0.0057265868
-0.024389,0.595525,-1.169601,0.0093799771
-0.447745,-0.917021,0.527278,0.0086013577
1.409156,0.289213,2.387574,0.0001576775
1.019413,0.322004,1.988264,0.0082908253
1.778143,-0.114665,2.022180,0.0023417970
-0.672270,0.054119,1.485506,0.0090120911
0.289774,-0.630981,-0.855188,0.0091143291
0.417375,-0.950142,0.105505,0.0112554499
1.552733,-0.985706,0.241875,0.0022953550
0.798238,-0.561448,0.574359,0.0037405959
1.646842,-0.020740,2.247661,0.0074838170
0.896016,-0.256154,1.564104,0.0028448327
1.842160,-0.144552,1.981800,0.0016014887
1.067635,-0.414699,1.326190,0.0022558339
-0.980081,0.091805,2.184845,0.0026881101
-1.587612,-0.294810,2.525591,0.0039176318
-1.425374,0.914334,0.420918,0.0023823106
-1.499158,-0.478002,2.191866,0.0014720163
-1.950962,0.492948,1.542920,0.0018577873
0.534541,0.228874,0.934183,0.0060473434
1.287130,0.637675,2.232451,0.0046377510
-0.916432,0.815488,0.558691,0.0110057943
1.253682,-0.522881,0.898541,0.0042520101
-1.622082,0.734287,-0.030829,0.0034306966
1.698732,-0.644867,0.088503,0.0015054490
0.042062,0.789572,-0.976155,0.0048059235
-0.242934,-0.388366,-0.221583,0.0022456095
-1.769928,0.991026,0.741169,0.0073319582
0.815380,-0.775605,0.542743,0.0085265258
-1.194936,0.716304,0.295476,0.0094439712
-0.192489,0.266671,-0.324504,0.0044846865
1.488520,0.152187,2.452701,0.0062255215
1.945611,0.028003,2.669293,0.0107614874
-0.837470,0.166700,1.694787,0.0041721841
-1.112412,0.435000,0.974873,0.0071218959
-1.357210,-0.329820,2.411419,0.0011833133
-1.893506,-0.712129,2.706368,0.0016684147
-0.569366,-0.864342,0.820019,0.0063681253
-1.697010,0.532063,0.512902,0.0020385231
0.588619,-0.489784,0.119904,0.0001500054
-0.520825,-0.047724,1.079523,0.0089642850
0.338446,0.944993,0.367819,0.0019799459
-0.345187,0.862712,-0.496309,0.0052487079
1.148097,0.387603,2.076206,0.0060760265
0.106460,-0.722252,-1.042326,0.0062505847
-0.124541,0.444932,-0.907116,0.0074038026
0.699239,-0.207252,1.181806,0.0022574709
