tauint,rho,drho
0.000000,1.000000,0.000000
1.000000,0.886845,0.005522
2.000000,0.805718,0.009282
3.000000,0.736073,0.012398
4.000000,0.674665,0.015064
5.000000,0.617932,0.017464
6.000000,0.565183,0.019623
7.000000,0.517896,0.021475
8.000000,0.475344,0.023067
9.000000,0.436314,0.024445
10.000000,0.404081,0.025508
11.000000,0.373660,0.026464
12.000000,0.347550,0.027240
13.000000,0.321394,0.027997
14.000000,0.297368,0.028659
15.000000,0.276639,0.029190
16.000000,0.259260,0.029590
17.000000,0.240736,0.029994
18.000000,0.222833,0.030377
19.000000,0.203669,0.030794
20.000000,0.187072,0.031156
21.000000,0.173498,0.031485
22.000000,0.160029,0.031854
23.000000,0.144608,0.032296
24.000000,0.134309,0.032649
25.000000,0.124520,0.033003
26.000000,0.115813,0.033343
27.000000,0.108198,0.033676
28.000000,0.101822,0.033997
29.000000,0.094966,0.034324
30.000000,0.089899,0.034604
31.000000,0.085836,0.034849
32.000000,0.076837,0.035147
33.000000,0.065876,0.035458
34.000000,0.052964,0.035761
35.000000,0.045500,0.035957
36.000000,0.039661,0.036096
37.000000,0.033851,0.036199
38.000000,0.025497,0.036290
39.000000,0.015765,0.036369
40.000000,0.007443,0.036413
41.000000,0.002950,0.036397
42.000000,0.001646,0.036325
43.000000,0.000653,0.036219
44.000000,0.001431,0.036078
45.000000,0.003077,0.035915
46.000000,0.002998,0.035752
47.000000,0.005760,0.035576
48.000000,0.007703,0.035409
49.000000,0.007331,0.035255
50.000000,0.008507,0.035089
51.000000,0.008801,0.034927
52.000000,0.005520,0.034791
53.000000,0.006142,0.034650
54.000000,0.011390,0.034503
55.000000,0.013312,0.034390
56.000000,0.016493,0.034267
57.000000,0.023228,0.034111
58.000000,0.030209,0.033939
59.000000,0.032502,0.033777
60.000000,0.032090,0.033628
61.000000,0.029922,0.033507
62.000000,0.026600,0.033434
63.000000,0.026263,0.033402
64.000000,0.027541,0.033414
65.000000,0.031022,0.033455
66.000000,0.037721,0.033506
67.000000,0.043502,0.033543
68.000000,0.048564,0.033572
69.000000,0.049354,0.033616
70.000000,0.049841,0.033656
71.000000,0.048562,0.033701
72.000000,0.048966,0.033731
73.000000,0.047487,0.033767
74.000000,0.047704,0.033789
75.000000,0.045155,0.033820
76.000000,0.041859,0.033852
77.000000,0.040330,0.033874
78.000000,0.041676,0.033881
79.000000,0.042404,0.033893
80.000000,0.043229,0.033906
81.000000,0.045204,0.033913
82.000000,0.043278,0.033937
83.000000,0.044337,0.033944
84.000000,0.045015,0.033952
85.000000,0.042572,0.033972
86.000000,0.037367,0.034001
87.000000,0.034208,0.034019
88.000000,0.033782,0.034023
89.000000,0.033620,0.034026
90.000000,0.030732,0.034037
91.000000,0.025001,0.034057
92.000000,0.020515,0.034072
93.000000,0.017826,0.034082
94.000000,0.018738,0.034084
95.000000,0.019031,0.034088
96.000000,0.016114,0.034101
97.000000,0.017426,0.034103
98.000000,0.016192,0.034111
99.000000,0.014593,0.034117
100.000000,0.011696,0.034125
101.000000,0.010328,0.034129
102.000000,0.006748,0.034136
103.000000,0.002775,0.034143
104.000000,-0.000479,0.034147
105.000000,-0.002954,0.034150
106.000000,-0.004507,0.034151
107.000000,-0.001119,0.034147
108.000000,-0.001380,0.034147
109.000000,0.000753,0.034146
110.000000,0.005857,0.034144
111.000000,0.007970,0.034144
112.000000,0.008373,0.034144
113.000000,0.008967,0.034145
114.000000,0.006965,0.034146
115.000000,0.004698,0.034147
116.000000,0.004390,0.034147
117.000000,0.000072,0.034147
118.000000,-0.003965,0.034145
119.000000,-0.008959,0.034141
120.000000,-0.014981,0.034135
121.000000,-0.019378,0.034129
122.000000,-0.024722,0.034121
123.000000,-0.030847,0.034112
124.000000,-0.034811,0.034105
125.000000,-0.033844,0.034105
126.000000,-0.034691,0.034103
127.000000,-0.032952,0.034105
128.000000,-0.028816,0.034111
129.000000,-0.028165,0.034114
130.000000,-0.028715,0.034115
